,created_at,public_metrics,possibly_sensitive,conversation_id,reply_settings,source,author_id,lang,entities,text,id,referenced_tweets,attachments,context_annotations,geo,in_reply_to_user_id
527,2018-06-23T08:23:44.000Z,"{'retweet_count': 273, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1010438241550512128,everyone,Twitter for iPhone,117281027,en,"{'annotations': [{'start': 41, 'end': 63, 'probability': 0.8377, 'type': 'Organization', 'normalized_text': 'University of Wisconsin'}, {'start': 65, 'end': 71, 'probability': 0.4423, 'type': 'Organization', 'normalized_text': 'Madison'}], 'mentions': [{'start': 3, 'end': 12, 'username': 'GSarafan', 'id': '39603710'}]}",RT @GSarafan: A judge sentenced a former University of Wisconsin-Madison student to 3 years in prison for sexually assaulting 3 female stud…,1010438241550512128,"[{'type': 'retweeted', 'id': '1010364603187060736'}]",,,,
528,2018-06-23T08:09:54.000Z,"{'retweet_count': 273, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1010434761813356544,everyone,Twitter for iPhone,495066576,en,"{'annotations': [{'start': 41, 'end': 63, 'probability': 0.8377, 'type': 'Organization', 'normalized_text': 'University of Wisconsin'}, {'start': 65, 'end': 71, 'probability': 0.4423, 'type': 'Organization', 'normalized_text': 'Madison'}], 'mentions': [{'start': 3, 'end': 12, 'username': 'GSarafan', 'id': '39603710'}]}",RT @GSarafan: A judge sentenced a former University of Wisconsin-Madison student to 3 years in prison for sexually assaulting 3 female stud…,1010434761813356544,"[{'type': 'retweeted', 'id': '1010364603187060736'}]",,,,
529,2018-06-23T08:03:18.000Z,"{'retweet_count': 273, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1010433098713124865,everyone,Twitter Web App,24200853,en,"{'annotations': [{'start': 41, 'end': 63, 'probability': 0.8377, 'type': 'Organization', 'normalized_text': 'University of Wisconsin'}, {'start': 65, 'end': 71, 'probability': 0.4423, 'type': 'Organization', 'normalized_text': 'Madison'}], 'mentions': [{'start': 3, 'end': 12, 'username': 'GSarafan', 'id': '39603710'}]}",RT @GSarafan: A judge sentenced a former University of Wisconsin-Madison student to 3 years in prison for sexually assaulting 3 female stud…,1010433098713124865,"[{'type': 'retweeted', 'id': '1010364603187060736'}]",,,,
530,2018-06-23T08:01:37.000Z,"{'retweet_count': 273, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1010432676258607104,everyone,Twitter for Android,897655641065615361,en,"{'annotations': [{'start': 41, 'end': 63, 'probability': 0.8377, 'type': 'Organization', 'normalized_text': 'University of Wisconsin'}, {'start': 65, 'end': 71, 'probability': 0.4423, 'type': 'Organization', 'normalized_text': 'Madison'}], 'mentions': [{'start': 3, 'end': 12, 'username': 'GSarafan', 'id': '39603710'}]}",RT @GSarafan: A judge sentenced a former University of Wisconsin-Madison student to 3 years in prison for sexually assaulting 3 female stud…,1010432676258607104,"[{'type': 'retweeted', 'id': '1010364603187060736'}]",,,,
531,2018-06-23T07:36:24.000Z,"{'retweet_count': 273, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1010426327940452358,everyone,Twitter for Android,961062428472692736,en,"{'annotations': [{'start': 41, 'end': 63, 'probability': 0.8377, 'type': 'Organization', 'normalized_text': 'University of Wisconsin'}, {'start': 65, 'end': 71, 'probability': 0.4423, 'type': 'Organization', 'normalized_text': 'Madison'}], 'mentions': [{'start': 3, 'end': 12, 'username': 'GSarafan', 'id': '39603710'}]}",RT @GSarafan: A judge sentenced a former University of Wisconsin-Madison student to 3 years in prison for sexually assaulting 3 female stud…,1010426327940452358,"[{'type': 'retweeted', 'id': '1010364603187060736'}]",,,,
532,2018-06-23T07:25:12.000Z,"{'retweet_count': 273, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1010423509791621122,everyone,Twitter for Android,3355657394,en,"{'annotations': [{'start': 41, 'end': 63, 'probability': 0.8377, 'type': 'Organization', 'normalized_text': 'University of Wisconsin'}, {'start': 65, 'end': 71, 'probability': 0.4423, 'type': 'Organization', 'normalized_text': 'Madison'}], 'mentions': [{'start': 3, 'end': 12, 'username': 'GSarafan', 'id': '39603710'}]}",RT @GSarafan: A judge sentenced a former University of Wisconsin-Madison student to 3 years in prison for sexually assaulting 3 female stud…,1010423509791621122,"[{'type': 'retweeted', 'id': '1010364603187060736'}]",,,,
533,2018-06-23T07:12:41.000Z,"{'retweet_count': 273, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1010420360859144192,everyone,Twitter for Android,330533501,en,"{'annotations': [{'start': 41, 'end': 63, 'probability': 0.8377, 'type': 'Organization', 'normalized_text': 'University of Wisconsin'}, {'start': 65, 'end': 71, 'probability': 0.4423, 'type': 'Organization', 'normalized_text': 'Madison'}], 'mentions': [{'start': 3, 'end': 12, 'username': 'GSarafan', 'id': '39603710'}]}",RT @GSarafan: A judge sentenced a former University of Wisconsin-Madison student to 3 years in prison for sexually assaulting 3 female stud…,1010420360859144192,"[{'type': 'retweeted', 'id': '1010364603187060736'}]",,,,
534,2018-06-23T07:11:55.000Z,"{'retweet_count': 273, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1010420167749394432,everyone,Twitter for iPhone,321608058,en,"{'annotations': [{'start': 41, 'end': 63, 'probability': 0.8377, 'type': 'Organization', 'normalized_text': 'University of Wisconsin'}, {'start': 65, 'end': 71, 'probability': 0.4423, 'type': 'Organization', 'normalized_text': 'Madison'}], 'mentions': [{'start': 3, 'end': 12, 'username': 'GSarafan', 'id': '39603710'}]}",RT @GSarafan: A judge sentenced a former University of Wisconsin-Madison student to 3 years in prison for sexually assaulting 3 female stud…,1010420167749394432,"[{'type': 'retweeted', 'id': '1010364603187060736'}]",,,,
535,2018-06-23T07:01:28.000Z,"{'retweet_count': 273, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1010417540210671621,everyone,Twitter for Android,215833043,en,"{'annotations': [{'start': 41, 'end': 63, 'probability': 0.8377, 'type': 'Organization', 'normalized_text': 'University of Wisconsin'}, {'start': 65, 'end': 71, 'probability': 0.4423, 'type': 'Organization', 'normalized_text': 'Madison'}], 'mentions': [{'start': 3, 'end': 12, 'username': 'GSarafan', 'id': '39603710'}]}",RT @GSarafan: A judge sentenced a former University of Wisconsin-Madison student to 3 years in prison for sexually assaulting 3 female stud…,1010417540210671621,"[{'type': 'retweeted', 'id': '1010364603187060736'}]",,,,
536,2018-06-23T06:59:34.000Z,"{'retweet_count': 273, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1010417060013322240,everyone,Twitter for iPhone,44160485,en,"{'annotations': [{'start': 41, 'end': 63, 'probability': 0.8377, 'type': 'Organization', 'normalized_text': 'University of Wisconsin'}, {'start': 65, 'end': 71, 'probability': 0.4423, 'type': 'Organization', 'normalized_text': 'Madison'}], 'mentions': [{'start': 3, 'end': 12, 'username': 'GSarafan', 'id': '39603710'}]}",RT @GSarafan: A judge sentenced a former University of Wisconsin-Madison student to 3 years in prison for sexually assaulting 3 female stud…,1010417060013322240,"[{'type': 'retweeted', 'id': '1010364603187060736'}]",,,,
537,2018-06-23T06:36:40.000Z,"{'retweet_count': 273, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1010411296305664001,everyone,Twitter for Android,823990030884552706,en,"{'annotations': [{'start': 41, 'end': 63, 'probability': 0.8377, 'type': 'Organization', 'normalized_text': 'University of Wisconsin'}, {'start': 65, 'end': 71, 'probability': 0.4423, 'type': 'Organization', 'normalized_text': 'Madison'}], 'mentions': [{'start': 3, 'end': 12, 'username': 'GSarafan', 'id': '39603710'}]}",RT @GSarafan: A judge sentenced a former University of Wisconsin-Madison student to 3 years in prison for sexually assaulting 3 female stud…,1010411296305664001,"[{'type': 'retweeted', 'id': '1010364603187060736'}]",,,,
538,2018-06-23T06:36:03.000Z,"{'retweet_count': 273, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1010411144287281152,everyone,Twitter Web App,722439241691750402,en,"{'annotations': [{'start': 41, 'end': 63, 'probability': 0.8377, 'type': 'Organization', 'normalized_text': 'University of Wisconsin'}, {'start': 65, 'end': 71, 'probability': 0.4423, 'type': 'Organization', 'normalized_text': 'Madison'}], 'mentions': [{'start': 3, 'end': 12, 'username': 'GSarafan', 'id': '39603710'}]}",RT @GSarafan: A judge sentenced a former University of Wisconsin-Madison student to 3 years in prison for sexually assaulting 3 female stud…,1010411144287281152,"[{'type': 'retweeted', 'id': '1010364603187060736'}]",,,,
539,2018-06-23T06:33:16.000Z,"{'retweet_count': 273, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1010410442387226625,everyone,Twitter for iPhone,838848233254219776,en,"{'annotations': [{'start': 41, 'end': 63, 'probability': 0.8377, 'type': 'Organization', 'normalized_text': 'University of Wisconsin'}, {'start': 65, 'end': 71, 'probability': 0.4423, 'type': 'Organization', 'normalized_text': 'Madison'}], 'mentions': [{'start': 3, 'end': 12, 'username': 'GSarafan', 'id': '39603710'}]}",RT @GSarafan: A judge sentenced a former University of Wisconsin-Madison student to 3 years in prison for sexually assaulting 3 female stud…,1010410442387226625,"[{'type': 'retweeted', 'id': '1010364603187060736'}]",,,,
540,2018-06-23T06:31:02.000Z,"{'retweet_count': 273, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1010409879532552192,everyone,Twitter for iPad,3178743276,en,"{'annotations': [{'start': 41, 'end': 63, 'probability': 0.8377, 'type': 'Organization', 'normalized_text': 'University of Wisconsin'}, {'start': 65, 'end': 71, 'probability': 0.4423, 'type': 'Organization', 'normalized_text': 'Madison'}], 'mentions': [{'start': 3, 'end': 12, 'username': 'GSarafan', 'id': '39603710'}]}",RT @GSarafan: A judge sentenced a former University of Wisconsin-Madison student to 3 years in prison for sexually assaulting 3 female stud…,1010409879532552192,"[{'type': 'retweeted', 'id': '1010364603187060736'}]",,,,
541,2018-06-23T06:27:16.000Z,"{'retweet_count': 273, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1010408932072828929,everyone,Twitter for Android,490310896,en,"{'annotations': [{'start': 41, 'end': 63, 'probability': 0.8377, 'type': 'Organization', 'normalized_text': 'University of Wisconsin'}, {'start': 65, 'end': 71, 'probability': 0.4423, 'type': 'Organization', 'normalized_text': 'Madison'}], 'mentions': [{'start': 3, 'end': 12, 'username': 'GSarafan', 'id': '39603710'}]}",RT @GSarafan: A judge sentenced a former University of Wisconsin-Madison student to 3 years in prison for sexually assaulting 3 female stud…,1010408932072828929,"[{'type': 'retweeted', 'id': '1010364603187060736'}]",,,,
542,2018-06-23T06:22:19.000Z,"{'retweet_count': 273, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1010407684762263552,everyone,Twitter for iPhone,776475778410123264,en,"{'mentions': [{'start': 3, 'end': 12, 'username': 'GSarafan', 'id': '39603710'}], 'annotations': [{'start': 41, 'end': 63, 'probability': 0.8377, 'type': 'Organization', 'normalized_text': 'University of Wisconsin'}, {'start': 65, 'end': 71, 'probability': 0.4423, 'type': 'Organization', 'normalized_text': 'Madison'}]}",RT @GSarafan: A judge sentenced a former University of Wisconsin-Madison student to 3 years in prison for sexually assaulting 3 female stud…,1010407684762263552,"[{'type': 'retweeted', 'id': '1010364603187060736'}]",,,,
543,2018-06-23T06:14:56.000Z,"{'retweet_count': 273, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1010405826362683393,everyone,Twitter for Android,793658020743876608,en,"{'mentions': [{'start': 3, 'end': 12, 'username': 'GSarafan', 'id': '39603710'}], 'annotations': [{'start': 41, 'end': 63, 'probability': 0.8377, 'type': 'Organization', 'normalized_text': 'University of Wisconsin'}, {'start': 65, 'end': 71, 'probability': 0.4423, 'type': 'Organization', 'normalized_text': 'Madison'}]}",RT @GSarafan: A judge sentenced a former University of Wisconsin-Madison student to 3 years in prison for sexually assaulting 3 female stud…,1010405826362683393,"[{'type': 'retweeted', 'id': '1010364603187060736'}]",,,,
544,2018-06-23T06:12:43.000Z,"{'retweet_count': 273, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",True,1010405268172124160,everyone,Twitter for iPhone,913720544,en,"{'mentions': [{'start': 3, 'end': 12, 'username': 'GSarafan', 'id': '39603710'}], 'annotations': [{'start': 41, 'end': 63, 'probability': 0.8377, 'type': 'Organization', 'normalized_text': 'University of Wisconsin'}, {'start': 65, 'end': 71, 'probability': 0.4423, 'type': 'Organization', 'normalized_text': 'Madison'}]}",RT @GSarafan: A judge sentenced a former University of Wisconsin-Madison student to 3 years in prison for sexually assaulting 3 female stud…,1010405268172124160,"[{'type': 'retweeted', 'id': '1010364603187060736'}]",,,,
545,2018-06-23T06:05:45.000Z,"{'retweet_count': 273, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1010403517456998401,everyone,Twitter Web App,494435309,en,"{'mentions': [{'start': 3, 'end': 12, 'username': 'GSarafan', 'id': '39603710'}], 'annotations': [{'start': 41, 'end': 63, 'probability': 0.8377, 'type': 'Organization', 'normalized_text': 'University of Wisconsin'}, {'start': 65, 'end': 71, 'probability': 0.4423, 'type': 'Organization', 'normalized_text': 'Madison'}]}",RT @GSarafan: A judge sentenced a former University of Wisconsin-Madison student to 3 years in prison for sexually assaulting 3 female stud…,1010403517456998401,"[{'type': 'retweeted', 'id': '1010364603187060736'}]",,,,
546,2018-06-23T06:04:38.000Z,"{'retweet_count': 273, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1010403237520990209,everyone,Twitter for Android,49435857,en,"{'mentions': [{'start': 3, 'end': 12, 'username': 'GSarafan', 'id': '39603710'}], 'annotations': [{'start': 41, 'end': 63, 'probability': 0.8377, 'type': 'Organization', 'normalized_text': 'University of Wisconsin'}, {'start': 65, 'end': 71, 'probability': 0.4423, 'type': 'Organization', 'normalized_text': 'Madison'}]}",RT @GSarafan: A judge sentenced a former University of Wisconsin-Madison student to 3 years in prison for sexually assaulting 3 female stud…,1010403237520990209,"[{'type': 'retweeted', 'id': '1010364603187060736'}]",,,,
547,2018-06-23T06:04:22.000Z,"{'retweet_count': 273, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1010403168558166016,everyone,Twitter for iPad,46803284,en,"{'mentions': [{'start': 3, 'end': 12, 'username': 'GSarafan', 'id': '39603710'}], 'annotations': [{'start': 41, 'end': 63, 'probability': 0.8377, 'type': 'Organization', 'normalized_text': 'University of Wisconsin'}, {'start': 65, 'end': 71, 'probability': 0.4423, 'type': 'Organization', 'normalized_text': 'Madison'}]}",RT @GSarafan: A judge sentenced a former University of Wisconsin-Madison student to 3 years in prison for sexually assaulting 3 female stud…,1010403168558166016,"[{'type': 'retweeted', 'id': '1010364603187060736'}]",,,,
548,2018-06-23T06:01:29.000Z,"{'retweet_count': 273, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1010402444843642881,everyone,Twitter for Android,885529764,en,"{'mentions': [{'start': 3, 'end': 12, 'username': 'GSarafan', 'id': '39603710'}], 'annotations': [{'start': 41, 'end': 63, 'probability': 0.8377, 'type': 'Organization', 'normalized_text': 'University of Wisconsin'}, {'start': 65, 'end': 71, 'probability': 0.4423, 'type': 'Organization', 'normalized_text': 'Madison'}]}",RT @GSarafan: A judge sentenced a former University of Wisconsin-Madison student to 3 years in prison for sexually assaulting 3 female stud…,1010402444843642881,"[{'type': 'retweeted', 'id': '1010364603187060736'}]",,,,
549,2018-06-23T05:58:04.000Z,"{'retweet_count': 273, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1010401582138187777,everyone,Twitter Web Client,50175653,en,"{'mentions': [{'start': 3, 'end': 12, 'username': 'GSarafan', 'id': '39603710'}], 'annotations': [{'start': 41, 'end': 63, 'probability': 0.8377, 'type': 'Organization', 'normalized_text': 'University of Wisconsin'}, {'start': 65, 'end': 71, 'probability': 0.4423, 'type': 'Organization', 'normalized_text': 'Madison'}]}",RT @GSarafan: A judge sentenced a former University of Wisconsin-Madison student to 3 years in prison for sexually assaulting 3 female stud…,1010401582138187777,"[{'type': 'retweeted', 'id': '1010364603187060736'}]",,,,
550,2018-06-23T05:56:05.000Z,"{'retweet_count': 273, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1010401085281001472,everyone,Twitter for Android,2393632075,en,"{'mentions': [{'start': 3, 'end': 12, 'username': 'GSarafan', 'id': '39603710'}], 'annotations': [{'start': 41, 'end': 63, 'probability': 0.8377, 'type': 'Organization', 'normalized_text': 'University of Wisconsin'}, {'start': 65, 'end': 71, 'probability': 0.4423, 'type': 'Organization', 'normalized_text': 'Madison'}]}",RT @GSarafan: A judge sentenced a former University of Wisconsin-Madison student to 3 years in prison for sexually assaulting 3 female stud…,1010401085281001472,"[{'type': 'retweeted', 'id': '1010364603187060736'}]",,,,
551,2018-06-23T05:41:33.000Z,"{'retweet_count': 273, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1010397425507287042,everyone,Twitter for iPhone,479876898,en,"{'mentions': [{'start': 3, 'end': 12, 'username': 'GSarafan', 'id': '39603710'}], 'annotations': [{'start': 41, 'end': 63, 'probability': 0.8377, 'type': 'Organization', 'normalized_text': 'University of Wisconsin'}, {'start': 65, 'end': 71, 'probability': 0.4423, 'type': 'Organization', 'normalized_text': 'Madison'}]}",RT @GSarafan: A judge sentenced a former University of Wisconsin-Madison student to 3 years in prison for sexually assaulting 3 female stud…,1010397425507287042,"[{'type': 'retweeted', 'id': '1010364603187060736'}]",,,,
552,2018-06-23T05:41:07.000Z,"{'retweet_count': 273, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1010397318212964352,everyone,Twitter for iPad,16104373,en,"{'mentions': [{'start': 3, 'end': 12, 'username': 'GSarafan', 'id': '39603710'}], 'annotations': [{'start': 41, 'end': 63, 'probability': 0.8377, 'type': 'Organization', 'normalized_text': 'University of Wisconsin'}, {'start': 65, 'end': 71, 'probability': 0.4423, 'type': 'Organization', 'normalized_text': 'Madison'}]}",RT @GSarafan: A judge sentenced a former University of Wisconsin-Madison student to 3 years in prison for sexually assaulting 3 female stud…,1010397318212964352,"[{'type': 'retweeted', 'id': '1010364603187060736'}]",,,,
553,2018-06-23T05:36:57.000Z,"{'retweet_count': 273, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1010396268739244032,everyone,Twitter for Android,22198228,en,"{'mentions': [{'start': 3, 'end': 12, 'username': 'GSarafan', 'id': '39603710'}], 'annotations': [{'start': 41, 'end': 63, 'probability': 0.8377, 'type': 'Organization', 'normalized_text': 'University of Wisconsin'}, {'start': 65, 'end': 71, 'probability': 0.4423, 'type': 'Organization', 'normalized_text': 'Madison'}]}",RT @GSarafan: A judge sentenced a former University of Wisconsin-Madison student to 3 years in prison for sexually assaulting 3 female stud…,1010396268739244032,"[{'type': 'retweeted', 'id': '1010364603187060736'}]",,,,
554,2018-06-23T05:35:30.000Z,"{'retweet_count': 273, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1010395905273368581,everyone,Twitter for Android,319119269,en,"{'mentions': [{'start': 3, 'end': 12, 'username': 'GSarafan', 'id': '39603710'}], 'annotations': [{'start': 41, 'end': 63, 'probability': 0.8377, 'type': 'Organization', 'normalized_text': 'University of Wisconsin'}, {'start': 65, 'end': 71, 'probability': 0.4423, 'type': 'Organization', 'normalized_text': 'Madison'}]}",RT @GSarafan: A judge sentenced a former University of Wisconsin-Madison student to 3 years in prison for sexually assaulting 3 female stud…,1010395905273368581,"[{'type': 'retweeted', 'id': '1010364603187060736'}]",,,,
555,2018-06-23T05:34:06.000Z,"{'retweet_count': 273, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1010395553572753409,everyone,Twitter for iPad,918713023287631873,en,"{'mentions': [{'start': 3, 'end': 12, 'username': 'GSarafan', 'id': '39603710'}], 'annotations': [{'start': 41, 'end': 63, 'probability': 0.8377, 'type': 'Organization', 'normalized_text': 'University of Wisconsin'}, {'start': 65, 'end': 71, 'probability': 0.4423, 'type': 'Organization', 'normalized_text': 'Madison'}]}",RT @GSarafan: A judge sentenced a former University of Wisconsin-Madison student to 3 years in prison for sexually assaulting 3 female stud…,1010395553572753409,"[{'type': 'retweeted', 'id': '1010364603187060736'}]",,,,
556,2018-06-23T05:33:57.000Z,"{'retweet_count': 273, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1010395514246959104,everyone,Twitter for iPhone,16604074,en,"{'mentions': [{'start': 3, 'end': 12, 'username': 'GSarafan', 'id': '39603710'}], 'annotations': [{'start': 41, 'end': 63, 'probability': 0.8377, 'type': 'Organization', 'normalized_text': 'University of Wisconsin'}, {'start': 65, 'end': 71, 'probability': 0.4423, 'type': 'Organization', 'normalized_text': 'Madison'}]}",RT @GSarafan: A judge sentenced a former University of Wisconsin-Madison student to 3 years in prison for sexually assaulting 3 female stud…,1010395514246959104,"[{'type': 'retweeted', 'id': '1010364603187060736'}]",,,,
557,2018-06-23T05:31:03.000Z,"{'retweet_count': 273, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1010394782781267968,everyone,Twitter for iPhone,92295546,en,"{'mentions': [{'start': 3, 'end': 12, 'username': 'GSarafan', 'id': '39603710'}], 'annotations': [{'start': 41, 'end': 63, 'probability': 0.8377, 'type': 'Organization', 'normalized_text': 'University of Wisconsin'}, {'start': 65, 'end': 71, 'probability': 0.4423, 'type': 'Organization', 'normalized_text': 'Madison'}]}",RT @GSarafan: A judge sentenced a former University of Wisconsin-Madison student to 3 years in prison for sexually assaulting 3 female stud…,1010394782781267968,"[{'type': 'retweeted', 'id': '1010364603187060736'}]",,,,
558,2018-06-23T05:20:21.000Z,"{'retweet_count': 273, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1010392093494300672,everyone,Twitter for Android,3093102268,en,"{'mentions': [{'start': 3, 'end': 12, 'username': 'GSarafan', 'id': '39603710'}], 'annotations': [{'start': 41, 'end': 63, 'probability': 0.8377, 'type': 'Organization', 'normalized_text': 'University of Wisconsin'}, {'start': 65, 'end': 71, 'probability': 0.4423, 'type': 'Organization', 'normalized_text': 'Madison'}]}",RT @GSarafan: A judge sentenced a former University of Wisconsin-Madison student to 3 years in prison for sexually assaulting 3 female stud…,1010392093494300672,"[{'type': 'retweeted', 'id': '1010364603187060736'}]",,,,
559,2018-06-23T05:18:40.000Z,"{'retweet_count': 273, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1010391668141551616,everyone,Twitter for Android,2442835423,en,"{'mentions': [{'start': 3, 'end': 12, 'username': 'GSarafan', 'id': '39603710'}], 'annotations': [{'start': 41, 'end': 63, 'probability': 0.8377, 'type': 'Organization', 'normalized_text': 'University of Wisconsin'}, {'start': 65, 'end': 71, 'probability': 0.4423, 'type': 'Organization', 'normalized_text': 'Madison'}]}",RT @GSarafan: A judge sentenced a former University of Wisconsin-Madison student to 3 years in prison for sexually assaulting 3 female stud…,1010391668141551616,"[{'type': 'retweeted', 'id': '1010364603187060736'}]",,,,
560,2018-06-23T05:17:37.000Z,"{'retweet_count': 273, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1010391405418594304,everyone,Twitter for iPhone,1491341940,en,"{'mentions': [{'start': 3, 'end': 12, 'username': 'GSarafan', 'id': '39603710'}], 'annotations': [{'start': 41, 'end': 63, 'probability': 0.8377, 'type': 'Organization', 'normalized_text': 'University of Wisconsin'}, {'start': 65, 'end': 71, 'probability': 0.4423, 'type': 'Organization', 'normalized_text': 'Madison'}]}",RT @GSarafan: A judge sentenced a former University of Wisconsin-Madison student to 3 years in prison for sexually assaulting 3 female stud…,1010391405418594304,"[{'type': 'retweeted', 'id': '1010364603187060736'}]",,,,
561,2018-06-23T05:14:26.000Z,"{'retweet_count': 273, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",True,1010390600737144832,everyone,Twitter for iPhone,880629474286419968,en,"{'mentions': [{'start': 3, 'end': 12, 'username': 'GSarafan', 'id': '39603710'}], 'annotations': [{'start': 41, 'end': 63, 'probability': 0.8377, 'type': 'Organization', 'normalized_text': 'University of Wisconsin'}, {'start': 65, 'end': 71, 'probability': 0.4423, 'type': 'Organization', 'normalized_text': 'Madison'}]}",RT @GSarafan: A judge sentenced a former University of Wisconsin-Madison student to 3 years in prison for sexually assaulting 3 female stud…,1010390600737144832,"[{'type': 'retweeted', 'id': '1010364603187060736'}]",,,,
562,2018-06-23T05:07:53.000Z,"{'retweet_count': 273, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1010388953961320449,everyone,Twitter for iPhone,240963487,en,"{'annotations': [{'start': 41, 'end': 63, 'probability': 0.8377, 'type': 'Organization', 'normalized_text': 'University of Wisconsin'}, {'start': 65, 'end': 71, 'probability': 0.4423, 'type': 'Organization', 'normalized_text': 'Madison'}], 'mentions': [{'start': 3, 'end': 12, 'username': 'GSarafan', 'id': '39603710'}]}",RT @GSarafan: A judge sentenced a former University of Wisconsin-Madison student to 3 years in prison for sexually assaulting 3 female stud…,1010388953961320449,"[{'type': 'retweeted', 'id': '1010364603187060736'}]",,,,
563,2018-06-23T05:03:44.000Z,"{'retweet_count': 273, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1010387911462621184,everyone,Twitter for iPhone,829913571991580672,en,"{'annotations': [{'start': 41, 'end': 63, 'probability': 0.8377, 'type': 'Organization', 'normalized_text': 'University of Wisconsin'}, {'start': 65, 'end': 71, 'probability': 0.4423, 'type': 'Organization', 'normalized_text': 'Madison'}], 'mentions': [{'start': 3, 'end': 12, 'username': 'GSarafan', 'id': '39603710'}]}",RT @GSarafan: A judge sentenced a former University of Wisconsin-Madison student to 3 years in prison for sexually assaulting 3 female stud…,1010387911462621184,"[{'type': 'retweeted', 'id': '1010364603187060736'}]",,,,
564,2018-06-23T04:58:14.000Z,"{'retweet_count': 273, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1010386527728357376,everyone,Twitter Web Client,803044362456363008,en,"{'annotations': [{'start': 41, 'end': 63, 'probability': 0.8377, 'type': 'Organization', 'normalized_text': 'University of Wisconsin'}, {'start': 65, 'end': 71, 'probability': 0.4423, 'type': 'Organization', 'normalized_text': 'Madison'}], 'mentions': [{'start': 3, 'end': 12, 'username': 'GSarafan', 'id': '39603710'}]}",RT @GSarafan: A judge sentenced a former University of Wisconsin-Madison student to 3 years in prison for sexually assaulting 3 female stud…,1010386527728357376,"[{'type': 'retweeted', 'id': '1010364603187060736'}]",,,,
565,2018-06-23T04:51:35.000Z,"{'retweet_count': 273, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1010384851512582144,everyone,Twitter for iPhone,37874848,en,"{'annotations': [{'start': 41, 'end': 63, 'probability': 0.8377, 'type': 'Organization', 'normalized_text': 'University of Wisconsin'}, {'start': 65, 'end': 71, 'probability': 0.4423, 'type': 'Organization', 'normalized_text': 'Madison'}], 'mentions': [{'start': 3, 'end': 12, 'username': 'GSarafan', 'id': '39603710'}]}",RT @GSarafan: A judge sentenced a former University of Wisconsin-Madison student to 3 years in prison for sexually assaulting 3 female stud…,1010384851512582144,"[{'type': 'retweeted', 'id': '1010364603187060736'}]",,,,
566,2018-06-23T04:50:51.000Z,"{'retweet_count': 273, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1010384668917714944,everyone,Twitter for iPad,28855016,en,"{'annotations': [{'start': 41, 'end': 63, 'probability': 0.8377, 'type': 'Organization', 'normalized_text': 'University of Wisconsin'}, {'start': 65, 'end': 71, 'probability': 0.4423, 'type': 'Organization', 'normalized_text': 'Madison'}], 'mentions': [{'start': 3, 'end': 12, 'username': 'GSarafan', 'id': '39603710'}]}",RT @GSarafan: A judge sentenced a former University of Wisconsin-Madison student to 3 years in prison for sexually assaulting 3 female stud…,1010384668917714944,"[{'type': 'retweeted', 'id': '1010364603187060736'}]",,,,
