,location,date,article_coverage,tweet_coverage,tweet_count,article_count
388,IUB,1/23/2001,0.0,0.0,0,0
389,IUB,1/24/2001,0.0,0.0,0,0
390,IUB,1/25/2001,0.0,0.0,0,0
391,IUB,1/26/2001,0.0,0.0,0,0
392,IUB,1/27/2001,0.0,0.0,0,0
393,IUB,1/28/2001,0.0,0.0,0,0
394,IUB,1/29/2001,0.0,0.0,0,0
395,IUB,1/30/2001,0.0,0.0,0,0
396,IUB,1/31/2001,0.0,0.0,0,0
397,IUB,02/01/2001,0.0,0.0,0,0
398,IUB,02/02/2001,0.0,0.0,0,0
399,IUB,02/03/2001,0.0,0.0,0,0
400,IUB,02/04/2001,0.0,0.0,0,0
401,IUB,02/05/2001,0.0,0.0,0,0
402,IUB,02/06/2001,0.0,0.0,0,0
403,IUB,02/07/2001,0.0,0.0,0,0
404,IUB,02/08/2001,0.0,0.0,0,0
405,IUB,02/09/2001,0.0,0.0,0,0
406,IUB,2/10/2001,0.0,0.0,0,0
407,IUB,2/11/2001,0.0,0.0,0,0
408,IUB,2/12/2001,0.0,0.0,0,0
409,IUB,2/13/2001,0.0,0.0,0,0
410,IUB,2/14/2001,0.0,0.0,0,0
411,IUB,2/15/2001,0.0,0.0,0,0
412,IUB,2/16/2001,0.0,0.0,0,0
413,IUB,2/17/2001,0.0,0.0,0,0
414,IUB,2/18/2001,0.0,0.0,0,0
415,IUB,2/19/2001,0.0,0.0,0,0
416,IUB,2/20/2001,0.0,0.0,0,0
417,IUB,2/21/2001,0.0,0.0,0,0
418,IUB,2/22/2001,0.0,0.0,0,0
419,IUB,2/23/2001,0.0,0.0,0,0
420,IUB,2/24/2001,0.0,0.0,0,0
421,IUB,2/25/2001,0.0,0.0,0,0
422,IUB,2/26/2001,0.0,0.0,0,0
423,IUB,2/27/2001,0.0,0.0,0,0
424,IUB,2/28/2001,0.0,0.0,0,0
425,IUB,03/01/2001,0.0,0.0,0,0
426,IUB,03/02/2001,0.0,0.0,0,0
427,IUB,03/03/2001,0.0,0.0,0,0
428,IUB,03/04/2001,0.0,0.0,0,0
429,IUB,03/05/2001,0.0,0.0,0,0
430,IUB,03/06/2001,0.0,0.0,0,0
431,IUB,03/07/2001,0.0,0.0,0,0
432,IUB,03/08/2001,0.0,0.0,0,0
433,IUB,03/09/2001,0.0,0.0,0,0
434,IUB,3/10/2001,0.0,0.0,0,0
435,IUB,3/11/2001,0.0,0.0,0,0
436,IUB,3/12/2001,0.0,0.0,0,0
437,IUB,3/13/2001,0.0,0.0,0,0
438,IUB,3/14/2001,0.0,0.0,0,0
439,IUB,3/15/2001,0.0,0.0,0,0
440,IUB,3/16/2001,0.0,0.0,0,0
441,IUB,3/17/2001,0.0,0.0,0,0
442,IUB,3/18/2001,0.0,0.0,0,0
443,IUB,3/19/2001,0.0,0.0,0,0
444,IUB,3/20/2001,0.0,0.0,0,0
445,IUB,3/21/2001,0.0,0.0,0,0
446,IUB,3/22/2001,0.0,0.0,0,0
447,IUB,3/23/2001,0.0,0.0,0,0
448,IUB,3/24/2001,0.0,0.0,0,0
449,IUB,3/25/2001,0.0,0.0,0,0
450,IUB,3/26/2001,0.0,0.0,0,0
451,IUB,3/27/2001,0.0,0.0,0,0
452,IUB,3/28/2001,0.0,0.0,0,0
453,IUB,3/29/2001,0.0,0.0,0,0
454,IUB,3/30/2001,0.0,0.0,0,0
455,IUB,3/31/2001,0.0,0.0,0,0
456,IUB,04/01/2001,0.0,0.0,0,0
457,IUB,04/02/2001,0.0,0.0,0,0
458,IUB,04/03/2001,0.0,0.0,0,0
459,IUB,04/04/2001,0.0,0.0,0,0
460,IUB,04/05/2001,0.0,0.0,0,0
461,IUB,04/06/2001,0.0,0.0,0,0
462,IUB,04/07/2001,0.0,0.0,0,0
463,IUB,04/08/2001,0.0,0.0,0,0
464,IUB,04/09/2001,0.0,0.0,0,0
465,IUB,4/10/2001,0.0,0.0,0,0
466,IUB,4/11/2001,0.0,0.0,0,0
467,IUB,4/12/2001,0.0,0.0,0,0
468,IUB,4/13/2001,0.0,0.0,0,0
469,IUB,4/14/2001,0.0,0.0,0,0
470,IUB,4/15/2001,0.0,0.0,0,0
471,IUB,4/16/2001,0.0,0.0,0,0
472,IUB,4/17/2001,0.0,0.0,0,0
473,IUB,4/18/2001,0.0,0.0,0,0
474,IUB,4/19/2001,0.0,0.0,0,0
475,IUB,4/20/2001,0.0,0.0,0,0
476,IUB,4/21/2001,0.0,0.0,0,0
477,IUB,4/22/2001,0.0,0.0,0,0
478,IUB,4/23/2001,0.0,0.0,0,0
479,IUB,4/24/2001,0.0,0.0,0,0
480,IUB,4/25/2001,0.0,0.0,0,0
481,IUB,4/26/2001,0.0,0.0,0,0
482,IUB,4/27/2001,0.0,0.0,0,0
483,IUB,4/28/2001,0.0,0.0,0,0
484,IUB,4/29/2001,0.0,0.0,0,0
485,IUB,4/30/2001,0.0,0.0,0,0
486,IUB,05/01/2001,0.0,0.0,0,0
487,IUB,05/02/2001,0.0,0.0,0,0
488,IUB,05/03/2001,0.0,0.0,0,0
489,IUB,05/04/2001,0.0,0.0,0,0
490,IUB,05/05/2001,0.0,0.0,0,0
491,IUB,05/06/2001,0.0,0.0,0,0
492,IUB,05/07/2001,0.0,0.0,0,0
493,IUB,05/08/2001,0.0,0.0,0,0
494,IUB,05/09/2001,0.0,0.0,0,0
495,IUB,5/10/2001,0.0,0.0,0,0
496,IUB,5/11/2001,0.0,0.0,0,0
497,IUB,5/12/2001,0.0,0.0,0,0
498,IUB,5/13/2001,0.0,0.0,0,0
499,IUB,5/14/2001,0.0,0.0,0,0
500,IUB,5/15/2001,0.0,0.0,0,0
501,IUB,5/16/2001,0.0,0.0,0,0
502,IUB,5/17/2001,0.0,0.0,0,0
503,IUB,5/18/2001,0.0,0.0,0,0
504,IUB,5/19/2001,0.0,0.0,0,0
505,IUB,5/20/2001,0.0,0.0,0,0
506,IUB,5/21/2001,0.0,0.0,0,0
507,IUB,5/22/2001,0.0,0.0,0,0
508,IUB,5/23/2001,0.0,0.0,0,0
509,IUB,5/24/2001,0.0,0.0,0,0
510,IUB,5/25/2001,0.0,0.0,0,0
511,IUB,5/26/2001,0.0,0.0,0,0
512,IUB,5/27/2001,0.0,0.0,0,0
513,IUB,5/28/2001,0.0,0.0,0,0
514,IUB,5/29/2001,0.0,0.0,0,0
515,IUB,5/30/2001,0.0,0.0,0,0
516,IUB,5/31/2001,0.0,0.0,0,0
517,IUB,06/01/2001,0.0,0.0,0,0
518,IUB,06/02/2001,0.0,0.0,0,0
519,IUB,06/03/2001,0.0,0.0,0,0
520,IUB,06/04/2001,0.0,0.0,0,0
521,IUB,06/05/2001,0.0,0.0,0,0
522,IUB,06/06/2001,0.0,0.0,0,0
523,IUB,06/07/2001,0.0,0.0,0,0
524,IUB,06/08/2001,0.0,0.0,0,0
525,IUB,06/09/2001,0.0,0.0,0,0
526,IUB,6/10/2001,0.0,0.0,0,0
527,IUB,6/11/2001,0.0,0.0,0,0
528,IUB,6/12/2001,0.0,0.0,0,0
529,IUB,6/13/2001,0.0,0.0,0,0
530,IUB,6/14/2001,0.0,0.0,0,0
531,IUB,6/15/2001,0.0,0.0,0,0
532,IUB,6/16/2001,0.0,0.0,0,0
533,IUB,6/17/2001,0.0,0.0,0,0
534,IUB,6/18/2001,0.0,0.0,0,0
535,IUB,6/19/2001,0.0,0.0,0,0
536,IUB,6/20/2001,0.0,0.0,0,0
537,IUB,6/21/2001,0.0,0.0,0,0
538,IUB,6/22/2001,0.0,0.0,0,0
539,IUB,6/23/2001,0.0,0.0,0,0
540,IUB,6/24/2001,0.0,0.0,0,0
541,IUB,6/25/2001,0.0,0.0,0,0
542,IUB,6/26/2001,0.0,0.0,0,0
543,IUB,6/27/2001,0.0,0.0,0,0
544,IUB,6/28/2001,0.0,0.0,0,0
545,IUB,6/29/2001,0.0,0.0,0,0
546,IUB,6/30/2001,0.0,0.0,0,0
547,IUB,07/01/2001,0.0,0.0,0,0
548,IUB,07/02/2001,0.0,0.0,0,0
549,IUB,07/03/2001,0.0,0.0,0,0
550,IUB,07/04/2001,0.0,0.0,0,0
551,IUB,07/05/2001,0.0,0.0,0,0
552,IUB,07/06/2001,0.0,0.0,0,0
553,IUB,07/07/2001,0.0,0.0,0,0
554,IUB,07/08/2001,0.0,0.0,0,0
555,IUB,07/09/2001,0.0,0.0,0,0
