,possibly_sensitive,conversation_id,source,entities,created_at,author_id,geo,reply_settings,context_annotations,referenced_tweets,lang,id,text,public_metrics,in_reply_to_user_id,attachments
0,False,1462469845560152064,Twitter for iPhone,"{'urls': [{'start': 183, 'end': 206, 'url': 'https://t.co/ug5uYjgnld', 'expanded_url': 'https://twitter.com/Reuters/status/1462251962938888194', 'display_url': 'twitter.com/Reuters/status…'}], 'hashtags': [{'start': 18, 'end': 28, 'tag': 'PengShuai'}]}",2021-11-21T17:15:57.000Z,1325834536660344833,{'place_id': '490bdb082950484f'},everyone,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1461480524757626886', 'name': 'Peng Shuai'}}, {'domain': {'id': '60', 'name': 'Athlete', 'description': 'An athlete in the world, like Serena Williams or Lionel Messi'}, 'entity': {'id': '1461480524757626886', 'name': 'Peng Shuai'}}]","[{'type': 'quoted', 'id': '1462251962938888194'}]",en,1462469845560152064,I am praying that #PengShuai is safe and well. It takes a lot of courage to speak out about sexual assault in a repressive nation. Glad to see that she is at least alive and healthy. https://t.co/ug5uYjgnld,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",,
1,False,1454858163262398464,Twitter for iPhone,"{'annotations': [{'start': 57, 'end': 59, 'probability': 0.8168, 'type': 'Organization', 'normalized_text': 'USC'}], 'urls': [{'start': 284, 'end': 307, 'url': 'https://t.co/pjwZxJAWgI', 'expanded_url': 'https://twitter.com/TeresaWatanabe/status/1454853343545683975', 'display_url': 'twitter.com/TeresaWatanabe…'}]}",2021-10-31T17:09:50.000Z,437660561,{'place_id': 'a409256339a7c6a1'},everyone,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '834828264786898945', 'name': 'Drinks', 'description': 'Drinks'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '1006278636842782720', 'name': 'Drink Experience', 'description': 'Drink Experience'}}]","[{'type': 'quoted', 'id': '1454853343545683975'}]",en,1454858163262398464,I have many perspectives on this. I joined a sorority at USC when I was 18. I “deactivated” a year later because it’s just repulsive. My best friends all 4 years were guys in frats so “I get it.” But sexual assault was openly talked about/rampant &amp; there were never consequences. https://t.co/pjwZxJAWgI,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,
2,False,1442883477318348802,Twitter for iPhone,"{'mentions': [{'start': 0, 'end': 13, 'username': 'chizrocker88', 'id': '240488003'}]}",2021-09-28T16:11:08.000Z,242678261,{'place_id': 'a409256339a7c6a1'},everyone,,"[{'type': 'replied_to', 'id': '1442883477318348802'}]",en,1442884588448063489,@chizrocker88 Men will investigate anything except sexual assault allegations,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",240488003,
3,False,1423607041545879560,Twitter for iPhone,"{'mentions': [{'start': 0, 'end': 16, 'username': 'GenderDissident', 'id': '1354933311244795911'}]}",2021-08-09T04:11:54.000Z,802622679287205888,{'place_id': '3ad0f706b3fa62a8'},everyone,,"[{'type': 'replied_to', 'id': '1423607041545879560'}]",en,1424584196656295939,@GenderDissident Research shows that trans inclusive bathroom policies lower rates of sexual assault against trans people and do not result in an increased rate against cis people: Murchison et al 2019 &amp; Hasenbush et al 2018,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 2, 'quote_count': 1}",1354933311244795911,
4,False,1388620472837820418,Twitter for iPhone,"{'urls': [{'start': 203, 'end': 226, 'url': 'https://t.co/o8efnCwXYc', 'expanded_url': 'https://twitter.com/lavern_spicer/status/1388583057846845446', 'display_url': 'twitter.com/lavern_spicer/…'}], 'mentions': [{'start': 116, 'end': 130, 'username': 'lavern_spicer', 'id': '1187835922118787073'}]}",2021-05-01T22:24:54.000Z,802622679287205888,{'place_id': '3ad0f706b3fa62a8'},everyone,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1047123725525479425', 'name': 'Information security', 'description': 'Information Security'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '10040395078', 'name': 'Joe Biden', 'description': 'US President Joe Biden'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '10040395078', 'name': 'Joe Biden', 'description': 'US President Joe Biden'}}]","[{'type': 'quoted', 'id': '1388583057846845446'}]",en,1388620472837820418,"Research has shown that trans-inclusive bathroom policies *lower* sexual assault rates.

Don’t vote for people like @lavern_spicer who ignore data. 

We need evidence-based not fear-based public policy. https://t.co/o8efnCwXYc","{'retweet_count': 49, 'reply_count': 12, 'like_count': 258, 'quote_count': 2}",,
5,False,1387430951135768592,Twitter for iPhone,"{'mentions': [{'start': 47, 'end': 60, 'username': 'LevaniDamuni', 'id': '417493648'}], 'annotations': [{'start': 20, 'end': 26, 'probability': 0.9959, 'type': 'Place', 'normalized_text': 'America'}], 'urls': [{'start': 213, 'end': 236, 'url': 'https://t.co/ASERuhMNVe', 'expanded_url': 'https://twitter.com/StanfordFball/status/1387429286689185795', 'display_url': 'twitter.com/StanfordFball/…'}], 'hashtags': [{'start': 202, 'end': 211, 'tag': 'DenimDay'}]}",2021-04-28T15:38:10.000Z,923944849,{'place_id': 'e5a3f5dd123f24b5'},everyone,,"[{'type': 'quoted', 'id': '1387429286689185795'}]",en,1387430951135768592,"Best locker room in America.

Huge shoutout to @LevaniDamuni and the rest of the ILBs for taking such initiative in wanting to raise awareness &amp; stand in solidarity with sexual assault victims this #DenimDay. https://t.co/ASERuhMNVe","{'retweet_count': 1, 'reply_count': 0, 'like_count': 25, 'quote_count': 0}",,
6,False,1359937778012676097,Twitter for iPhone,"{'mentions': [{'start': 94, 'end': 105, 'username': 'CNTraveler', 'id': '17219108'}], 'annotations': [{'start': 0, 'end': 3, 'probability': 0.5886, 'type': 'Place', 'normalized_text': 'U.S.'}], 'urls': [{'start': 66, 'end': 89, 'url': 'https://t.co/YLzFxkIngD', 'expanded_url': 'https://www.cntraveler.com/story/us-airlines-are-changing-the-way-they-talk-about-sexual-assault?utm_source=twitter&utm_medium=social&utm_campaign=onsite-share&utm_brand=conde-nast-traveler&utm_social-type=earned', 'display_url': 'cntraveler.com/story/us-airli…'}]}",2021-02-11T18:50:07.000Z,206525910,{'place_id': 'a409256339a7c6a1'},everyone,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '839159814991167489', 'name': 'Travel', 'description': 'Travel'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '842061030951809024', 'name': 'Travel novelty', 'description': 'Travel novelty'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '842066429474033665', 'name': 'Travel Blogs', 'description': 'This entity includes Tweets @ and from ~175 travel blog handles.'}}]",,en,1359937778012676097,U.S. Airlines Are Changing the Way They Talk About Sexual Assault https://t.co/YLzFxkIngD via @CNTraveler,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,
7,False,1340131843920695296,Twitter for iPhone,"{'urls': [{'start': 270, 'end': 293, 'url': 'https://t.co/3OoCR8L9VG', 'expanded_url': 'https://twitter.com/pidilidi/status/1340131843920695296/photo/1', 'display_url': 'pic.twitter.com/3OoCR8L9VG'}]}",2020-12-19T03:08:24.000Z,353761533,{'place_id': 'ed0a823456907b4c'},everyone,,,en,1340131843920695296,"I have been present in several group conversations now in which women suggest that the criminal justice system and society in general puts an unfair burden on men to avoid sexual assault against women and every time, I just feel the strength leave my body. Phew! TAYAD. https://t.co/3OoCR8L9VG","{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",,{'media_keys': ['16_1340131834298961920']}
8,False,1325256959512080384,Twitter for iPhone,"{'mentions': [{'start': 0, 'end': 15, 'username': 'NoLongerHere59', 'id': '469801954'}, {'start': 16, 'end': 21, 'username': 'KTVU', 'id': '15652540'}]}",2020-11-08T16:17:33.000Z,609323818,{'place_id': '3ad0f706b3fa62a8'},everyone,,"[{'type': 'replied_to', 'id': '1325261737352785922'}]",en,1325472535257837568,@NoLongerHere59 @KTVU Your president had to pay hush money to a porn star and has more sexual assault allegations than days left in office ...,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",469801954,
9,False,1323807949656084482,Twitter for iPhone,"{'mentions': [{'start': 0, 'end': 15, 'username': 'lindsaygholmes', 'id': '30715607'}]}",2020-11-04T05:51:11.000Z,2838687480,{'place_id': '07d9e39a89485004'},everyone,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]","[{'type': 'replied_to', 'id': '1323807949656084482'}]",en,1323865354544664576,"@lindsaygholmes Thank you! We’ve been team meeting for weeks planning extra election week support for our most vulnerable student clients( BIPOC, International, LGBTQ, Muslim, Disabled, sexual assault survivors, undocumented). Tough souls dealing w this atop pandemic &amp; end of quarter academics","{'retweet_count': 0, 'reply_count': 1, 'like_count': 7, 'quote_count': 0}",30715607,
10,False,1319662945761071104,Twitter for iPhone,"{'mentions': [{'start': 0, 'end': 14, 'username': 'WordCertified', 'id': '29139343'}, {'start': 15, 'end': 30, 'username': 'ROOTandREBOUND', 'id': '2341038000'}, {'start': 31, 'end': 40, 'username': 'calstate', 'id': '15967775'}, {'start': 41, 'end': 56, 'username': 'UnlockHigherEd', 'id': '1143252035023855616'}, {'start': 57, 'end': 70, 'username': 'StanfordPain', 'id': '1337365416'}, {'start': 71, 'end': 85, 'username': 'Michelson20MM', 'id': '269876036'}]}",2020-10-25T00:31:29.000Z,591209424,{'place_id': '3ad0f706b3fa62a8'},everyone,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '834828264786898945', 'name': 'Drinks', 'description': 'Drinks'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '1006278636842782720', 'name': 'Drink Experience', 'description': 'Drink Experience'}}]","[{'type': 'replied_to', 'id': '1320156897895481346'}]",en,1320161020699013120,"@WordCertified @ROOTandREBOUND @calstate @UnlockHigherEd @StanfordPain @Michelson20MM Again this is not a significant predictor of crime on campus, the biggest predictor of sex offense on campus is binge drinking and being in a fraternity. To reduce sexual assault, schools should get rid of fraternities.","{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",29139343,
11,False,1310770965580845056,Twitter for iPhone,"{'mentions': [{'start': 0, 'end': 16, 'username': 'AmandaCrumleyLA', 'id': '102464298'}, {'start': 17, 'end': 33, 'username': 'JasonMillerinDC', 'id': '1084375028'}]}",2020-09-29T14:37:52.000Z,19818265,{'place_id': 'a409256339a7c6a1'},everyone,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1057062323355930624', 'name': 'Jason Miller', 'description': 'Jason Miller'}}]","[{'type': 'replied_to', 'id': '1310778801488494593'}]",en,1310951936414412802,@AmandaCrumleyLA @JasonMillerinDC When did sexual assault become funny?  Is this some kind of stupid joke?  Don’t get it.,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",102464298,
12,False,1294313153778421762,Twitter for iPhone,"{'mentions': [{'start': 0, 'end': 12, 'username': 'madrid_mike', 'id': '450341380'}]}",2020-08-15T02:29:38.000Z,475224726,{'place_id': '490bdb082950484f'},everyone,,"[{'type': 'replied_to', 'id': '1294313153778421762'}]",en,1294461214932656129,"@madrid_mike Oops, I think he means he has been credibly accused of sexual assault by more women than any President in History.","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",450341380,
13,False,1289753437249265665,Twitter for iPhone,,2020-08-02T02:43:56.000Z,15150453,{'place_id': 'a409256339a7c6a1'},everyone,,"[{'type': 'replied_to', 'id': '1289753437249265665'}]",en,1289753773502431232,"If the arm penis casually brushes against you as you walk past, is that sexual assault?","{'retweet_count': 0, 'reply_count': 2, 'like_count': 4, 'quote_count': 0}",15150453,
14,False,1264585467502243844,Twitter for iPhone,"{'mentions': [{'start': 0, 'end': 14, 'username': 'SallyAlbright', 'id': '11395432'}]}",2020-05-24T19:53:00.000Z,416679745,{'place_id': '3ad0f706b3fa62a8'},everyone,,"[{'type': 'replied_to', 'id': '1264585467502243844'}]",en,1264645594267566080,@SallyAlbright I have no sympathy for her. There are real me too victims out there still afraid to speak out. She hasn’t made their path any easier. Would we treat a man who lied about sexual assault with kid gloves when his lies were exposed?,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",11395432,
15,False,1258272601270444032,Twitter for iPhone,"{'mentions': [{'start': 0, 'end': 9, 'username': 'DemWrite', 'id': '1181143240910802945'}, {'start': 10, 'end': 21, 'username': 'ACJJustice', 'id': '819176997037473792'}]}",2020-05-08T18:38:06.000Z,416679745,{'place_id': '3ad0f706b3fa62a8'},everyone,,"[{'type': 'replied_to', 'id': '1258272601270444032'}]",en,1258828541409366016,"@DemWrite @ACJJustice If by something different she means an uneducated narcissist who asked 4 his political rival to be locked up. Who paid off porn stars , has been accused of sexual assault by 20 women &amp; found guilty of money laundering . I guess she was right. He certainly is different.","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",798953701972938752,
16,False,1254774776377163776,Twitter for iPhone,"{'urls': [{'start': 278, 'end': 301, 'url': 'https://t.co/n5j1h5rVcp', 'expanded_url': 'https://twitter.com/londyloo/status/1254574254735138816', 'display_url': 'twitter.com/londyloo/statu…'}], 'mentions': [{'start': 267, 'end': 276, 'username': 'londyloo', 'id': '151995371'}]}",2020-04-27T14:09:53.000Z,2865319173,{'place_id': 'b9da7881046990df'},everyone,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '824777229892661248', 'name': 'Generic Food', 'description': 'Generic Food'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '825062383580176386', 'name': 'Tacos', 'description': 'Taco'}}]",,en,1254774776377163776,"Regarding my last tweet, this is why he blocked me. (Note his past history of sexual assault and domestic violence. I don’t think enough of the general public know about this.) He got fired from residency! Not someone to be taking any med (or life) advice from 🙈 (RT @londyloo) https://t.co/n5j1h5rVcp","{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",,
17,False,1254528141134946304,Twitter for iPhone,"{'annotations': [{'start': 84, 'end': 89, 'probability': 0.9859, 'type': 'Person', 'normalized_text': 'Amanda'}, {'start': 166, 'end': 175, 'probability': 0.9977, 'type': 'Place', 'normalized_text': 'California'}], 'urls': [{'start': 247, 'end': 270, 'url': 'https://t.co/EDTYHn6UMR', 'expanded_url': 'https://twitter.com/TheDailyShow/status/1253073844836827136', 'display_url': 'twitter.com/TheDailyShow/s…'}], 'mentions': [{'start': 24, 'end': 38, 'username': 'nguyen_amanda', 'id': '315390036'}, {'start': 42, 'end': 52, 'username': 'RiseNowUS', 'id': '2961466710'}, {'start': 54, 'end': 65, 'username': 'LorenaAD80', 'id': '1571456322'}]}",2020-04-26T21:49:51.000Z,834162766483124225,{'place_id': '490bdb082950484f'},everyone,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]","[{'type': 'quoted', 'id': '1253073844836827136'}]",en,1254528141134946304,"Very timely advice from @nguyen_amanda of @RiseNowUS. @LorenaAD80 and I worked with Amanda &amp; her team in 2017 to pass the Sexual Assault Survivor’s Bill of Rights in California, &amp; they continue to do amazing work during these tough times. https://t.co/EDTYHn6UMR","{'retweet_count': 4, 'reply_count': 0, 'like_count': 10, 'quote_count': 1}",,
18,False,1253847310548656128,Twitter for iPhone,"{'annotations': [{'start': 38, 'end': 40, 'probability': 0.9814, 'type': 'Organization', 'normalized_text': 'DNC'}, {'start': 52, 'end': 56, 'probability': 0.4975, 'type': 'Person', 'normalized_text': 'Reade'}, {'start': 95, 'end': 103, 'probability': 0.9956, 'type': 'Person', 'normalized_text': 'Joe Biden'}], 'urls': [{'start': 139, 'end': 162, 'url': 'https://t.co/2n0xhEzYjf', 'expanded_url': 'https://twitter.com/H1N1Capital/status/1253757548152446984', 'display_url': 'twitter.com/H1N1Capital/st…'}]}",2020-04-25T00:44:28.000Z,242678261,{'place_id': '959bebef9ad9dc76'},everyone,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '88', 'name': 'Political Body', 'description': 'A section of a government, like The Supreme Court'}, 'entity': {'id': '941044631961092096', 'name': 'Democratic National Committee', 'description': 'Democratic National Committee'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '10040395078', 'name': 'Joe Biden', 'description': 'US President Joe Biden'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '10040395078', 'name': 'Joe Biden', 'description': 'US President Joe Biden'}}]",,en,1253847310548656128,This should be the statement from the DNC about the Reade allegation of sexual assault against Joe Biden. It’s what they all really think! https://t.co/2n0xhEzYjf,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,
19,False,1249747169168556032,Twitter for Android,"{'annotations': [{'start': 39, 'end': 49, 'probability': 0.9906, 'type': 'Person', 'normalized_text': 'Biden Trump'}, {'start': 135, 'end': 139, 'probability': 0.8384, 'type': 'Person', 'normalized_text': 'Trump'}, {'start': 146, 'end': 150, 'probability': 0.9883, 'type': 'Person', 'normalized_text': 'Biden'}], 'mentions': [{'start': 0, 'end': 13, 'username': 'carollemieux', 'id': '17136847'}, {'start': 14, 'end': 27, 'username': 'commondreams', 'id': '14296273'}]}",2020-04-13T17:15:52.000Z,16970219,{'place_id': '3ad0f706b3fa62a8'},everyone,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '10040395078', 'name': 'Joe Biden', 'description': 'US President Joe Biden'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '10040395078', 'name': 'Joe Biden', 'description': 'US President Joe Biden'}}]","[{'type': 'replied_to', 'id': '1249747169168556032'}]",en,1249748148353826818,"@carollemieux @commondreams One of the Biden Trump debates should focus solely on sexual assault. With questions from their accusers.

Trump, and Biden, would love the ratings for that reality TV.","{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",17136847,
20,False,1234621090032308224,Twitter for iPhone,"{'urls': [{'start': 130, 'end': 153, 'url': 'https://t.co/deQaPI2tJn', 'expanded_url': 'https://twitter.com/shelikefrogs/status/1234619932547010561', 'display_url': 'twitter.com/shelikefrogs/s…'}], 'mentions': [{'start': 116, 'end': 129, 'username': 'amyklobuchar', 'id': '33537967'}]}",2020-03-02T23:26:20.000Z,1086524122048282624,{'place_id': '490bdb082950484f'},everyone,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '10040395078', 'name': 'Joe Biden', 'description': 'US President Joe Biden'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '877338523480739840', 'name': 'Amy Klobuchar', 'description': 'US Senator Amy Klobuchar (MN)'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '10040395078', 'name': 'Joe Biden', 'description': 'US President Joe Biden'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '877338523480739840', 'name': 'Amy Klobuchar', 'description': 'US Senator Amy Klobuchar (MN)'}}]","[{'type': 'quoted', 'id': '1234619932547010561'}]",en,1234621090032308224,we love a women who supports/endorses a man running for president with counts of sexual assault pending against him @amyklobuchar https://t.co/deQaPI2tJn,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,
21,False,1232026161389228033,Twitter for Android,"{'mentions': [{'start': 0, 'end': 16, 'username': 'GovMikeHuckabee', 'id': '15416505'}], 'annotations': [{'start': 37, 'end': 41, 'probability': 0.9991, 'type': 'Person', 'normalized_text': 'Trump'}]}",2020-02-26T00:38:51.000Z,44772299,{'place_id': '490bdb082950484f'},everyone,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '10037730733', 'name': 'Mike Huckabee', 'description': 'Former Governor of Arkansas, Mike Huckabee'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}]","[{'type': 'replied_to', 'id': '1232026161389228033'}]",en,1232465013417246720,"@GovMikeHuckabee another person that Trump knew, arrested for sexual assault","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",15416505,
22,False,1231489758032850944,Twitter for iPhone,"{'urls': [{'start': 37, 'end': 60, 'url': 'https://t.co/ase1nxi7qL', 'expanded_url': 'https://twitter.com/glitchcore404/status/1231033133140545536', 'display_url': 'twitter.com/glitchcore404/…'}]}",2020-02-23T08:03:32.000Z,1110645969790619649,{'place_id': 'ed0a823456907b4c'},everyone,,"[{'type': 'quoted', 'id': '1231033133140545536'}]",en,1231489758032850944,"tw: mentions of rape, sexual assault https://t.co/ase1nxi7qL","{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,
23,False,1227459191499038720,Twitter for Android,"{'annotations': [{'start': 14, 'end': 28, 'probability': 0.9357, 'type': 'Person', 'normalized_text': 'President Obama'}, {'start': 162, 'end': 176, 'probability': 0.89, 'type': 'Person', 'normalized_text': 'President Trump'}], 'urls': [{'start': 227, 'end': 250, 'url': 'https://t.co/3Dk0ZIkSx3', 'expanded_url': 'https://www.stripes.com/judge-obama-sex-assault-comments-unlawful-command-influence-1.225974', 'display_url': 'stripes.com/judge-obama-se…', 'status': 200, 'unwound_url': 'https://www.stripes.com/judge-obama-sex-assault-comments-unlawful-command-influence-1.225974'}]}",2020-02-12T05:07:30.000Z,14549365,{'place_id': 'b9da7881046990df'},everyone,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '10038764303', 'name': 'Barack Obama', 'description': 'Former US President Barack Obama'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '10038764303', 'name': 'Barack Obama', 'description': 'Former US President Barack Obama'}}]",,en,1227459191499038720,"Remember when President Obama's comments on sexual assault in the military were called ""Unlawful Command Influence?"" Funny how we don't see the same outrage when President Trump calls for judgement on members of the military.  https://t.co/3Dk0ZIkSx3","{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",,
24,False,1202868960443564032,Twitter for iPhone,"{'urls': [{'start': 252, 'end': 275, 'url': 'https://t.co/mk9neNAAuE', 'expanded_url': 'https://techcrunch.com/2019/12/05/ubers-fatal-accident-tally-shows-low-rates-but-excludes-key-numbers/', 'display_url': 'techcrunch.com/2019/12/05/ube…', 'status': 200, 'unwound_url': 'https://techcrunch.com/2019/12/05/ubers-fatal-accident-tally-shows-low-rates-but-excludes-key-numbers/'}]}",2019-12-06T08:34:43.000Z,50986270,{'place_id': '3ad0f706b3fa62a8'},everyone,,,en,1202868960443564032,"🚑 🚙 97 fatal crashes. 107 total deaths in 2017 &amp; 2018 combined. No data on injuries in non-fatal crashes. 

🚓👩‍⚖️ 2,936 reports of sexual assault in 2017. 3,045 in 2018.

🌱🍸DUI: ever had a driver that you know is impaired by drugs &amp; alcohol? 

https://t.co/mk9neNAAuE","{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",,
25,False,1194466435889655809,Twitter for iPhone,"{'annotations': [{'start': 16, 'end': 30, 'probability': 0.9927, 'type': 'Person', 'normalized_text': 'Bob Nightengale'}], 'urls': [{'start': 140, 'end': 163, 'url': 'https://t.co/bTVfE0SFS3', 'expanded_url': 'https://twitter.com/BNightengale/status/1194461572346761216', 'display_url': 'twitter.com/BNightengale/s…'}]}",2019-11-13T04:06:05.000Z,95752102,{'place_id': '3ad0f706b3fa62a8'},everyone,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '925167260078972928', 'name': 'Gabe Kapler'}}, {'domain': {'id': '93', 'name': 'Coach', 'description': ""A Coach like 'Bill Belichick'""}, 'entity': {'id': '925167260078972928', 'name': 'Gabe Kapler'}}]","[{'type': 'quoted', 'id': '1194461572346761216'}]",en,1194466435889655809,What a shocker! Bob Nightengale defending someone with a checkered past regarding sexual assault. As reliable as the sun rising and setting https://t.co/bTVfE0SFS3,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",,
