,lang,conversation_id,entities,created_at,id,reply_settings,public_metrics,author_id,possibly_sensitive,referenced_tweets,geo,text,source,in_reply_to_user_id,context_annotations,attachments
161,en,1356657734087802880,"{'hashtags': [{'start': 98, 'end': 118, 'tag': 'OromoYellowMovement'}, {'start': 169, 'end': 201, 'tag': 'WeAllArePrisonersHenceTheYellow'}], 'annotations': [{'start': 88, 'end': 95, 'probability': 0.9838, 'type': 'Place', 'normalized_text': 'Ethiopia'}], 'mentions': [{'start': 202, 'end': 211, 'username': 'Haavisto', 'id': '30931835'}, {'start': 212, 'end': 223, 'username': 'SecBlinken', 'id': '1350150750966603777'}, {'start': 225, 'end': 239, 'username': 'JosepBorrellF', 'id': '1003895325025865730'}, {'start': 240, 'end': 253, 'username': 'KamalaHarris', 'id': '30354991'}, {'start': 254, 'end': 262, 'username': 'Reuters', 'id': '1652541'}]}",2021-02-02T17:36:23.000Z,1356657734087802880,everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",1291609277740855297,False,,{'place_id': '60e2c37980197297'},"Murder,unlawful arrest and sexual abuse by security forces has become a common thing in Ethiopia. #OromoYellowMovement demands those behind it to be brought to justice. #WeAllArePrisonersHenceTheYellow @Haavisto @SecBlinken  @JosepBorrellF @KamalaHarris @Reuters",Twitter for iPhone,,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '875006493984149509', 'name': 'Kamala Harris', 'description': 'US Senator Kamala Harris (CA)'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1117818918331011073', 'name': 'Josep Borrell Fontelles'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '875006493984149509', 'name': 'Kamala Harris', 'description': 'US Senator Kamala Harris (CA)'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '1117818918331011073', 'name': 'Josep Borrell Fontelles'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596157181956', 'name': 'Online Site'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10047963346', 'name': 'Reuters', 'description': 'Reuters'}}]",
162,en,1346656683687256072,"{'annotations': [{'start': 11, 'end': 20, 'probability': 0.9985, 'type': 'Person', 'normalized_text': 'Jim Jordan'}, {'start': 124, 'end': 126, 'probability': 0.8094, 'type': 'Organization', 'normalized_text': 'OSU'}], 'urls': [{'start': 128, 'end': 151, 'url': 'https://t.co/XBvUW5dLKs', 'expanded_url': 'https://twitter.com/Jim_Jordan/status/1346519208558002176', 'display_url': 'twitter.com/Jim_Jordan/sta…'}]}",2021-01-06T03:15:47.000Z,1346656683687256072,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",10312952,False,"[{'type': 'quoted', 'id': '1346519208558002176'}]",{'place_id': '8e9665cec9370f0f'},"For years, Jim Jordan has been afraid to discuss his role in facilitating through inaction the sexual abuse of young men at OSU https://t.co/XBvUW5dLKs",Twitter for iPhone,,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '989579035599515648', 'name': 'Jim Jordan', 'description': 'US Representative Jim Jordan (OH-04)'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '989579035599515648', 'name': 'Jim Jordan', 'description': 'US Representative Jim Jordan (OH-04)'}}]",
163,en,1337032565207740420,"{'mentions': [{'start': 0, 'end': 15, 'username': 'TaniaCHumphrey', 'id': '4489881735'}]}",2020-12-10T18:41:19.000Z,1337105127531028485,everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",345490227,False,"[{'type': 'replied_to', 'id': '1337104617772081153'}]",{'place_id': '8e9665cec9370f0f'},"@TaniaCHumphrey In my 40+ years of ministry there was NEVER any training in my ministry on abuse, trauma, PTSD and nothing in sexual abuse until this year. And nearly every church is the same ...next",Twitter for iPhone,345490227,,
164,en,1335006495931510786,"{'mentions': [{'start': 0, 'end': 11, 'username': 'Jim_Jordan', 'id': '18166778'}]}",2020-12-05T17:05:18.000Z,1335269027313315848,everyone,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 6, 'quote_count': 0}",159501564,False,"[{'type': 'replied_to', 'id': '1335006495931510786'}]",{'place_id': '60e2c37980197297'},@Jim_Jordan Hopefully sexual abuse on college campuses. Know anything about that?,Twitter for iPhone,18166778,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '989579035599515648', 'name': 'Jim Jordan', 'description': 'US Representative Jim Jordan (OH-04)'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '989579035599515648', 'name': 'Jim Jordan', 'description': 'US Representative Jim Jordan (OH-04)'}}]",
165,en,1334281111866912772,"{'hashtags': [{'start': 237, 'end': 245, 'tag': 'BabyGod'}], 'annotations': [{'start': 9, 'end': 22, 'probability': 0.9933, 'type': 'Person', 'normalized_text': 'Quincy Fortier'}, {'start': 197, 'end': 199, 'probability': 0.634, 'type': 'Other', 'normalized_text': 'God'}, {'start': 229, 'end': 231, 'probability': 0.6973, 'type': 'Organization', 'normalized_text': 'HBO'}], 'urls': [{'start': 206, 'end': 229, 'url': 'https://t.co/MgHeXz5lTg', 'expanded_url': 'https://www.hbo.com/video/documentaries/baby-god/videos/trailer', 'display_url': 'hbo.com/video/document…'}]}",2020-12-02T23:43:40.000Z,1334282116180434949,everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",916339365810442241,False,"[{'type': 'replied_to', 'id': '1334281590780858370'}]",{'place_id': '8e9665cec9370f0f'},"...about Quincy Fortier's medical practice, as well as his alleged sexual abuse.

Following several of his biological children as they grapple with new information about their origins &amp; ...

""Baby God"" https://t.co/MgHeXz5lTg on HBO #BabyGod",Twitter for Android,916339365810442241,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597105094656', 'name': 'TV/Movies Related'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10037586459', 'name': 'HBO'}}]",
166,en,1320901350864072704,"{'mentions': [{'start': 0, 'end': 11, 'username': 'Jim_Jordan', 'id': '18166778'}]}",2020-10-27T01:33:17.000Z,1320901350864072704,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3021720229,False,,{'place_id': '8e9665cec9370f0f'},@Jim_Jordan I’m not a spineless coward. You want to know what makes a spineless coward? Someone that turns a blind eye to sexual abuse. You are a true piece of shit!,Twitter for iPhone,18166778,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '989579035599515648', 'name': 'Jim Jordan', 'description': 'US Representative Jim Jordan (OH-04)'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '989579035599515648', 'name': 'Jim Jordan', 'description': 'US Representative Jim Jordan (OH-04)'}}]",
167,en,1317629463782371328,"{'urls': [{'start': 115, 'end': 138, 'url': 'https://t.co/Mw52atlqb2', 'expanded_url': 'https://twitter.com/ElisabethIngram/status/1313198099419074561', 'display_url': 'twitter.com/ElisabethIngra…'}]}",2020-10-18T00:51:59.000Z,1317629463782371328,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",345490227,False,"[{'type': 'quoted', 'id': '1313198099419074561'}]",{'place_id': '8e9665cec9370f0f'},The article has tremendous insights into the ramifications of sexual abuse and the battle of the one abused faces. https://t.co/Mw52atlqb2,Twitter for iPhone,,,
168,en,1313942451699159040,,2020-10-08T00:07:58.000Z,1313994508066058240,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 12, 'quote_count': 0}",2270376266,False,"[{'type': 'replied_to', 'id': '1313942451699159040'}]",{'place_id': '8e9665cec9370f0f'},"@sulkywill You're an idiot if you think that these things are worse than cannibalism and murder. I am a survivor of rape in adulthood and childhood sexual abuse by a family member. It's not like I don't know what I'm talking about. Fiction helps people COPE. There's studies, you walnut.",Twitter for Android,1276334872382992384,,
169,en,1311160997470707715,"{'mentions': [{'start': 0, 'end': 9, 'username': 'jkcarnah', 'id': '1443345746506432512'}, {'start': 10, 'end': 21, 'username': 'Jim_Jordan', 'id': '18166778'}]}",2020-09-30T11:50:42.000Z,1311272252873334784,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",898344595645382657,False,"[{'type': 'replied_to', 'id': '1311160997470707715'}]",{'place_id': '8e9665cec9370f0f'},"@jkcarnah @Jim_Jordan What do you like best about him?
That he ignored sexual abuse?

You need to make better life choices.",Twitter for Android,20214593,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '989579035599515648', 'name': 'Jim Jordan', 'description': 'US Representative Jim Jordan (OH-04)'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '989579035599515648', 'name': 'Jim Jordan', 'description': 'US Representative Jim Jordan (OH-04)'}}]",
170,en,1308574224219594758,"{'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/apnhtCKEUT', 'expanded_url': 'https://www.inquirer.com/news/curtis-institute-report-sexual-abuse-lara-st-john-philadelphia-20200922.html', 'display_url': 'inquirer.com/news/curtis-in…'}], 'mentions': [{'start': 47, 'end': 58, 'username': 'StJohnLara', 'id': '1101522390'}]}",2020-09-23T01:09:41.000Z,1308574224219594758,everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",39083754,False,,{'place_id': '60e2c37980197297'},https://t.co/apnhtCKEUT Only took 35 years for @StJohnLara to be believed.,Twitter for iPhone,,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1070731925453598720', 'name': 'Lara St. John', 'description': 'Canadian musician'}}, {'domain': {'id': '54', 'name': 'Musician', 'description': 'A musician in the world, like Adele or Bob Dylan'}, 'entity': {'id': '1070731925453598720', 'name': 'Lara St. John', 'description': 'Canadian musician'}}]",
171,en,1304135025097617409,"{'mentions': [{'start': 0, 'end': 15, 'username': 'kaelamwilliams', 'id': '783756460161282048'}, {'start': 16, 'end': 27, 'username': 'lonnniieee', 'id': '2262320292'}, {'start': 28, 'end': 44, 'username': 'BillTruthfinder', 'id': '1483667844'}, {'start': 45, 'end': 56, 'username': 'SenSanders', 'id': '29442313'}, {'start': 57, 'end': 73, 'username': 'realDonaldTrump', 'id': '25073877'}]}",2020-09-12T20:51:27.000Z,1304885358312726528,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1460512836,False,"[{'type': 'replied_to', 'id': '1304884577803137024'}]",{'place_id': '8e9665cec9370f0f'},@kaelamwilliams @lonnniieee @BillTruthfinder @SenSanders @realDonaldTrump Guessing the trauma of the childhood sexual abuse that almost always accompanies gender identity disorder. 🤔 which do you think Is more likely the cause of their delusions and resulting destructive behavior...,Twitter for iPhone,783756460161282048,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '10037721459', 'name': 'Bernie Sanders', 'description': 'US Senator Bernie Sanders (VT)\n'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '10037721459', 'name': 'Bernie Sanders', 'description': 'US Senator Bernie Sanders (VT)\n'}}]",
172,en,1300620589858795520,,2020-09-01T02:24:47.000Z,1300620589858795520,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",1273720238,False,,{'place_id': '60e2c37980197297'},"A customer randomly dropped some heavy sexual abuse trauma onto me and now I’m in a funk. definitely a trigger for me 😞 not cool, lady.",Twitter for iPhone,,,
173,en,1295361143167496194,"{'mentions': [{'start': 0, 'end': 11, 'username': 'Jim_Jordan', 'id': '18166778'}]}",2020-08-17T20:29:58.000Z,1295457865717682178,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2247812785,False,"[{'type': 'replied_to', 'id': '1295361143167496194'}]",{'place_id': '60e2c37980197297'},@Jim_Jordan Can you ignore the sexual abuse of students in person?,Twitter for Android,18166778,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '989579035599515648', 'name': 'Jim Jordan', 'description': 'US Representative Jim Jordan (OH-04)'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '989579035599515648', 'name': 'Jim Jordan', 'description': 'US Representative Jim Jordan (OH-04)'}}]",
174,en,1291849226700443649,"{'mentions': [{'start': 0, 'end': 13, 'username': 'AntheaButler', 'id': '113038982'}]}",2020-08-07T23:16:53.000Z,1291875992143835136,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",114893873,False,"[{'type': 'replied_to', 'id': '1291849226700443649'}]",{'place_id': '8e9665cec9370f0f'},"@AntheaButler I wouldn’t. This has gone on amongst religious people forever. Crack a book. Same formula. Same with cults. Always sexual abuse. Coincidence? Anyway, there are many books that will fill you in.",Twitter for iPhone,113038982,,
175,en,1285771682003779586,"{'urls': [{'start': 218, 'end': 241, 'url': 'https://t.co/RcBpmsjO8C', 'expanded_url': 'https://twitter.com/bubbaprog/status/1285689632806535168', 'display_url': 'twitter.com/bubbaprog/stat…'}], 'annotations': [{'start': 38, 'end': 44, 'probability': 0.9986, 'type': 'Place', 'normalized_text': 'America'}]}",2020-07-22T03:00:32.000Z,1285771682003779586,everyone,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 7, 'quote_count': 0}",721391472,False,"[{'type': 'quoted', 'id': '1285689632806535168'}]",{'place_id': '8e9665cec9370f0f'},"For context, 1 of every 5 children in America suffer sexual abuse. Imagine how they feel when they hear the president say this. One in five of you who read this, I imagine, will know the feeling personally. I sure do. https://t.co/RcBpmsjO8C",Twitter for iPhone,,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1278685520197898240', 'name': 'Ghislaine Maxwell'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}]",
176,en,1283886214848958466,"{'mentions': [{'start': 0, 'end': 9, 'username': 'adamwren', 'id': '51329062'}], 'annotations': [{'start': 74, 'end': 86, 'probability': 0.9858, 'type': 'Person', 'normalized_text': 'Nancy Ortberg'}, {'start': 89, 'end': 92, 'probability': 0.8581, 'type': 'Person', 'normalized_text': 'John'}, {'start': 130, 'end': 135, 'probability': 0.3923, 'type': 'Person', 'normalized_text': 'Hybels'}]}",2020-07-17T03:19:20.000Z,1283964474307862529,everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 8, 'quote_count': 0}",1325596052,False,"[{'type': 'replied_to', 'id': '1283886214848958466'}]",{'place_id': '8e9665cec9370f0f'},"@adamwren And here’s another important detail of the Ortberg-Hybels saga: Nancy Ortberg, John’s wife, came forward as a victim of Hybels. You would think that after experiencing that pain, you’d do anything to protect others from experiencing sexual abuse. Not so, apparently.",Twitter for iPhone,51329062,,
177,en,1281963807972061184,"{'hashtags': [{'start': 9, 'end': 24, 'tag': 'CatholicChurch'}, {'start': 61, 'end': 73, 'tag': 'coronavirus'}, {'start': 266, 'end': 272, 'tag': 'AMJoy'}]}",2020-07-11T14:49:24.000Z,1281963807972061184,everyone,"{'retweet_count': 32, 'reply_count': 5, 'like_count': 60, 'quote_count': 3}",508006873,False,,{'place_id': '8e9665cec9370f0f'},"WTF? The #CatholicChurch got $1.4 BILLION in taxpayer-backed #coronavirus aid meant to assist SMALL businesses?!?

SPOILER ALERT: The Catholic Church is NOT a small business. Unless you consider the ongoing organized cover up of child sexual abuse a small business. #AMJoy",Twitter for Android,,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '781974596148793345', 'name': 'Business & finance'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '857878891611865089', 'name': 'Small business', 'description': 'Small business'}}]",
178,en,1279618233411264512,"{'annotations': [{'start': 124, 'end': 138, 'probability': 0.9966, 'type': 'Person', 'normalized_text': 'Jeffrey Epstein'}], 'hashtags': [{'start': 17, 'end': 31, 'tag': 'TrumpPredator'}], 'urls': [{'start': 151, 'end': 174, 'url': 'https://t.co/Z0rom5kG4p', 'expanded_url': 'https://twitter.com/21stcenturycrim/status/1279522979039371265', 'display_url': 'twitter.com/21stcenturycri…'}]}",2020-07-05T03:28:55.000Z,1279618233411264512,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",387769772,False,"[{'type': 'quoted', 'id': '1279522979039371265'}]",{'place_id': '8e9665cec9370f0f'},"Standing next to #TrumpPredator, credibly accused of child sexual abuse--child rape--with his good friend and fellow abuser Jeffrey Epstein?  Bizarre. https://t.co/Z0rom5kG4p",Twitter for Android,,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1278686104699285505', 'name': 'Jeffrey Epstein'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596807299072', 'name': 'Apparel/Accessories'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1266423229406605313', 'name': 'Alexander McQueen'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '866713693324574720', 'name': 'Melania Trump', 'description': 'Former US First Lady Melania Trump'}}]",
179,en,1276221459258658817,,2020-06-25T18:31:21.000Z,1276221459258658817,everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 28, 'quote_count': 0}",408112843,False,,{'place_id': '60e2c37980197297'},"my heart is heavy. for all those coming out &amp; telling their stories of sexual &amp; emotional trauma i support you. i too have sexual abuse trauma, but am Not ready to come out with my story. seeing yours both breaks &amp; heals my heart. you are all so strong &amp; i stand with you🥺💛✨",Twitter for iPhone,,,
180,en,1275074503437979649,"{'urls': [{'start': 228, 'end': 251, 'url': 'https://t.co/heaD0rZ5zO', 'expanded_url': 'https://www.instagram.com/p/CBvanF9gVjW/?igshid=63bvy3q1x35q', 'display_url': 'instagram.com/p/CBvanF9gVjW/…'}]}",2020-06-22T14:33:46.000Z,1275074503437979649,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",41371003,False,,"{'place_id': '8e9665cec9370f0f', 'coordinates': {'type': 'Point', 'coordinates': [-93.2645, 44.9774]}}","A serious conversation about the ""night life"" in the Twin Cities and the ramifications of ""false power"", racism, sexual abuse &amp; the affects that drugs &amp; alcohol have on artists &amp; patrons of the ""club scene alike is… https://t.co/heaD0rZ5zO",Instagram,,,
181,en,1260178407477907456,"{'annotations': [{'start': 19, 'end': 21, 'probability': 0.6348, 'type': 'Person', 'normalized_text': 'joe'}, {'start': 187, 'end': 195, 'probability': 0.4864, 'type': 'Person', 'normalized_text': 'Obamagate'}], 'mentions': [{'start': 0, 'end': 14, 'username': 'IngrahamAngle', 'id': '50769180'}]}",2020-05-12T13:55:35.000Z,1260206995669475329,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",760065915039780864,False,"[{'type': 'replied_to', 'id': '1260178407477907456'}]",{'place_id': '8e9665cec9370f0f'},"@IngrahamAngle So, joe, are you trying to divert attention so people stop talking about your sexual abuse of Tara/and other women, touchy/feely of young female girls, what you knew about Obamagate, gaffes, forgetfulness or inability to do the leadership job? Just tell us. I’ll wait.",Twitter for iPhone,50769180,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1053753085489606656', 'name': 'Laura Ingraham', 'description': 'Laura Ingraham'}}, {'domain': {'id': '94', 'name': 'Journalist', 'description': ""A journalist like 'Anderson Cooper'""}, 'entity': {'id': '1053753085489606656', 'name': 'Laura Ingraham', 'description': 'Laura Ingraham'}}]",
182,en,1250498928295862273,"{'mentions': [{'start': 0, 'end': 8, 'username': 'hex_grl', 'id': '1403255833'}]}",2020-04-15T19:07:54.000Z,1250501119618449408,everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",396167841,False,"[{'type': 'replied_to', 'id': '1250500277024718848'}]",{'place_id': '60e2c37980197297'},"@hex_grl THANK YOU. I haven’t really wanted to watch bc i can’t see how abusing wild cats is entertaining in the slightest?? like it seems like it’s supposed to be a “funny” show to ppl when the main topics are murder, sexual abuse and animal abuse?",Twitter for iPhone,1403255833,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '852262932607926273', 'name': 'Pets', 'description': 'Pets'}}]",
183,en,1233244134850297857,"{'urls': [{'start': 288, 'end': 311, 'url': 'https://t.co/42kG70CVtG', 'expanded_url': 'https://twitter.com/introvertgay/status/1233226419167252482', 'display_url': 'twitter.com/introvertgay/s…'}], 'hashtags': [{'start': 215, 'end': 229, 'tag': 'IChooseWarren'}]}",2020-02-28T04:14:48.000Z,1233244134850297857,everyone,"{'retweet_count': 3, 'reply_count': 2, 'like_count': 48, 'quote_count': 1}",721391472,False,"[{'type': 'quoted', 'id': '1233226419167252482'}]",{'place_id': '8e9665cec9370f0f'},"I'm Neil, biracial son of an immigrant,  queer husband, PhD, survivor of childhood sexual abuse. 

I dream big of a world where kindness is normal &amp; cruelty is shamed, where the strong protect the vulnerable. 

#IChooseWarren because she is as strong &amp; as kind as I strive to be. https://t.co/42kG70CVtG",Twitter for iPhone,,,
184,en,1229977411078492160,"{'mentions': [{'start': 0, 'end': 14, 'username': 'DaveAllenShow', 'id': '25288602'}], 'hashtags': [{'start': 57, 'end': 67, 'tag': 'BoyScouts'}]}",2020-02-19T03:54:01.000Z,1229977411078492160,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",212736146,False,,{'place_id': '60e2c37980197297'},@daveallenshow Thanks for having me today to discuss the #BoyScouts bankruptcy and for continuously including coverage of the issue of child sexual abuse on your show.,Twitter for iPhone,25288602,,
185,en,1229771925045612544,"{'mentions': [{'start': 18, 'end': 34, 'username': 'realDonaldTrump', 'id': '25073877'}, {'start': 69, 'end': 79, 'username': 'boyscouts', 'id': '20685982'}], 'hashtags': [{'start': 165, 'end': 175, 'tag': 'BoyScouts'}]}",2020-02-18T14:17:29.000Z,1229771925045612544,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",784914974,False,,{'place_id': '8e9665cec9370f0f'},It’s fitting that @realDonaldTrump would be Honoray President of the @boyscouts when they declare bankruptcy due to the lawsuits which are a result of sexual abuse. #BoyScouts,Twitter for iPhone,,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}]",
186,en,1229644949366374400,"{'annotations': [{'start': 88, 'end': 97, 'probability': 0.503, 'type': 'Organization', 'normalized_text': 'Boy Scouts'}], 'mentions': [{'start': 14, 'end': 23, 'username': '_grantli', 'id': '2189039083'}, {'start': 37, 'end': 45, 'username': 'NBCNews', 'id': '14173315'}]}",2020-02-18T12:53:15.000Z,1229750726206918657,everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 40, 'quote_count': 0}",103913423,False,"[{'type': 'replied_to', 'id': '1229736634976833537'}]",{'place_id': '60e2c37980197297'},@PalutenaNair @_grantli @biggy_brent @NBCNews Girl scouts are doing fine. It's just the Boy Scouts that are going bankrupt because of their practice of turning a blind eye to sexual abuse turning into expensive lawsuits,Twitter for Android,1204995462404509697,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596157181956', 'name': 'Online Site'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597105094656', 'name': 'TV/Movies Related'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1065661450843123712', 'name': 'NBC News', 'description': 'NBC News'}}]",
