,text,geo,id,public_metrics,author_id,conversation_id,lang,possibly_sensitive,source,created_at,reply_settings,entities,attachments,context_annotations,referenced_tweets,in_reply_to_user_id
70,So you can rape women and then pay them to avoid jail?!? #HarveyWeinstein,{'place_id': 'f3f3e88ab848b86b'},1204877171518574592,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",27872378,1204877171518574592,en,False,Twitter for iPhone,2019-12-11T21:34:37.000Z,everyone,"{'hashtags': [{'start': 57, 'end': 73, 'tag': 'HarveyWeinstein'}]}",,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '918478218499207168', 'name': 'Harvey Weinstein', 'description': 'Harvey Weinstein'}}]",,
71,"TW:

...Anyone who jokes about school shooting survivors and attempted rape (of a corpse no less and yes sodomizing a corpse is a thing) should be someone you steer clear of. Just saying... https://t.co/8abxt69t6t",{'place_id': 'e4c17912c815124d'},1196672364643278848,"{'retweet_count': 8, 'reply_count': 0, 'like_count': 14, 'quote_count': 1}",316039787,1196672364643278848,en,False,Twitter for iPhone,2019-11-19T06:11:39.000Z,everyone,"{'urls': [{'start': 190, 'end': 213, 'url': 'https://t.co/8abxt69t6t', 'expanded_url': 'https://twitter.com/Rmar_Murray/status/1196469095312568321', 'display_url': 'twitter.com/Rmar_Murray/st…'}]}",,,,
72,"TW: 

Pyramid of Rape Culture, see the progression of power and control being stripped from victims https://t.co/TMOsdyeYPS",{'place_id': '69d9a5e713c9cba5'},1194283565745418242,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",316039787,1194283565745418242,en,False,Twitter for iPhone,2019-11-12T15:59:25.000Z,everyone,"{'urls': [{'start': 100, 'end': 123, 'url': 'https://t.co/TMOsdyeYPS', 'expanded_url': 'https://twitter.com/imisikiyoko/status/1194283565745418242/photo/1', 'display_url': 'pic.twitter.com/TMOsdyeYPS'}]}",{'media_keys': ['3_1194283554135560192']},,,
73,And if you disagree you need to have a long look in the mirror because *you*—like T.I.—are reinforcing rape culture. https://t.co/9Wqgdhk17M,{'place_id': 'f3f3e88ab848b86b'},1192525833296121856,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",99846268,1192525833296121856,en,False,Twitter for iPhone,2019-11-07T19:34:49.000Z,everyone,"{'annotations': [{'start': 82, 'end': 85, 'probability': 0.8868, 'type': 'Person', 'normalized_text': 'T.I.'}], 'urls': [{'start': 117, 'end': 140, 'url': 'https://t.co/9Wqgdhk17M', 'expanded_url': 'https://twitter.com/easylivingdej/status/1192525178678501376', 'display_url': 'twitter.com/easylivingdej/…'}]}",,,"[{'type': 'quoted', 'id': '1192525178678501376'}]",
74,Rape dat pussy https://t.co/bvqcheH335,{'place_id': '5bd562dbf4cc852d'},1189206608657747969,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1074669341180870656,1189206608657747969,en,False,Twitter for iPhone,2019-10-29T15:45:24.000Z,everyone,"{'urls': [{'start': 15, 'end': 38, 'url': 'https://t.co/bvqcheH335', 'expanded_url': 'https://twitter.com/1999young_dl/status/1182813452328488960', 'display_url': 'twitter.com/1999young_dl/s…'}]}",,,,
75,"Agree with Kamala Harris,  what kind of fools celebrate the hypocritical acts of an international Criminal in Chief.Some Black Uncle Tom's,so called leaders, are this disrespecting all people of color, particularly the child kidnapping and his rape victims https://t.co/bV4QpD69RN",{'place_id': 'bf9b9d49defeea89'},1188214098326118402,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",45491204,1188214098326118402,en,False,Twitter for Android,2019-10-26T22:01:31.000Z,everyone,"{'annotations': [{'start': 11, 'end': 23, 'probability': 0.9716, 'type': 'Person', 'normalized_text': 'Kamala Harris'}, {'start': 127, 'end': 135, 'probability': 0.4499, 'type': 'Person', 'normalized_text': 'Uncle Tom'}], 'urls': [{'start': 257, 'end': 280, 'url': 'https://t.co/bV4QpD69RN', 'expanded_url': 'https://www.wric.com/washington-dc/president-trump-celebrated-for-work-on-criminal-justice-reform/amp/?__twitter_impression=true', 'display_url': 'wric.com/washington-dc/…'}]}",,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '875006493984149509', 'name': 'Kamala Harris', 'description': 'US Senator Kamala Harris (CA)'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '875006493984149509', 'name': 'Kamala Harris', 'description': 'US Senator Kamala Harris (CA)'}}]",,
76,"Agree with Kamala Harris,  what kind of fools celebrate the hypocritical acts of an international Criminal in Chief.Some Black Uncle Tom's,so called leaders, are this disrespecting all people of color, particularly the child kidnapping and his rape victims https://t.co/bV4QpCOytd",{'place_id': 'bf9b9d49defeea89'},1188214055174950912,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",45491204,1188214055174950912,en,False,Twitter for Android,2019-10-26T22:01:21.000Z,everyone,"{'annotations': [{'start': 11, 'end': 23, 'probability': 0.9716, 'type': 'Person', 'normalized_text': 'Kamala Harris'}, {'start': 127, 'end': 135, 'probability': 0.4499, 'type': 'Person', 'normalized_text': 'Uncle Tom'}], 'urls': [{'start': 257, 'end': 280, 'url': 'https://t.co/bV4QpCOytd', 'expanded_url': 'https://www.wric.com/washington-dc/president-trump-celebrated-for-work-on-criminal-justice-reform/amp/?__twitter_impression=true', 'display_url': 'wric.com/washington-dc/…'}]}",,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '875006493984149509', 'name': 'Kamala Harris', 'description': 'US Senator Kamala Harris (CA)'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '875006493984149509', 'name': 'Kamala Harris', 'description': 'US Senator Kamala Harris (CA)'}}]",,
77,@DeonJamorie Rape? Like no stop get off me ?,{'place_id': '5bd562dbf4cc852d'},1182529660296581120,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",1074669341180870656,1182453538661785602,en,False,Twitter for iPhone,2019-10-11T05:33:36.000Z,everyone,"{'mentions': [{'start': 0, 'end': 12, 'username': 'DeonJamorie', 'id': '1055409167698145280'}]}",,,"[{'type': 'replied_to', 'id': '1182502056885665793'}]",1055409167698145280
78,“So you just gonna rape me in front of my child?” https://t.co/a2zG6Cs8Em,{'place_id': '062402b4c803a13b'},1182068684648566785,"{'retweet_count': 0, 'reply_count': 4, 'like_count': 5, 'quote_count': 0}",159639540,1182068684648566785,en,False,Twitter for iPhone,2019-10-09T23:01:50.000Z,everyone,"{'urls': [{'start': 50, 'end': 73, 'url': 'https://t.co/a2zG6Cs8Em', 'expanded_url': 'https://twitter.com/msricardorude/status/1181767209326174209', 'display_url': 'twitter.com/msricardorude/…'}]}",,,,
79,"@EmilyVanDuyne Hey! I feel a lil confused, but I must be missing something. What are you seeing as their use of rape as clickbait?",{'place_id': 'e4c17912c815124d'},1180583569711747074,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",270207682,1180451917509660673,en,False,Twitter for iPhone,2019-10-05T20:40:31.000Z,everyone,"{'mentions': [{'start': 0, 'end': 14, 'username': 'EmilyVanDuyne', 'id': '1403363760'}]}",,,"[{'type': 'replied_to', 'id': '1180451917509660673'}]",1403363760
80,"""you just going to rape me in front of my (dead) son""",{'place_id': 'bf9b9d49defeea89'},1179981348213272576,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1129462884377989120,1179981348213272576,en,False,Twitter for Android,2019-10-04T04:47:31.000Z,everyone,,,,,
81,Malcolm said something like the white man can come in your house rape your wife murder kids and u will forgive them but if a brother steps on your shoe you're ready to get in a gun fight https://t.co/rAvpycjDin,{'place_id': '69d9a5e713c9cba5'},1179526281093959680,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",83785836,1179526281093959680,en,False,Twitter for Android,2019-10-02T22:39:14.000Z,everyone,"{'annotations': [{'start': 0, 'end': 6, 'probability': 0.9831, 'type': 'Person', 'normalized_text': 'Malcolm'}], 'urls': [{'start': 187, 'end': 210, 'url': 'https://t.co/rAvpycjDin', 'expanded_url': 'https://twitter.com/BobbyAllyn/status/1179510812664307713', 'display_url': 'twitter.com/BobbyAllyn/sta…'}]}",,,"[{'type': 'quoted', 'id': '1179510812664307713'}]",
82,@umd.sga launches a new #sexualeducation program called #reclaimthered. Story tonight on #CTVNews @pgctvnews #umd #metoo #sexualassault #sexassault #rape https://t.co/lkfyAVtjzn,{'place_id': '0fc2eaa8cbd46000'},1179443949678841856,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",2636194672,1179443949678841856,en,False,Twitter for Android,2019-10-02T17:12:05.000Z,everyone,"{'urls': [{'start': 154, 'end': 177, 'url': 'https://t.co/lkfyAVtjzn', 'expanded_url': 'https://twitter.com/villone_reports/status/1179443949678841856/video/1', 'display_url': 'pic.twitter.com/lkfyAVtjzn'}], 'hashtags': [{'start': 24, 'end': 40, 'tag': 'sexualeducation'}, {'start': 56, 'end': 70, 'tag': 'reclaimthered'}, {'start': 89, 'end': 97, 'tag': 'CTVNews'}, {'start': 109, 'end': 113, 'tag': 'umd'}, {'start': 114, 'end': 120, 'tag': 'metoo'}, {'start': 121, 'end': 135, 'tag': 'sexualassault'}, {'start': 136, 'end': 147, 'tag': 'sexassault'}, {'start': 148, 'end': 153, 'tag': 'rape'}], 'mentions': [{'start': 0, 'end': 4, 'username': 'UMD', 'id': '14794415'}]}",{'media_keys': ['7_1179443797081690113']},,,14794415
83,@umd.sga launches a new #sexualeducation program called #reclaimthered. Story tonight on #CTVNews @pgctvnews #umd #metoo #sexualassault #sexassault #rape https://t.co/CSIJLuto2i,{'place_id': '0fc2eaa8cbd46000'},1179443354997809152,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",163927728,1179443354997809152,en,False,Twitter for Android,2019-10-02T17:09:43.000Z,everyone,"{'urls': [{'start': 154, 'end': 177, 'url': 'https://t.co/CSIJLuto2i', 'expanded_url': 'https://twitter.com/PGCTV/status/1179443354997809152/video/1', 'display_url': 'pic.twitter.com/CSIJLuto2i'}], 'hashtags': [{'start': 24, 'end': 40, 'tag': 'sexualeducation'}, {'start': 56, 'end': 70, 'tag': 'reclaimthered'}, {'start': 89, 'end': 97, 'tag': 'CTVNews'}, {'start': 109, 'end': 113, 'tag': 'umd'}, {'start': 114, 'end': 120, 'tag': 'metoo'}, {'start': 121, 'end': 135, 'tag': 'sexualassault'}, {'start': 136, 'end': 147, 'tag': 'sexassault'}, {'start': 148, 'end': 153, 'tag': 'rape'}], 'mentions': [{'start': 0, 'end': 4, 'username': 'UMD', 'id': '14794415'}]}",{'media_keys': ['7_1179443235321765897']},,,14794415
84,There are most certainly predators on Howard’s campus not just DC natives and some of your classmates certainly are from the area...the issue is rape culture...the issue is beyond just where someone is from https://t.co/g5SfW4mVUC,{'place_id': 'bf9b9d49defeea89'},1177067937393520640,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}",176289390,1177067937393520640,en,False,Twitter for iPhone,2019-09-26T03:50:39.000Z,everyone,"{'annotations': [{'start': 38, 'end': 43, 'probability': 0.4021, 'type': 'Person', 'normalized_text': 'Howard'}, {'start': 63, 'end': 64, 'probability': 0.5457, 'type': 'Place', 'normalized_text': 'DC'}], 'urls': [{'start': 207, 'end': 230, 'url': 'https://t.co/g5SfW4mVUC', 'expanded_url': 'https://twitter.com/javrrivera/status/1176660314022195201', 'display_url': 'twitter.com/javrrivera/sta…'}]}",,,"[{'type': 'quoted', 'id': '1176660314022195201'}]",
85,Someones clothing choice does NOT justify rape,{'place_id': 'bf9b9d49defeea89'},1175951183065882624,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",257106967,1175951183065882624,en,False,Twitter for iPhone,2019-09-23T01:53:04.000Z,everyone,,,,,
86,Someones clothing choice does NOT justify rape,{'place_id': 'f3f3e88ab848b86b'},1175823418744344578,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",427965553,1175823418744344578,en,False,Twitter for iPhone,2019-09-22T17:25:23.000Z,everyone,,,,,
87,“You promote rape”,{'place_id': 'e4c17912c815124d'},1174006070316019721,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",973334211825455104,1174001883914080263,en,False,Twitter for iPhone,2019-09-17T17:03:53.000Z,everyone,,,,"[{'type': 'replied_to', 'id': '1174002462111543301'}]",973334211825455104
88,@OgaMaestro Somethings are not meant to have sarcastic undertones... Rape is one of them.... Just way too deep and serious...,{'place_id': '6b5fb164e9ed4a9b'},1168976707556126721,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",65787702,1168948972796436482,en,False,Twitter for Android,2019-09-03T19:59:00.000Z,everyone,"{'mentions': [{'start': 0, 'end': 11, 'username': 'Ogamaestro', 'id': '982400722754031616'}]}",,,"[{'type': 'replied_to', 'id': '1168948972796436482'}]",982400722754031616
89,"It would make me puke to be in the presence of a Criminal Pedophile Rapist who settled ten cases of CHILD RAPE out of court to the tune of $30 million, brutally raped a thirteen year old with EPSTEIN. Poisonous indeed!!!! https://t.co/pIbTzUcmcS",{'place_id': 'bf9b9d49defeea89'},1165047013483909120,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",45491204,1165047013483909120,en,False,Twitter for Android,2019-08-23T23:43:48.000Z,everyone,"{'annotations': [{'start': 192, 'end': 198, 'probability': 0.7517, 'type': 'Person', 'normalized_text': 'EPSTEIN'}], 'urls': [{'start': 222, 'end': 245, 'url': 'https://t.co/pIbTzUcmcS', 'expanded_url': 'https://twitter.com/GeraldoRivera/status/1164883097353109509', 'display_url': 'twitter.com/GeraldoRivera/…'}]}",,"[{'domain': {'id': '6', 'name': 'Sports Event'}, 'entity': {'id': '1103026158382141440', 'name': 'Tokyo 2020 Summer Olympics', 'description': 'Tokyo 2020 Summer Olympics '}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}]","[{'type': 'quoted', 'id': '1164883097353109509'}]",
90,"@CNN @MSNBC You're so outnumbered, your leaders are willing to use RAPE and INCEST  to forcibly breed more of you. Why are your men so angry? We are not your enemies. We are NOT THE ONES WHO are destroying your lives. Are y'all giving them enough Sex? To many abortions?WAKE UP https://t.co/SRAk08dqKu",{'place_id': 'bf9b9d49defeea89'},1164205951165116416,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",45491204,1164205951165116416,en,False,Twitter for Android,2019-08-21T16:01:43.000Z,everyone,"{'mentions': [{'start': 0, 'end': 4, 'username': 'CNN', 'id': '759251'}, {'start': 5, 'end': 11, 'username': 'MSNBC', 'id': '2836421'}], 'urls': [{'start': 278, 'end': 301, 'url': 'https://t.co/SRAk08dqKu', 'expanded_url': 'https://twitter.com/cindylclark1/status/1164155919833403398', 'display_url': 'twitter.com/cindylclark1/s…'}]}",,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1011963575089262593', 'name': 'Alexandria Ocasio-Cortez', 'description': 'US Representative from New York Alexandria Ocasio-Cortez'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1027163464077213696', 'name': 'Rashida Tlaib', 'description': 'Rashida Tlaib, member of the US Congress'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1037433370324561920', 'name': 'Ayanna Pressley', 'description': 'Candidate for Representative from Massachusetts, Ayanna Pressley'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1038189347558682624', 'name': 'Ilhan Omar', 'description': 'US Representative from Minnesota, Ilhan Omar (MN-5)'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '1011963575089262593', 'name': 'Alexandria Ocasio-Cortez', 'description': 'US Representative from New York Alexandria Ocasio-Cortez'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '1027163464077213696', 'name': 'Rashida Tlaib', 'description': 'Rashida Tlaib, member of the US Congress'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '1037433370324561920', 'name': 'Ayanna Pressley', 'description': 'Candidate for Representative from Massachusetts, Ayanna Pressley'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '1038189347558682624', 'name': 'Ilhan Omar', 'description': 'US Representative from Minnesota, Ilhan Omar (MN-5)'}}, {'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596157181956', 'name': 'Online Site'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597105094656', 'name': 'TV/Movies Related'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1137022824931921920', 'name': 'MSNBC'}}, {'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597105094656', 'name': 'TV/Movies Related'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",,759251
91,"@CNN @MSNBC IT IS UNKIND AND A GREAT SIN BEFORE GOD TO PUT THIS CRIMINAL PEDOPHILE RAPIST ON TELEVISION IN THE FACES OF THE WORLDS CHILDREN AND RAPE VICTIMS, PRESENTING THIS MONSTER AS A VIABLE CANDIDATE, IT IS CRUEL AND YOU NEED TO STOP THIS PSYCHO GAME https://t.co/ZiWjEL8uTo",{'place_id': '69d9a5e713c9cba5'},1162874411814465536,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",45491204,1162874411814465536,en,False,Twitter for Android,2019-08-17T23:50:39.000Z,everyone,"{'mentions': [{'start': 0, 'end': 4, 'username': 'CNN', 'id': '759251'}, {'start': 5, 'end': 11, 'username': 'MSNBC', 'id': '2836421'}], 'annotations': [{'start': 48, 'end': 50, 'probability': 0.8348, 'type': 'Other', 'normalized_text': 'GOD'}], 'urls': [{'start': 255, 'end': 278, 'url': 'https://t.co/ZiWjEL8uTo', 'expanded_url': 'https://legalschnauzer.blogspot.com/2019/01/donald-trump-has-paid-about-30-million.html?m=1', 'display_url': 'legalschnauzer.blogspot.com/2019/01/donald…'}]}",,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596157181956', 'name': 'Online Site'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597105094656', 'name': 'TV/Movies Related'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1137022824931921920', 'name': 'MSNBC'}}, {'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597105094656', 'name': 'TV/Movies Related'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",,759251
92,"Some of these White man must be grossing their White women out, I thought that was why they are fighting abortion and hard bc no one wants to make babies with them. These men think it's Good to populate the Earth through INCEST and RAPE, SO MENTALLY I'LL https://t.co/wojTYQJHIm",{'place_id': 'bf9b9d49defeea89'},1161743957052796929,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",45491204,1161743957052796929,en,False,Twitter for Android,2019-08-14T20:58:38.000Z,everyone,"{'urls': [{'start': 255, 'end': 278, 'url': 'https://t.co/wojTYQJHIm', 'expanded_url': 'https://twitter.com/Bencjacobs/status/1161682511828852736', 'display_url': 'twitter.com/Bencjacobs/sta…'}]}",,,"[{'type': 'quoted', 'id': '1161682511828852736'}]",
93,"@Invisibae Access, excess, myopia, perceived superiority to the rest of the world, racist political and legal system, desensitization to violence and bigotry, rape culture, etc.",{'place_id': 'bf9b9d49defeea89'},1160327772025307138,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",3323199543,1160319868052410369,en,False,Twitter for iPhone,2019-08-10T23:11:13.000Z,everyone,"{'mentions': [{'start': 0, 'end': 10, 'username': 'Invisibae', 'id': '18227633'}]}",,,"[{'type': 'replied_to', 'id': '1160325658754670598'}]",18227633
94,@reiofsunshyne That tweet blew me like fr. Rape is a serious issue. If you delay and don’t report it but quick to turn to Twitter for laughs and giggles. I just can’t take you serious. It’s just me. I’m not discrediting it happened. I’m just disappointed you think Twitter is the proper outlet.,{'place_id': '062402b4c803a13b'},1157661100919402497,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2736233763,1157633675976216576,en,False,Twitter for iPhone,2019-08-03T14:34:49.000Z,everyone,"{'annotations': [{'start': 122, 'end': 128, 'probability': 0.7388, 'type': 'Product', 'normalized_text': 'Twitter'}, {'start': 265, 'end': 271, 'probability': 0.624, 'type': 'Product', 'normalized_text': 'Twitter'}], 'mentions': [{'start': 0, 'end': 14, 'username': 'reiofsunshyne', 'id': '87948329'}]}",,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10045225402', 'name': 'Twitter'}}]","[{'type': 'replied_to', 'id': '1157643920525996032'}]",87948329
95,"The Criminal Rapist is free to Rape again, no matter what y the evidence, he doesn't get indicted or even an Impeachment inquiry while he is throwing everybody in cagesfor nothing, including children https://t.co/bK5vech1yZ",{'place_id': 'bf9b9d49defeea89'},1152286555320532992,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",45491204,1152286555320532992,en,False,Twitter for Android,2019-07-19T18:38:17.000Z,everyone,"{'urls': [{'start': 200, 'end': 223, 'url': 'https://t.co/bK5vech1yZ', 'expanded_url': 'https://twitter.com/nowthisnews/status/1151982729912705024', 'display_url': 'twitter.com/nowthisnews/st…'}]}",,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '918492566277955584', 'name': 'Kirstjen Nielsen', 'description': 'Secretary of Homeland Security\nKirstjen Nielsen'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1011963575089262593', 'name': 'Alexandria Ocasio-Cortez', 'description': 'US Representative from New York Alexandria Ocasio-Cortez'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '918492566277955584', 'name': 'Kirstjen Nielsen', 'description': 'Secretary of Homeland Security\nKirstjen Nielsen'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '1011963575089262593', 'name': 'Alexandria Ocasio-Cortez', 'description': 'US Representative from New York Alexandria Ocasio-Cortez'}}]","[{'type': 'quoted', 'id': '1151982729912705024'}]",
96,And Rape of young teens https://t.co/EfIJqOOa6G,{'place_id': 'f3f3e88ab848b86b'},1151998927106797569,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",45491204,1151998927106797569,en,False,Twitter for Android,2019-07-18T23:35:21.000Z,everyone,"{'urls': [{'start': 24, 'end': 47, 'url': 'https://t.co/EfIJqOOa6G', 'expanded_url': 'https://twitter.com/dweezycpt/status/1151903754284761088', 'display_url': 'twitter.com/dweezycpt/stat…'}]}",,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1011963575089262593', 'name': 'Alexandria Ocasio-Cortez', 'description': 'US Representative from New York Alexandria Ocasio-Cortez'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '1011963575089262593', 'name': 'Alexandria Ocasio-Cortez', 'description': 'US Representative from New York Alexandria Ocasio-Cortez'}}]","[{'type': 'quoted', 'id': '1151903754284761088'}]",
97,"The Criminal Rapist must not be allowed to run for ANY office, this should be a no brainer, Pelosi emboldening some very Evil behavior by allowing this charade to continue. IMPEACH/INDICT NOW https://t.co/jOJaB0b7X1",{'place_id': 'bf9b9d49defeea89'},1147517440806543360,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",45491204,1147517440806543360,en,False,Twitter for Android,2019-07-06T14:47:32.000Z,everyone,"{'annotations': [{'start': 92, 'end': 97, 'probability': 0.9372, 'type': 'Person', 'normalized_text': 'Pelosi'}], 'urls': [{'start': 192, 'end': 215, 'url': 'https://t.co/jOJaB0b7X1', 'expanded_url': 'https://www.snopes.com/news/2016/06/23/donald-trump-rape-lawsuit/', 'display_url': 'snopes.com/news/2016/06/2…'}]}",,,,
98,MSM wants to keep giving this PEDOPHILE RAPIST airtime/coverage?It is INSANE for Pelosi to force the citizens to participate in judging a Psycho criminal for President/handing the Pedophile Monster the opportunity to run for office again.IMPEACH/INDICT NOW https://t.co/jOJaB0b7X1,{'place_id': '69d9a5e713c9cba5'},1147515797302104067,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",45491204,1147515797302104067,en,False,Twitter for Android,2019-07-06T14:41:00.000Z,everyone,"{'annotations': [{'start': 0, 'end': 2, 'probability': 0.6768, 'type': 'Organization', 'normalized_text': 'MSM'}, {'start': 81, 'end': 86, 'probability': 0.8819, 'type': 'Person', 'normalized_text': 'Pelosi'}], 'urls': [{'start': 257, 'end': 280, 'url': 'https://t.co/jOJaB0b7X1', 'expanded_url': 'https://www.snopes.com/news/2016/06/23/donald-trump-rape-lawsuit/', 'display_url': 'snopes.com/news/2016/06/2…'}]}",,,,
