,text,geo,id,public_metrics,author_id,conversation_id,lang,possibly_sensitive,source,created_at,reply_settings,entities,attachments,context_annotations,referenced_tweets,in_reply_to_user_id
0,"Im not gonna lie, observing kink/bdsm play put into perspective that some of the experiences i had were wrong and were probably sexual assault. 

The emphasis on consent is EVERYWHERE and enforced.",{'place_id': 'bf9b9d49defeea89'},1456599619920662528,"{'retweet_count': 1, 'reply_count': 4, 'like_count': 4, 'quote_count': 1}",91183410,1456599619920662528,en,False,Twitter for iPhone,2021-11-05T12:29:46.000Z,everyone,,,,,
1,Pictures from SGA's Reclaim the Red sexual assault prevention rally. I gave a speech. https://t.co/OQAAYz350X,{'place_id': 'e4c17912c815124d'},1447561770638454785,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1175148097015562240,1447561770638454785,en,False,Twitter for Android,2021-10-11T13:56:35.000Z,everyone,"{'annotations': [{'start': 14, 'end': 16, 'probability': 0.4759, 'type': 'Organization', 'normalized_text': 'SGA'}], 'urls': [{'start': 86, 'end': 109, 'url': 'https://t.co/OQAAYz350X', 'expanded_url': 'https://twitter.com/nmarks171/status/1447561770638454785/photo/1', 'display_url': 'pic.twitter.com/OQAAYz350X'}, {'start': 86, 'end': 109, 'url': 'https://t.co/OQAAYz350X', 'expanded_url': 'https://twitter.com/nmarks171/status/1447561770638454785/photo/1', 'display_url': 'pic.twitter.com/OQAAYz350X'}]}","{'media_keys': ['3_1447561760114884613', '3_1447561765903024134']}",,,
2,"absolutely disgusting way to refer to someone who was a sexual assault victim. product aside, you should never refer to anyone victim to heinous sexual offenses as a “slave thang” https://t.co/2icomoC5Tx",{'place_id': 'bf9b9d49defeea89'},1417689379217227776,"{'retweet_count': 24, 'reply_count': 1, 'like_count': 240, 'quote_count': 1}",232023726,1417689379217227776,en,False,Twitter for iPhone,2021-07-21T03:34:22.000Z,everyone,"{'urls': [{'start': 180, 'end': 203, 'url': 'https://t.co/2icomoC5Tx', 'expanded_url': 'https://twitter.com/_heymynameisNAY/status/1417687219419205637', 'display_url': 'twitter.com/_heymynameisNA…'}]}",,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '886958830285750273', 'name': 'R. Kelly', 'description': 'R. Kelly'}}, {'domain': {'id': '54', 'name': 'Musician', 'description': 'A musician in the world, like Adele or Bob Dylan'}, 'entity': {'id': '886958830285750273', 'name': 'R. Kelly', 'description': 'R. Kelly'}}]",,
3,"Racists wyts showing their true “colors” per usual, with the recent news of Bill Cosby. I DON’T condone any type of sexual assault but if Bill Cosby was wyt, they wouldn’t be so up and arms about his release. And they wouldn’t be so hell bent on trying to tarnish his existence🤷🏾‍♂️",{'place_id': '3ebbdd99701b0c90'},1410290503980044288,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",282650227,1410290503980044288,en,False,Twitter for iPhone,2021-06-30T17:33:52.000Z,everyone,"{'annotations': [{'start': 76, 'end': 85, 'probability': 0.9852, 'type': 'Person', 'normalized_text': 'Bill Cosby'}, {'start': 138, 'end': 147, 'probability': 0.9953, 'type': 'Person', 'normalized_text': 'Bill Cosby'}]}",,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '875431835731243009', 'name': 'Bill Cosby', 'description': 'Bill Cosby'}}, {'domain': {'id': '58', 'name': 'Entertainment Personality', 'description': 'An entertainment personality in the world, like Anderson Cooper or Miranda Sings'}, 'entity': {'id': '875431835731243009', 'name': 'Bill Cosby', 'description': 'Bill Cosby'}}]",,
4,sexual assault will really be something you completely burrow in your brain and forget happen and then you laugh it off when people mention it or pretend it didn’t exist,{'place_id': 'bf9b9d49defeea89'},1378415822926970891,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}",232023726,1378415822926970891,en,False,Twitter for iPhone,2021-04-03T18:35:16.000Z,everyone,,,,,
5,it’ll never be a good consensus on here about sexual assault. y’all still defend your right to listen to r kelly. idk why y’all even try to reason or chat with these people,{'place_id': 'bf9b9d49defeea89'},1374461560710516746,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",232023726,1374461560710516746,en,False,Twitter for iPhone,2021-03-23T20:42:26.000Z,everyone,"{'annotations': [{'start': 107, 'end': 111, 'probability': 0.7053, 'type': 'Person', 'normalized_text': 'kelly'}]}",,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '886958830285750273', 'name': 'R. Kelly', 'description': 'R. Kelly'}}, {'domain': {'id': '54', 'name': 'Musician', 'description': 'A musician in the world, like Adele or Bob Dylan'}, 'entity': {'id': '886958830285750273', 'name': 'R. Kelly', 'description': 'R. Kelly'}}]",,
6,@CeeNCrumpets https://t.co/cShicAouJG,{'place_id': 'bf9b9d49defeea89'},1373242805590626304,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 1}",91183410,1373242370758746114,und,False,Twitter for iPhone,2021-03-20T11:59:33.000Z,everyone,"{'urls': [{'start': 14, 'end': 37, 'url': 'https://t.co/cShicAouJG', 'expanded_url': 'https://www.google.com/amp/s/amp.usatoday.com/amp/3305071001', 'display_url': 'google.com/amp/s/amp.usat…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1445075299574718471/1jEAxxXV?format=jpg&name=orig', 'width': 1600, 'height': 800}, {'url': 'https://pbs.twimg.com/news_img/1445075299574718471/1jEAxxXV?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Migos rapper Takeoff accused of sexual assault at June house party in L.A. civil lawsuit', 'description': 'Takeoff, a rapper with the hip-hop group Migos, has been accused of rape at a June party according to a civil lawsuit filed in L.A. Superior Court.', 'unwound_url': 'https://www.usatoday.com/story/entertainment/music/2020/08/05/migos-rapper-takeoff-accused-sexual-assault-l-a-party-june/3305071001/'}], 'mentions': [{'start': 0, 'end': 13, 'username': 'CeeNCrumpets', 'id': '18468942'}]}",,,"[{'type': 'replied_to', 'id': '1373242370758746114'}]",18468942
7,"@EstherUmoh10 Sexual assault 🥲😂, a freaking bad behavior.",{'place_id': 'bf9b9d49defeea89'},1370021552876642305,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",273133913,1370011409506000900,en,False,Twitter for iPad,2021-03-11T14:39:26.000Z,everyone,"{'mentions': [{'start': 0, 'end': 13, 'username': 'EstherUmoh10', 'id': '1139148140555190273'}]}",,,"[{'type': 'replied_to', 'id': '1370011409506000900'}]",1139148140555190273
8,"@BruceCHarryII1 @TJ_Paperstacks It's definitely sexual assault. They consented for the internet to see the video as is. Once you start altering the filter to see her naked body, it's sexual assault",{'place_id': 'bf9b9d49defeea89'},1355969352823173121,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",294171991,1355944699278848001,en,False,Twitter for Android,2021-01-31T20:01:01.000Z,everyone,"{'mentions': [{'start': 0, 'end': 15, 'username': 'BruceCHarryII1', 'id': '883721506584494080'}, {'start': 16, 'end': 31, 'username': 'TJ_Paperstacks', 'id': '44791581'}]}",,,"[{'type': 'replied_to', 'id': '1355959114455777297'}]",883721506584494080
9,"@Jim_Jordan Shouldn't you be ignoring sexual assault somewhere.

Please STFU

Thank you!",{'place_id': '69d9a5e713c9cba5'},1328440302902927361,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",25461236,1328430564362358784,en,False,Twitter for Android,2020-11-16T20:50:24.000Z,everyone,"{'mentions': [{'start': 0, 'end': 11, 'username': 'Jim_Jordan', 'id': '18166778'}]}",,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '989579035599515648', 'name': 'Jim Jordan', 'description': 'US Representative Jim Jordan (OH-04)'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '989579035599515648', 'name': 'Jim Jordan', 'description': 'US Representative Jim Jordan (OH-04)'}}]","[{'type': 'replied_to', 'id': '1328430564362358784'}]",18166778
10,@Jim_Jordan Aren't you supposed to be ignoring sexual assault somewhere???,{'place_id': '69d9a5e713c9cba5'},1327685853800435712,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",25461236,1327683752890413060,en,False,Twitter for Android,2020-11-14T18:52:29.000Z,everyone,"{'mentions': [{'start': 0, 'end': 11, 'username': 'Jim_Jordan', 'id': '18166778'}]}",,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '989579035599515648', 'name': 'Jim Jordan', 'description': 'US Representative Jim Jordan (OH-04)'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '989579035599515648', 'name': 'Jim Jordan', 'description': 'US Representative Jim Jordan (OH-04)'}}]","[{'type': 'replied_to', 'id': '1327683752890413060'}]",18166778
11,sexual assault is not okay.,{'place_id': 'f3f3e88ab848b86b'},1326769501459845121,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",433024988,1326769501459845121,en,False,Twitter for iPhone,2020-11-12T06:11:13.000Z,everyone,,,,,
12,"@Noammef @blakeflayton @juliajasseyy Biden lead the passage of TARP, auto bailout &amp; the rescue of our economy, was 1st in the Obama admin to support gay marriage and LGBTQ+ rights &amp; lead a national effort against sexual assault. Pete kicked black and brown people out of their homes and gentrified their neighborhoods",{'place_id': 'e4c17912c815124d'},1314467616057176065,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",741144121,1314456178844291072,en,False,Twitter for iPhone,2020-10-09T07:27:55.000Z,everyone,"{'annotations': [{'start': 37, 'end': 41, 'probability': 0.9937, 'type': 'Person', 'normalized_text': 'Biden'}, {'start': 126, 'end': 130, 'probability': 0.9615, 'type': 'Person', 'normalized_text': 'Obama'}, {'start': 229, 'end': 232, 'probability': 0.8031, 'type': 'Person', 'normalized_text': 'Pete'}], 'mentions': [{'start': 9, 'end': 22, 'username': 'blakeflayton', 'id': '1194285202375368708'}]}",,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '10038764303', 'name': 'Barack Obama', 'description': 'Former US President Barack Obama'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '10040395078', 'name': 'Joe Biden', 'description': 'US President Joe Biden'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '10038764303', 'name': 'Barack Obama', 'description': 'Former US President Barack Obama'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '10040395078', 'name': 'Joe Biden', 'description': 'US President Joe Biden'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847896364256067584', 'name': 'Society', 'description': 'Society'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847896538105782272', 'name': 'Marriage', 'description': 'Marriage'}}]","[{'type': 'replied_to', 'id': '1314466279189741568'}]",1255303696004591616
13,"Just a reminder that any nonconsensual sexual act is sexual violence, which means finishing in a girl after her telling you not to constitutes as sexual assault 👍 https://t.co/OspO0Pc3IT",{'place_id': 'e4c17912c815124d'},1304133007087894529,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 13, 'quote_count': 0}",2216311810,1304133007087894529,en,False,Twitter for iPhone,2020-09-10T19:01:53.000Z,everyone,"{'urls': [{'start': 163, 'end': 186, 'url': 'https://t.co/OspO0Pc3IT', 'expanded_url': 'https://twitter.com/Slidelikerich_/status/1304092660689297408', 'display_url': 'twitter.com/Slidelikerich_…'}]}",,,"[{'type': 'quoted', 'id': '1304092660689297408'}]",
14,@Ronda4Congress @Joy_Villa https://t.co/yydkLxeBVL,{'place_id': 'e4c17912c815124d'},1304061385115144193,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",490916933,1303448904508137472,und,False,Twitter for Android,2020-09-10T14:17:17.000Z,everyone,"{'mentions': [{'start': 0, 'end': 15, 'username': 'Ronda4Congress', 'id': '947178108108423168'}, {'start': 16, 'end': 26, 'username': 'Joy_Villa', 'id': '63335631'}], 'urls': [{'start': 27, 'end': 50, 'url': 'https://t.co/yydkLxeBVL', 'expanded_url': 'https://www.boston25news.com/news/politics/trump-backing-singer-joy-villa-accuses-former-campaign-manager-corey-lewandowski-of-sexual-assault/669629561/', 'display_url': 'boston25news.com/news/politics/…', 'status': 200, 'unwound_url': 'https://www.boston25news.com/news/politics/trump-backing-singer-joy-villa-accuses-former-campaign-manager-corey-lewandowski-of-sexual-assault/669629561/'}]}",,,"[{'type': 'replied_to', 'id': '1303448904508137472'}]",947178108108423168
15,"Otters are super cute, and also regularly rape dogs and baby seals to death. https://t.co/8LDFiKsD7s",{'place_id': 'f3f3e88ab848b86b'},1469519119213023240,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",17305053,1469519119213023240,en,False,Twitter for Android,2021-12-11T04:07:15.000Z,everyone,"{'urls': [{'start': 77, 'end': 100, 'url': 'https://t.co/8LDFiKsD7s', 'expanded_url': 'https://twitter.com/nypost/status/1469373835485106179', 'display_url': 'twitter.com/nypost/status/…'}]}",,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '852262932607926273', 'name': 'Pets', 'description': 'Pets'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '853980498816679937', 'name': 'Dogs', 'description': 'Dogs'}}]","[{'type': 'quoted', 'id': '1469373835485106179'}]",
16,"@3mnkyhugz @AyannaPressley @VP Oh your partisan think thank found a “statistic” that helps make your wrong point? Ok. As a rape survivor, I can say GROWING AND RAISING AND SHARING CUSTODY WITH MY RAPIST WOULD BE MORE TRAUMATIC. Jesus try having a complete thought once in a while",{'place_id': 'bf9b9d49defeea89'},1469070022303703055,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",269577617,1468950193810849796,en,False,Twitter for iPhone,2021-12-09T22:22:41.000Z,everyone,"{'annotations': [{'start': 228, 'end': 232, 'probability': 0.9086, 'type': 'Person', 'normalized_text': 'Jesus'}], 'mentions': [{'start': 0, 'end': 10, 'username': '3mnkyhugz', 'id': '473340633'}, {'start': 11, 'end': 26, 'username': 'AyannaPressley', 'id': '31013444'}, {'start': 27, 'end': 30, 'username': 'VP', 'id': '803694179079458816'}]}",,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '875006493984149509', 'name': 'Kamala Harris', 'description': 'US Senator Kamala Harris (CA)'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1037433370324561920', 'name': 'Ayanna Pressley', 'description': 'Candidate for Representative from Massachusetts, Ayanna Pressley'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '875006493984149509', 'name': 'Kamala Harris', 'description': 'US Senator Kamala Harris (CA)'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '1037433370324561920', 'name': 'Ayanna Pressley', 'description': 'Candidate for Representative from Massachusetts, Ayanna Pressley'}}]","[{'type': 'replied_to', 'id': '1469069266570067968'}]",473340633
17,"@mtgreenee An 11-year-old girl in Ohio was allegedly raped by a 26-year-old multiple times, leaving her pregnant, according to police reports
https://t.co/QLoQOxAhpQ",{'place_id': 'e4c17912c815124d'},1437261671651856385,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",490916933,1437074536550313988,en,False,Twitter for Android,2021-09-13T03:47:40.000Z,everyone,"{'annotations': [{'start': 34, 'end': 37, 'probability': 0.9943, 'type': 'Place', 'normalized_text': 'Ohio'}], 'urls': [{'start': 142, 'end': 165, 'url': 'https://t.co/QLoQOxAhpQ', 'expanded_url': 'https://www.cbsnews.com/amp/news/ohio-abortion-heartbeat-bill-pregnant-11-year-old-rape-victim-barred-abortion-after-new-ohio-abortion-bill-2019-05-13/', 'display_url': 'cbsnews.com/amp/news/ohio-…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1500464843891089410/n6KPsAXZ?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1500464843891089410/n6KPsAXZ?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'A pregnant 11-year-old rape victim in Ohio would no longer be allowed to have an abortion under new state law', 'description': 'Under Ohio\'s new ""heartbeat bill,"" abortions after about six weeks are prohibited, even if the pregnancy is a result of rape or incest', 'unwound_url': 'https://www.cbsnews.com/amp/news/ohio-abortion-heartbeat-bill-pregnant-11-year-old-rape-victim-barred-abortion-after-new-ohio-abortion-bill-2019-05-13/'}], 'mentions': [{'start': 0, 'end': 10, 'username': 'mtgreenee', 'id': '826065164504006657'}]}",,,"[{'type': 'replied_to', 'id': '1437074536550313988'}]",826065164504006657
18,So does he mean no such thing as rape or will rapist be eliminated? https://t.co/MqWR2EnVVj,{'place_id': 'bf9b9d49defeea89'},1435322984445751300,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",219129886,1435322984445751300,en,False,Twitter for iPhone,2021-09-07T19:24:01.000Z,everyone,"{'urls': [{'start': 68, 'end': 91, 'url': 'https://t.co/MqWR2EnVVj', 'expanded_url': 'https://twitter.com/KXAN_News/status/1435294934555189258', 'display_url': 'twitter.com/KXAN_News/stat…'}]}",,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '998665458063560704', 'name': 'Greg Abbott', 'description': 'US Governor of Texas, Greg Abbott'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '998665458063560704', 'name': 'Greg Abbott', 'description': 'US Governor of Texas, Greg Abbott'}}]","[{'type': 'quoted', 'id': '1435294934555189258'}]",
19,@Sen_JoeManchin you’re destroying our democracy by sitting by allowing the republicans to continue to rape &amp; destroy our country with their fear.,{'place_id': '062402b4c803a13b'},1398046993142931460,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",16114187,1398046993142931460,en,False,Twitter for iPhone,2021-05-27T22:42:32.000Z,everyone,"{'annotations': [{'start': 75, 'end': 85, 'probability': 0.5802, 'type': 'Organization', 'normalized_text': 'republicans'}], 'mentions': [{'start': 0, 'end': 15, 'username': 'Sen_JoeManchin', 'id': '234374703'}]}",,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '888190307216506881', 'name': 'Joe Manchin', 'description': 'US Senator Joe Manchin (WV)'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '888190307216506881', 'name': 'Joe Manchin', 'description': 'US Senator Joe Manchin (WV)'}}]",,234374703
20,"Philip Roth biographer Blake Bailey accused of rape https://t.co/wTg3OVvvku via @jdforward
Jaysus.",{'place_id': 'f3f3e88ab848b86b'},1385231324676505603,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",17888298,1385231324676505603,en,False,Twitter for iPhone,2021-04-22T13:57:38.000Z,everyone,"{'annotations': [{'start': 0, 'end': 10, 'probability': 0.9955, 'type': 'Person', 'normalized_text': 'Philip Roth'}, {'start': 23, 'end': 34, 'probability': 0.9748, 'type': 'Person', 'normalized_text': 'Blake Bailey'}], 'mentions': [{'start': 80, 'end': 90, 'username': 'jdforward', 'id': '47436923'}], 'urls': [{'start': 52, 'end': 75, 'url': 'https://t.co/wTg3OVvvku', 'expanded_url': 'http://jd.fo/Svkw', 'display_url': 'jd.fo/Svkw', 'status': 200, 'unwound_url': 'https://forward.com/fast-forward/468164/philip-roth-biographer-blake-bailey-accused-of-rape/'}]}",,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '999287024141025283', 'name': 'Philip Roth', 'description': 'Philip Roth'}}]",,
21,"I think it’s funny how these senators &amp; mayors can molester, rape, &amp; cheat all day. Then refuse to leave office &amp; white america doesn’t say shit. @paulpierce34 parties with strippers &amp; white america wants @espn to fire him #WhitePrivilege",{'place_id': 'f3f3e88ab848b86b'},1378502647070797830,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",214331711,1378502647070797830,en,False,Twitter for iPhone,2021-04-04T00:20:17.000Z,everyone,"{'annotations': [{'start': 120, 'end': 126, 'probability': 0.9211, 'type': 'Place', 'normalized_text': 'america'}, {'start': 191, 'end': 197, 'probability': 0.8651, 'type': 'Place', 'normalized_text': 'america'}], 'mentions': [{'start': 158, 'end': 171, 'username': 'paulpierce34', 'id': '27115071'}, {'start': 221, 'end': 226, 'username': 'espn', 'id': '2557521'}], 'hashtags': [{'start': 239, 'end': 254, 'tag': 'WhitePrivilege'}]}",,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '809849102892613632', 'name': 'Paul Pierce'}}, {'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597105094656', 'name': 'TV/Movies Related'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597491040257', 'name': 'Sports'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10041116731', 'name': 'ESPN'}}, {'domain': {'id': '60', 'name': 'Athlete', 'description': 'An athlete in the world, like Serena Williams or Lionel Messi'}, 'entity': {'id': '809849102892613632', 'name': 'Paul Pierce'}}, {'domain': {'id': '92', 'name': 'Sports Personality', 'description': ""A Sports Personality like 'Skip Bayless'""}, 'entity': {'id': '809849102892613632', 'name': 'Paul Pierce'}}]",,
22,Rape jokes are so not funny... and making rape jokes surrounding men don’t make it comical 😡 sick in the head,{'place_id': 'bf9b9d49defeea89'},1374909541377277957,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1426449522,1374909541377277957,en,False,Twitter for iPhone,2021-03-25T02:22:33.000Z,everyone,,,,,
23,Just started snowfall and that rape scene.... yeah I could’ve done without that 😭,{'place_id': 'e4c17912c815124d'},1374857892721987589,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",318131796,1374857892721987589,en,False,Twitter for iPhone,2021-03-24T22:57:19.000Z,everyone,,,,,
24,The argument regarding #Ethiopia dealing with internal affairs is unacceptable when #EritreanTroops are shooting civilians for refusing rape in #Tigray. Help save these innocent lives before history remembers you for the worst. #TigrayGenoicde #BidenActNow @SecBlinken @POTUS,{'place_id': 'bf9b9d49defeea89'},1367715399752683522,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1363217792,1367715399752683522,en,False,Twitter for Android,2021-03-05T05:55:36.000Z,everyone,"{'mentions': [{'start': 257, 'end': 268, 'username': 'SecBlinken', 'id': '1350150750966603777'}, {'start': 269, 'end': 275, 'username': 'POTUS', 'id': '1349149096909668363'}], 'hashtags': [{'start': 23, 'end': 32, 'tag': 'Ethiopia'}, {'start': 84, 'end': 99, 'tag': 'EritreanTroops'}, {'start': 144, 'end': 151, 'tag': 'Tigray'}, {'start': 228, 'end': 243, 'tag': 'TigrayGenoicde'}, {'start': 244, 'end': 256, 'tag': 'BidenActNow'}]}",,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '10040395078', 'name': 'Joe Biden', 'description': 'US President Joe Biden'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '10040395078', 'name': 'Joe Biden', 'description': 'US President Joe Biden'}}]",,
25,"Mass killings of civilians, rape, &amp; looting by Ethiopian &amp; Eritrean troops, alongside Amhara militias, is happening all over Tigray. The @UN #SecurityCouncil can choose to end the #TigrayGenocide, but only if it acts immediately. #UNSCActNow @SenateForeign @VP @franceonu @SVG_UN",{'place_id': 'bf9b9d49defeea89'},1366961212529999879,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1363217792,1366961212529999879,en,False,Twitter for Android,2021-03-03T03:58:44.000Z,everyone,"{'mentions': [{'start': 145, 'end': 148, 'username': 'UN', 'id': '14159148'}, {'start': 250, 'end': 264, 'username': 'SenateForeign', 'id': '1121114158907428866'}, {'start': 265, 'end': 268, 'username': 'VP', 'id': '803694179079458816'}, {'start': 269, 'end': 279, 'username': 'franceonu', 'id': '104227735'}, {'start': 280, 'end': 287, 'username': 'SVG_UN', 'id': '1088884020308525057'}], 'annotations': [{'start': 47, 'end': 55, 'probability': 0.5934, 'type': 'Place', 'normalized_text': 'Ethiopian'}, {'start': 86, 'end': 91, 'probability': 0.4664, 'type': 'Place', 'normalized_text': 'Amhara'}], 'hashtags': [{'start': 149, 'end': 165, 'tag': 'SecurityCouncil'}, {'start': 188, 'end': 203, 'tag': 'TigrayGenocide'}, {'start': 238, 'end': 249, 'tag': 'UNSCActNow'}]}",,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '875006493984149509', 'name': 'Kamala Harris', 'description': 'US Senator Kamala Harris (CA)'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '875006493984149509', 'name': 'Kamala Harris', 'description': 'US Senator Kamala Harris (CA)'}}, {'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596157251587', 'name': 'Government/Education'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597226729473', 'name': 'Non-profit'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10044311823', 'name': 'United Nations', 'description': 'Global conversation about the United Nations and all related efforts.'}}, {'domain': {'id': '88', 'name': 'Political Body', 'description': 'A section of a government, like The Supreme Court'}, 'entity': {'id': '10044311823', 'name': 'United Nations', 'description': 'Global conversation about the United Nations and all related efforts.'}}]",,
