,Unnamed: 0,public_metrics,source,entities,text,conversation_id,author_id,geo,lang,created_at,in_reply_to_user_id,id,referenced_tweets,reply_settings,possibly_sensitive,attachments,context_annotations,location,likes,retweets,replies,quotes
369,144,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'mentions': [{'start': 10, 'end': 18, 'username': 'RenyTay', 'id': '56013290'}, {'start': 19, 'end': 32, 'username': 'DebraMessing', 'id': '499073990'}, {'start': 33, 'end': 47, 'username': 'MeganMullally', 'id': '3179977818'}]}",@pmegasus @RenyTay @DebraMessing @MeganMullally If you think about the psychological impact on the child (speaking as a CSA survivor &amp; from the research) they are equivalent. It’s rape.,1070906075812118529,52393864,{'place_id': 'e4c17912c815124d'},en,12/07/2018,434366086.0,1071074504779153409,"[{'type': 'replied_to', 'id': '1071072823303725056'}]",everyone,False,,"[{'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10049632296', 'name': 'Will & Grace', 'description': ""A gay lawyer and an interior designer share an apartment and constantly mind each other's business.\n\nPhoto via @WillAndGrace""}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '951553334229401600', 'name': 'Debra Messing', 'description': 'Debra Messing'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1019666251616907265', 'name': 'Megan Mullally', 'description': 'Megan Mullally'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '951553334229401600', 'name': 'Debra Messing', 'description': 'Debra Messing'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '1019666251616907265', 'name': 'Megan Mullally', 'description': 'Megan Mullally'}}]",UMD,0,0,0,0
370,145,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'mentions': [{'start': 10, 'end': 18, 'username': 'RenyTay', 'id': '56013290'}, {'start': 19, 'end': 32, 'username': 'DebraMessing', 'id': '499073990'}, {'start': 33, 'end': 47, 'username': 'MeganMullally', 'id': '3179977818'}]}",@pmegasus @RenyTay @DebraMessing @MeganMullally Dont confuse masterbation/dreams w/child rape. Acceptability of sex between a 13 YO &amp; an adult isnt something one can “decide” for themself.,1070906075812118529,52393864,{'place_id': 'e4c17912c815124d'},en,12/07/2018,434366086.0,1071072673915129857,"[{'type': 'replied_to', 'id': '1071070309049139201'}]",everyone,False,,"[{'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10049632296', 'name': 'Will & Grace', 'description': ""A gay lawyer and an interior designer share an apartment and constantly mind each other's business.\n\nPhoto via @WillAndGrace""}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '951553334229401600', 'name': 'Debra Messing', 'description': 'Debra Messing'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1019666251616907265', 'name': 'Megan Mullally', 'description': 'Megan Mullally'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '951553334229401600', 'name': 'Debra Messing', 'description': 'Debra Messing'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '1019666251616907265', 'name': 'Megan Mullally', 'description': 'Megan Mullally'}}]",UMD,0,0,0,0
371,146,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,"{'hashtags': [{'start': 191, 'end': 197, 'tag': 'Teeth'}], 'annotations': [{'start': 155, 'end': 161, 'probability': 0.5356, 'type': 'Product', 'normalized_text': 'Netflix'}]}",OMFG!!!! That girl's pussy bit the dude's dick off!!!! His dick is laying on the ground!!! That's what he get for trying to rape her. This movie is crazy! Netflix got some wild shit on here. #Teeth,1070540996549771265,725859473374502912,{'place_id': '2163e3af2838ce1c'},en,12/06/2018,,1070540996549771265,,everyone,False,,,UMD,1,0,0,0
372,147,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,"{'annotations': [{'start': 39, 'end': 44, 'probability': 0.6544, 'type': 'Person', 'normalized_text': 'd rose'}, {'start': 118, 'end': 132, 'probability': 0.9723, 'type': 'Person', 'normalized_text': 'Brett kavanaugh'}]}",I’m not comfortable with all this love d rose is getting that dude still has a rape case out. I can’t talk about this Brett kavanaugh ordeal and turn a blind eye to this.,1057849018418675712,35147133,{'place_id': 'bf9b9d49defeea89'},en,11/01/2018,,1057849018418675712,,everyone,False,,"[{'domain': {'id': '6', 'name': 'Sports Event'}, 'entity': {'id': '1035680040078344192', 'name': 'Jazz at Timberwolves'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1016678775298260992', 'name': 'Brett Kavanaugh', 'description': 'US Supreme Court nominee Brett Kavanaugh'}}, {'domain': {'id': '26', 'name': 'Sports League', 'description': ''}, 'entity': {'id': '706083889454813185', 'name': 'NBA'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '1016678775298260992', 'name': 'Brett Kavanaugh', 'description': 'US Supreme Court nominee Brett Kavanaugh'}}, {'domain': {'id': '39', 'name': 'Basketball Game', 'description': 'Sports Event specific to Basketball games'}, 'entity': {'id': '1035680040078344192', 'name': 'Jazz at Timberwolves'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '809849108290670592', 'name': 'Derrick Rose'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '706083902411055104', 'name': 'Basketball'}}, {'domain': {'id': '60', 'name': 'Athlete', 'description': 'An athlete in the world, like Serena Williams or Lionel Messi'}, 'entity': {'id': '809849108290670592', 'name': 'Derrick Rose'}}]",UMD,1,0,0,0
373,148,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,,"No Even Gonna Lie , The Rape At Twinbrook Sound Suspicious asf",1055079636122640385,244178367,{'place_id': 'bf9b9d49defeea89'},en,10/24/2018,,1055079636122640385,,everyone,False,,,UMD,1,0,2,0
374,149,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone,"{'urls': [{'start': 85, 'end': 108, 'url': 'https://t.co/DGo79QiSZy', 'expanded_url': 'https://twitter.com/CherylCCostello/status/1055033315630170113', 'display_url': 'twitter.com/CherylCCostell…'}], 'annotations': [{'start': 59, 'end': 67, 'probability': 0.6506, 'type': 'Place', 'normalized_text': 'Twinbrook'}], 'hashtags': [{'start': 0, 'end': 7, 'tag': 'UPDATE'}, {'start': 69, 'end': 75, 'tag': 'metro'}]}",#UPDATE Arrest made in connection to rape investigation at Twinbrook #metro station. https://t.co/DGo79QiSZy,1055039475942899712,147618542,{'place_id': 'f3f3e88ab848b86b'},en,10/24/2018,,1055039475942899712,"[{'type': 'quoted', 'id': '1055033315630170113'}]",everyone,False,,,UMD,2,2,1,0
375,150,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'urls': [{'start': 39, 'end': 62, 'url': 'https://t.co/ZhTBcKuhy7', 'expanded_url': 'https://twitter.com/CryingJordan/status/1053271058856529920', 'display_url': 'twitter.com/CryingJordan/s…'}]}",Didn’t he rape her in the real story ? https://t.co/ZhTBcKuhy7,1053271329686908928,26887791,{'place_id': 'bf9b9d49defeea89'},en,10/19/2018,,1053271329686908928,"[{'type': 'quoted', 'id': '1053271058856529920'}]",everyone,False,,,UMD,0,0,0,0
376,151,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,"{'urls': [{'start': 202, 'end': 225, 'url': 'https://t.co/rAM4I9SLaP', 'expanded_url': 'https://twitter.com/jabariwill/status/1052581141532893186/video/1', 'display_url': 'pic.twitter.com/rAM4I9SLaP'}], 'mentions': [{'start': 0, 'end': 16, 'username': 'PrinceGeorgesMD', 'id': '28589777'}, {'start': 188, 'end': 201, 'username': 'WashInformer', 'id': '179297823'}], 'annotations': [{'start': 17, 'end': 41, 'probability': 0.8312, 'type': 'Person', 'normalized_text': 'Councilwoman Deni Taveras'}]}",@PrinceGeorgesMD Councilwoman Deni Taveras gives opening remarks at press conf. in regards to police officer charged w/rape &amp; other offenses of a woman after a traffic stop last week. @WashInformer https://t.co/rAM4I9SLaP,1052581141532893186,34838518,{'place_id': 'bf9b9d49defeea89'},en,10/17/2018,28589777.0,1052581141532893186,,everyone,False,{'media_keys': ['7_1052580717518090243']},"[{'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '1037076073719025664', 'name': 'Traffic', 'description': 'Traffic'}}]",UMD,0,1,0,0
377,152,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'urls': [{'start': 76, 'end': 99, 'url': 'https://t.co/283K5rUfbs', 'expanded_url': 'https://twitter.com/CiLulSavage/status/1052224549306191877/photo/1', 'display_url': 'pic.twitter.com/283K5rUfbs'}], 'annotations': [{'start': 9, 'end': 15, 'probability': 0.3945, 'type': 'Organization', 'normalized_text': 'Twitter'}]}","Feminine Twitter: Going off about women rights and rape.

Social Media: ... https://t.co/283K5rUfbs",1052224549306191877,3863656324,{'place_id': 'e4c17912c815124d'},en,10/16/2018,,1052224549306191877,,everyone,False,{'media_keys': ['3_1052224546714120192']},"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10045225402', 'name': 'Twitter'}}]",UMD,0,0,0,0
378,153,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,"{'urls': [{'start': 17, 'end': 40, 'url': 'https://t.co/AIZGZsst2T', 'expanded_url': 'https://twitter.com/poptart9797/status/1048989001569292288', 'display_url': 'twitter.com/poptart9797/st…'}]}",Rape and assault https://t.co/AIZGZsst2T,1049006615230341120,45491204,{'place_id': 'bf9b9d49defeea89'},en,10/07/2018,,1049006615230341120,"[{'type': 'quoted', 'id': '1048989001569292288'}]",everyone,False,,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}]",UMD,0,0,0,0
379,154,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,"{'urls': [{'start': 273, 'end': 296, 'url': 'https://t.co/IF42K3zweC', 'expanded_url': 'https://twitter.com/total_mess/status/1047860520936726528', 'display_url': 'twitter.com/total_mess/sta…'}]}","But his character will have an impact on many people's lives and if he committed these acts and continues to lie he is NOT WORTHY OF THE POSITION, THEY ARE MAKING A POINT THAT THE INVESTIGATION WAS INCOMPLETE SO FAR AS THE CHARGES OF ATTEMPTED RAPE, GANG RAPE. Very simple https://t.co/IF42K3zweC",1048319844704301056,45491204,{'place_id': 'bf9b9d49defeea89'},en,10/05/2018,,1048319844704301056,"[{'type': 'quoted', 'id': '1047860520936726528'}]",everyone,False,,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '888173937934213120', 'name': 'Lisa Murkowski', 'description': 'US Senator Lisa Murkowski (AK)'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '888173937934213120', 'name': 'Lisa Murkowski', 'description': 'US Senator Lisa Murkowski (AK)'}}]",UMD,0,0,0,0
380,155,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,"{'urls': [{'start': 256, 'end': 279, 'url': 'https://t.co/pjCRFrFLUs', 'expanded_url': 'https://twitter.com/cryborg/status/1045421064220696576', 'display_url': 'twitter.com/cryborg/status…'}], 'mentions': [{'start': 0, 'end': 4, 'username': 'CNN', 'id': '759251'}]}",@cnn A criminal case should be opened on him and his buddies Many crimes were possibly committed here and he should be treated just like any other citizen accused of sexual assault and/or Rape. The gravity of the charges  warrants a criminal investigation https://t.co/pjCRFrFLUs,1048196510318510081,45491204,{'place_id': 'bf9b9d49defeea89'},en,10/05/2018,759251.0,1048196510318510081,"[{'type': 'quoted', 'id': '1045421064220696576'}]",everyone,False,,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1016678775298260992', 'name': 'Brett Kavanaugh', 'description': 'US Supreme Court nominee Brett Kavanaugh'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '1016678775298260992', 'name': 'Brett Kavanaugh', 'description': 'US Supreme Court nominee Brett Kavanaugh'}}, {'domain': {'id': '88', 'name': 'Political Body', 'description': 'A section of a government, like The Supreme Court'}, 'entity': {'id': '937710668706299904', 'name': 'Federal Bureau of Investigation', 'description': 'All conversation about the United States Federal Bureau of Investigation'}}, {'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597105094656', 'name': 'TV/Movies Related'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667043', 'name': 'CNN'}}]",UMD,0,0,0,0
381,156,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,"{'urls': [{'start': 133, 'end': 156, 'url': 'https://t.co/60bcKqSMBa', 'expanded_url': 'https://twitter.com/RawStory/status/1047920710352560129', 'display_url': 'twitter.com/RawStory/statu…'}], 'annotations': [{'start': 51, 'end': 65, 'probability': 0.3039, 'type': 'Organization', 'normalized_text': 'Catholic Church'}]}","Is the priest a rapist? You know the record of the Catholic Church when it comes to rape and pedophilia, their words are meaningless https://t.co/60bcKqSMBa",1048022243647864832,45491204,{'place_id': 'bf9b9d49defeea89'},en,10/05/2018,,1048022243647864832,"[{'type': 'quoted', 'id': '1047920710352560129'}]",everyone,False,,,UMD,0,0,0,0
382,157,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'mentions': [{'start': 0, 'end': 11, 'username': 'BiasedGirl', 'id': '18205761'}], 'annotations': [{'start': 59, 'end': 64, 'probability': 0.7546, 'type': 'Person', 'normalized_text': 'Emmitt'}]}",@BiasedGirl You’re really an idiot there is no comparison. Emmitt Till was murdered for being accused of whistling (not illegal or a crime) at a white women. He wasn’t even accused of rape. You’re literally dumb! Go read a book 🙄,1044298701726994432,280770288,{'place_id': 'bf9b9d49defeea89'},en,10/04/2018,18205761.0,1047852030151340033,"[{'type': 'replied_to', 'id': '1044299402746241029'}]",everyone,False,,,UMD,0,0,0,0
383,158,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter for iPhone,,Women silence rape victims a lot as well as men but men are obviously worse.,1047846358818992128,280770288,{'place_id': 'bf9b9d49defeea89'},en,10/04/2018,,1047846358818992128,,everyone,False,,,UMD,3,0,0,0
384,159,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,"{'urls': [{'start': 40, 'end': 63, 'url': 'https://t.co/9SDmYynRWM', 'expanded_url': 'http://www.dailystar.com.lb/News/Middle-East/2018/Oct-03/465185-iran-executes-teenage-rape-victim-amnesty.ashx?utm_content=bufferaf2d3&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer', 'display_url': 'dailystar.com.lb/News/Middle-Ea…'}]}",What in the Hell is Wrong with You Men? https://t.co/9SDmYynRWM,1047259821794385920,45491204,{'place_id': 'bf9b9d49defeea89'},en,10/02/2018,,1047259821794385920,,everyone,False,,,UMD,0,0,0,0
385,160,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,"{'urls': [{'start': 15, 'end': 38, 'url': 'https://t.co/9SDmYynRWM', 'expanded_url': 'http://www.dailystar.com.lb/News/Middle-East/2018/Oct-03/465185-iran-executes-teenage-rape-victim-amnesty.ashx?utm_content=bufferaf2d3&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer', 'display_url': 'dailystar.com.lb/News/Middle-Ea…'}]}",These Monsters https://t.co/9SDmYynRWM,1047259589312491520,45491204,{'place_id': 'bf9b9d49defeea89'},en,10/02/2018,,1047259589312491520,,everyone,False,,,UMD,0,0,0,0
386,161,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter for iPhone,"{'annotations': [{'start': 44, 'end': 50, 'probability': 0.6771, 'type': 'Place', 'normalized_text': 'Myanmar'}], 'hashtags': [{'start': 64, 'end': 68, 'tag': 'ICC'}, {'start': 83, 'end': 92, 'tag': 'genocide'}, {'start': 94, 'end': 110, 'tag': 'ethniccleansing'}, {'start': 134, 'end': 142, 'tag': 'Justice'}], 'urls': [{'start': 143, 'end': 166, 'url': 'https://t.co/fAdLxJTPSo', 'expanded_url': 'https://twitter.com/drzarni/status/1043044676905959424', 'display_url': 'twitter.com/drzarni/status…'}]}","Nope. You have to figure out how to get the Myanmar govt to the #ICC on charges of #genocide, #ethniccleansing &amp; systematic rape. #Justice https://t.co/fAdLxJTPSo",1046102473709105152,425927905,{'place_id': '6b5fb164e9ed4a9b'},en,09/29/2018,,1046102473709105152,"[{'type': 'quoted', 'id': '1043044676905959424'}]",everyone,False,,"[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10044311823', 'name': 'United Nations', 'description': 'Global conversation about the United Nations and all related efforts.'}}, {'domain': {'id': '88', 'name': 'Political Body', 'description': 'A section of a government, like The Supreme Court'}, 'entity': {'id': '943922093468483584', 'name': 'General Assembly of the United Nations', 'description': 'General Assembly of the United Nations'}}]",UMD,3,4,0,0
387,162,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",Twitter for iPhone,"{'mentions': [{'start': 0, 'end': 12, 'username': 'Chamond3000', 'id': '550599504'}, {'start': 13, 'end': 25, 'username': 'curlybeviie', 'id': '734143713421627392'}]}",@Chamond3000 @curlybeviie that has nothing to do with sympathy being shown to the rape victim so what are you really saying 🤔,1045915914200391681,287833186,{'place_id': 'bf9b9d49defeea89'},en,09/29/2018,550599504.0,1045954591966343169,"[{'type': 'replied_to', 'id': '1045922480144240640'}]",everyone,False,,,UMD,4,0,0,0
388,163,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,,Anybody laughing at rape “jokes” plz unfollow me y’all are weirdos,1045506976103436289,189048721,{'place_id': 'f3f3e88ab848b86b'},en,09/28/2018,,1045506976103436289,,everyone,False,,,UMD,0,3,0,0
389,164,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,"{'urls': [{'start': 30, 'end': 53, 'url': 'https://t.co/Yg66SAZvgw', 'expanded_url': 'https://twitter.com/AnnCoulter/status/1045402229061144579', 'display_url': 'twitter.com/AnnCoulter/sta…'}]}",Gang rape doesn't bother you? https://t.co/Yg66SAZvgw,1045406144318107659,45491204,{'place_id': 'bf9b9d49defeea89'},en,09/27/2018,,1045406144318107659,"[{'type': 'quoted', 'id': '1045402229061144579'}]",everyone,False,,,UMD,0,0,0,0
390,165,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 2, 'quote_count': 0}",Twitter Web Client,"{'mentions': [{'start': 0, 'end': 13, 'username': 'goingblondzo', 'id': '1484180401459322881'}], 'annotations': [{'start': 125, 'end': 131, 'probability': 0.9748, 'type': 'Person', 'normalized_text': 'Melissa'}]}","@goingblondzo @mlynnjohnson72 as a man with a long history of abuse, including rape, at the hands of women I have to agree w Melissa",1045083454461890561,523925402,{'place_id': 'f3f3e88ab848b86b'},en,09/26/2018,8.467748770969887e+17,1045086278193156096,"[{'type': 'replied_to', 'id': '1045083844188229634'}]",everyone,False,,,UMD,2,0,2,0
391,166,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,"{'annotations': [{'start': 10, 'end': 16, 'probability': 0.993, 'type': 'Person', 'normalized_text': 'Michael'}], 'urls': [{'start': 71, 'end': 94, 'url': 'https://t.co/LN45sBPtyb', 'expanded_url': 'https://www.rawstory.com/2018/09/michael-avenatti-explains-timing-explosive-new-kavanaugh-gang-rape-allegations-msnbc/amp/?__twitter_impression=true', 'display_url': 'rawstory.com/2018/09/michae…'}]}","Thank you Michael on behalf of all victims, thanks for caring, how sad https://t.co/LN45sBPtyb",1045042723135397890,45491204,{'place_id': 'bf9b9d49defeea89'},en,09/26/2018,,1045042723135397890,,everyone,False,,,UMD,0,0,0,0
392,167,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,,Y’all taking that tweet to serious 😂😂😂 I do not rape people,1044955290586746883,2387867124,{'place_id': '2163e3af2838ce1c'},en,09/26/2018,,1044955290586746883,,everyone,False,,,UMD,1,0,0,0
393,168,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'mentions': [{'start': 0, 'end': 8, 'username': 'cefilby', 'id': '22855302'}, {'start': 9, 'end': 21, 'username': 'mikekellogg', 'id': '15999349'}, {'start': 22, 'end': 31, 'username': 'TnGovern', 'id': '314205406'}, {'start': 32, 'end': 45, 'username': 'SenFeinstein', 'id': '476256944'}]}","@cefilby @mikekellogg @TnGovern @SenFeinstein Wait, the person she’s accusing would have been a minor, by her telling. A seventeen year old. So not statutory rape I believe.",1043630753731481601,52393864,{'place_id': 'e4c17912c815124d'},en,09/24/2018,22855302.0,1044047572279676934,"[{'type': 'replied_to', 'id': '1044023735303503874'}]",everyone,False,,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '890688307205554176', 'name': 'Dianne Feinstein', 'description': 'US Senator Dianne Feinstein (CA)'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '890688307205554176', 'name': 'Dianne Feinstein', 'description': 'US Senator Dianne Feinstein (CA)'}}]",UMD,0,0,1,0
394,169,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,"{'annotations': [{'start': 37, 'end': 39, 'probability': 0.9893, 'type': 'Other', 'normalized_text': 'God'}], 'urls': [{'start': 195, 'end': 218, 'url': 'https://t.co/nhPilhTuYe', 'expanded_url': 'https://twitter.com/AJEnglish/status/1043915399342039040', 'display_url': 'twitter.com/AJEnglish/stat…'}]}","This is a Sin and must stop now, for God's sake, what is wrong with the human race, it is also part of a culture of rape. That's what it is when you force people to marry, Especially young girls https://t.co/nhPilhTuYe",1043947728542334991,45491204,{'place_id': 'bf9b9d49defeea89'},en,09/23/2018,,1043947728542334991,"[{'type': 'quoted', 'id': '1043915399342039040'}]",everyone,False,,,UMD,0,0,0,0
395,170,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,"{'urls': [{'start': 113, 'end': 136, 'url': 'https://t.co/siaiZ0WzmE', 'expanded_url': 'https://t.co/siaiZ0WzmE', 'display_url': 't.co/siaiZ0WzmE'}]}","Sexual assault, attended rape, call it what it is, what if it were your wife or daughter suffering years of PTSD https://t.co/siaiZ0WzmE",1042530928277565441,45491204,{'place_id': '2163e3af2838ce1c'},en,09/19/2018,,1042530928277565441,,everyone,False,,"[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667002', 'name': 'The Washington Post'}}]",UMD,0,0,0,0
396,171,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'urls': [{'start': 94, 'end': 117, 'url': 'https://t.co/4K7RRzplF2', 'expanded_url': 'https://wapo.st/arlington-texas?tid=ss_tw', 'display_url': 'wapo.st/arlington-texa…'}]}",Opinion | She reported her rape. Her hometown turned against her. Can justice ever be served? https://t.co/4K7RRzplF2,1042469713438285824,28487978,{'place_id': '69d9a5e713c9cba5'},en,09/19/2018,,1042469713438285824,,everyone,False,,,UMD,0,0,0,0
397,172,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,"{'urls': [{'start': 47, 'end': 70, 'url': 'https://t.co/fbzwNSNFyP', 'expanded_url': 'https://twitter.com/NYC_ironworker/status/1042199753491197952', 'display_url': 'twitter.com/NYC_ironworker…'}]}",Since when is attempted rape not a federal law https://t.co/fbzwNSNFyP,1042216841471557632,45491204,{'place_id': '5bd562dbf4cc852d'},en,09/19/2018,,1042216841471557632,,everyone,False,,"[{'domain': {'id': '88', 'name': 'Political Body', 'description': 'A section of a government, like The Supreme Court'}, 'entity': {'id': '937710668706299904', 'name': 'Federal Bureau of Investigation', 'description': 'All conversation about the United States Federal Bureau of Investigation'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '880137300021137408', 'name': 'Sarah Huckabee Sanders', 'description': 'White House Press Secretary Sarah Huckabee Sanders'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '880137300021137408', 'name': 'Sarah Huckabee Sanders', 'description': 'White House Press Secretary Sarah Huckabee Sanders'}}]",UMD,0,0,0,0
398,173,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,"{'urls': [{'start': 15, 'end': 38, 'url': 'https://t.co/aNm7D7Maob', 'expanded_url': 'https://www.rawstory.com/2018/09/orrin-hatch-even-kavanaugh-committed-rape-hard-senators-not-consider-today/amp/?__twitter_impression=true', 'display_url': 'rawstory.com/2018/09/orrin-…'}]}",These Monsters https://t.co/aNm7D7Maob,1042193138079727617,45491204,{'place_id': 'bf9b9d49defeea89'},en,09/18/2018,,1042193138079727617,,everyone,False,,,UMD,0,0,0,0
