,Unnamed: 0,public_metrics,source,entities,text,conversation_id,author_id,geo,lang,created_at,in_reply_to_user_id,id,referenced_tweets,reply_settings,possibly_sensitive,attachments,context_annotations,location,likes,retweets,replies,quotes
0,0,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'mentions': [{'start': 0, 'end': 14, 'username': 'ArnoldMokoena', 'id': '199321471'}, {'start': 15, 'end': 27, 'username': 'iTweetFacts', 'id': '3198495413'}], 'hashtags': [{'start': 66, 'end': 70, 'tag': 'smh'}]}",@ArnoldMokoena @itweetfacts rape isnt legal ! People still do it! #smh,151654669008125952,33593320,"{'place_id': 'a8b9e6374e5ffbfb', 'coordinates': {'type': 'Point', 'coordinates': [-86.54497256, 39.16173853]}}",en,12/27/2011,199321471.0,151762190519640065,"[{'type': 'replied_to', 'id': '151654669008125952'}]",everyone,False,,,IUB,0,0,0,0
1,1,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'mentions': [{'start': 49, 'end': 62, 'username': 'JohnnyKeller', 'id': '500473264'}]}",You know what my favorite sex position is? Rape. @JohnnyKeller,143193600950403072,251760851,"{'place_id': 'a8b9e6374e5ffbfb', 'coordinates': {'type': 'Point', 'coordinates': [-86.52874937, 39.17050746]}}",en,12/04/2011,,143193600950403072,,everyone,False,,,IUB,0,0,0,0
2,2,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,,Your so ambitious you ready to rape a nigga...,138460105753640960,177742305,"{'place_id': 'a8b9e6374e5ffbfb', 'coordinates': {'type': 'Point', 'coordinates': [-86.47721232, 39.16243237]}}",en,11/21/2011,,138460105753640960,,everyone,False,,,IUB,0,0,0,0
3,3,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,,I don't rape @Sarebearr13 ... It's consensual,130092322678517760,322368627,"{'place_id': 'a8b9e6374e5ffbfb', 'coordinates': {'type': 'Point', 'coordinates': [-86.49710159, 39.16140351]}}",en,10/29/2011,,130092322678517760,,everyone,False,,,IUB,0,0,0,0
4,4,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'mentions': [{'start': 0, 'end': 11, 'username': 'KunyIsland', 'id': '61452820'}]}",@KunyIsland haha she's literally going to rape you! You know that right?! 😖,129070117014347776,48523875,"{'place_id': 'a8b9e6374e5ffbfb', 'coordinates': {'type': 'Point', 'coordinates': [-86.53487806, 39.17222026]}}",en,10/26/2011,61452820.0,129072155584499712,"[{'type': 'replied_to', 'id': '129070117014347776'}]",everyone,False,,,IUB,0,0,1,0
5,5,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,,@KissMyC00kie rape..,122404181838544896,177742305,"{'place_id': 'a8b9e6374e5ffbfb', 'coordinates': {'type': 'Point', 'coordinates': [-86.5233736, 39.16852909]}}",en,10/07/2011,94502844.0,122404731145568256,"[{'type': 'replied_to', 'id': '122404181838544896'}]",everyone,False,,,IUB,0,0,0,0
6,6,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,,"Finite is like an hour long mind fuck that I didn't want. It's mind rape. Is that a felony? Can I press charges, if so against who?",121279901075636225,57599695,"{'place_id': '1010ecfa7d3a40f8', 'coordinates': {'type': 'Point', 'coordinates': [-86.58934944, 39.14905565]}}",en,10/04/2011,,121279901075636225,,everyone,False,,,IUB,0,0,0,0
7,7,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Windows Phone,,Just witnessed an attempted bro rape. Sad thing is that it will probably go unreported.,114012267296727041,273773929,"{'place_id': 'a8b9e6374e5ffbfb', 'coordinates': {'type': 'Point', 'coordinates': [-86.52724457, 39.16804504]}}",en,09/14/2011,,114012267296727041,,everyone,False,,,IUB,0,0,0,0
8,8,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for BlackBerry®,"{'annotations': [{'start': 0, 'end': 1, 'probability': 0.9192, 'type': 'Organization', 'normalized_text': 'IU'}, {'start': 23, 'end': 32, 'probability': 0.6871, 'type': 'Organization', 'normalized_text': 'Ball State'}, {'start': 44, 'end': 54, 'probability': 0.9602, 'type': 'Person', 'normalized_text': 'Uncle Frank'}]}",IU football might rape Ball State tomorrow. Uncle Frank style.,109643366655991808,179840628,"{'place_id': 'a8b9e6374e5ffbfb', 'coordinates': {'type': 'Point', 'coordinates': [-86.52359, 39.17211]}}",en,09/02/2011,,109643366655991808,,everyone,False,,,IUB,0,0,0,0
9,9,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'mentions': [{'start': 0, 'end': 6, 'username': 'FbgPa', 'id': '4174444359'}]}",@FBGPA lol the wibbens rape room,109251448965050368,174765784,"{'place_id': 'a8b9e6374e5ffbfb', 'coordinates': {'type': 'Point', 'coordinates': [-86.51158459, 39.1647107]}}",en,09/01/2011,72958535.0,109279861125808131,"[{'type': 'replied_to', 'id': '109251448965050368'}]",everyone,False,,,IUB,0,0,0,0
10,10,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Echofon,,"""it's not rape if you yell surprise!""",97490943711784960,18236259,"{'coordinates': {'type': 'Point', 'coordinates': [-86.52905, 39.16737]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,07/31/2011,,97490943711784960,,everyone,False,,,IUB,0,0,0,0
11,11,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,,Hmmm my fiends aren't coming in their normal rape and pillage numbers. Something must be off about today,92933517914284032,18943565,"{'coordinates': {'type': 'Point', 'coordinates': [-86.52135515, 39.16505293]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,07/18/2011,,92933517914284032,,everyone,False,,,IUB,0,0,0,0
12,12,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'annotations': [{'start': 31, 'end': 35, 'probability': 0.977, 'type': 'Person', 'normalized_text': 'Jason'}], 'hashtags': [{'start': 37, 'end': 47, 'tag': 'TrueBlood'}]}",not enjoying the group rape of Jason #TrueBlood yikes,90587844250312706,18586380,"{'coordinates': {'type': 'Point', 'coordinates': [-86.53268295, 39.17241489]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,07/12/2011,,90587844250312706,,everyone,False,,,IUB,0,0,0,0
13,13,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,,"It might be just me, but I don't think you should put the word ""Rape"" on your bar crawl shirts even if it is Viking themed. SHIRTY DAY",57895113069830145,17595627,{'place_id': 'a8b9e6374e5ffbfb'},en,04/12/2011,,57895113069830145,,everyone,False,,,IUB,0,1,0,0
14,14,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,,"Today I'm thankful for star rape, tight balls and the various games of life.",38851256328007680,20687648,{'place_id': 'a8b9e6374e5ffbfb'},en,02/19/2011,,38851256328007680,,everyone,False,,,IUB,0,0,0,0
15,15,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,"{'hashtags': [{'start': 42, 'end': 48, 'tag': 'pause'}], 'mentions': [{'start': 0, 'end': 13, 'username': 'Chris_Kimbro', 'id': '151240790'}]}",@Chris_Kimbro im tryna rape you in madden #pause wats good,27486424362123266,48566861,{'place_id': 'a8b9e6374e5ffbfb'},en,01/18/2011,151240790.0,27486424362123266,,everyone,False,,,IUB,0,0,0,0
16,16,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,"{'mentions': [{'start': 0, 'end': 11, 'username': 'ShawnMonty', 'id': '4181627303'}]}",@shawnmonty i jus left wal-mart marsh is terrible they rape you in there,27480739041779713,48566861,{'place_id': 'a8b9e6374e5ffbfb'},en,01/18/2011,103484830.0,27481887916167168,"[{'type': 'replied_to', 'id': '27480739041779713'}]",everyone,False,,,IUB,0,0,0,0
17,17,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,"{'annotations': [{'start': 1, 'end': 18, 'probability': 0.3975, 'type': 'Other', 'normalized_text': 'The Rape of Europa'}]}","""The Rape of Europa"" makes my heart break. As a patron of the arts, I just can't fathom what great creative losses the world has suffered.",26680988474019840,37594940,{'place_id': 'a8b9e6374e5ffbfb'},en,01/16/2011,,26680988474019840,,everyone,False,,,IUB,0,0,0,0
18,18,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",twidroyd (original),,First class of crimal justice and we talked about rape!! Lol ima like this class,24531761014771712,27515354,"{'coordinates': {'type': 'Point', 'coordinates': [-86.56803845, 39.16241067]}, 'place_id': '1010ecfa7d3a40f8'}",en,01/10/2011,,24531761014771712,,everyone,False,,,IUB,0,0,0,0
19,19,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,,@Uffstice this is why your name is the only one in the sexual harassment box at @iutxtbookrental Haha,81350431850242048,18943565,"{'coordinates': {'type': 'Point', 'coordinates': [-86.5222345, 39.1666724]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,06/16/2011,262315684.0,81351709133246464,"[{'type': 'replied_to', 'id': '81350431850242048'}]",everyone,False,,,IUB,0,0,0,0
20,20,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,"{'mentions': [{'start': 0, 'end': 10, 'username': 'DavidBlue', 'id': '16827760'}]}",@DavidBlue Do you have a relative/doppelganger who does sexual harassment videos? SWEAR the guy on this video at work sounded just like you.,32267408592867328,21594630,"{'coordinates': {'type': 'Point', 'coordinates': [-86.527973, 39.137579]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,02/01/2011,16827760.0,32267408592867328,,everyone,False,,,IUB,0,0,0,0
21,21,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Windows Phone,"{'hashtags': [{'start': 64, 'end': 69, 'tag': 'yolo'}]}",Watching a program about sexual assault only for the free pizza #yolo,182249842649743360,350057004,"{'place_id': 'a8b9e6374e5ffbfb', 'coordinates': {'type': 'Point', 'coordinates': [-86.5138998, 39.17168999]}}",en,03/20/2012,,182249842649743360,,everyone,False,,,IUB,0,0,0,0
22,22,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",TweetCaster for iOS,"{'hashtags': [{'start': 101, 'end': 110, 'tag': 'jailtime'}]}","Can't say that I raped that test, but I definently just committed some type of sexual assault on it. #jailtime",166955368101056513,276531509,"{'place_id': 'a8b9e6374e5ffbfb', 'coordinates': {'type': 'Point', 'coordinates': [-86.52256, 39.168382]}}",en,02/07/2012,,166955368101056513,,everyone,False,,,IUB,0,0,0,0
23,23,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Topix Geo,"{'hashtags': [{'start': 75, 'end': 87, 'tag': 'Bloomington'}, {'start': 88, 'end': 96, 'tag': 'Indiana'}], 'urls': [{'start': 54, 'end': 74, 'url': 'http://t.co/MpP5S5Lr', 'expanded_url': 'http://bit.ly/ZnZ2Ac', 'display_url': 'bit.ly/ZnZ2Ac'}], 'annotations': [{'start': 0, 'end': 10, 'probability': 0.78, 'type': 'Place', 'normalized_text': 'Bloomington'}]}",Bloomington Police Arrested A Man On Charge Of Rape - http://t.co/MpP5S5Lr #Bloomington #Indiana,282115331701477376,89815281,"{'coordinates': {'type': 'Point', 'coordinates': [-86.5323912, 39.162819]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,12/21/2012,,282115331701477376,,everyone,False,,,IUB,0,0,0,0
24,24,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,,"""I would literally let him rape me."" @omgzzryann",280912817190760448,29050238,"{'coordinates': {'type': 'Point', 'coordinates': [-86.53312222, 39.16477676]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,12/18/2012,,280912817190760448,,everyone,False,,,IUB,0,0,0,0
25,25,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,,"""I need to go to the police station and get a damn rape kit after that test."" @ali_chorpenning",279365258878017536,212820261,"{'coordinates': {'type': 'Point', 'coordinates': [-86.52728523, 39.17358752]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,12/13/2012,,279365258878017536,,everyone,False,,,IUB,0,0,0,0
26,26,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,,Got my rape whistle handy for this exam. Good luck to everyone taking finite this morning. May the math gods be with us. 📝🙏,278148456219017216,475982899,"{'coordinates': {'type': 'Point', 'coordinates': [-86.5202874, 39.17687423]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,12/10/2012,,278148456219017216,,everyone,False,,,IUB,0,1,0,0
27,27,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,,its not rape if you own it,276896314267168768,466235269,"{'coordinates': {'type': 'Point', 'coordinates': [-86.50981136, 39.16455717]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,12/07/2012,,276896314267168768,,everyone,False,,,IUB,0,0,0,0
28,28,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'hashtags': [{'start': 74, 'end': 83, 'tag': 'assraped'}]}",Have you ever seen a Hoosier rape a cardinal? Turn to the big ten network #assraped,272864191193436161,301250499,"{'coordinates': {'type': 'Point', 'coordinates': [-86.53164675, 39.18248126]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,11/26/2012,,272864191193436161,,everyone,False,,,IUB,0,1,0,0
29,29,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,"{'hashtags': [{'start': 82, 'end': 86, 'tag': 'wow'}, {'start': 87, 'end': 97, 'tag': 'ignorance'}, {'start': 98, 'end': 111, 'tag': 'youreanidiot'}], 'annotations': [{'start': 58, 'end': 60, 'probability': 0.9779, 'type': 'Other', 'normalized_text': 'God'}]}",mourdock said rape that results in pregnancy is something God intended to happen. #wow #ignorance #youreanidiot,266006712220266497,366319766,"{'coordinates': {'type': 'Point', 'coordinates': [-86.54101973, 39.18265343]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,11/07/2012,,266006712220266497,,everyone,False,,,IUB,1,1,1,0
30,30,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'annotations': [{'start': 4, 'end': 6, 'probability': 0.9354, 'type': 'Other', 'normalized_text': 'God'}], 'mentions': [{'start': 85, 'end': 95, 'username': 'billmaher', 'id': '19697415'}]}","""If God is getting involved in this on a personal level, why not BEFORE the rape?"" - @billmaher",263889510188871680,20023894,"{'coordinates': {'type': 'Point', 'coordinates': [-86.53337519, 39.1808483]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,11/01/2012,,263889510188871680,,everyone,False,,,IUB,0,0,0,0
31,31,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,,armies of robots with one directive RAPE,263879524897390592,466235269,"{'coordinates': {'type': 'Point', 'coordinates': [-86.5090383, 39.16472323]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,11/01/2012,,263879524897390592,,everyone,False,,,IUB,0,0,0,0
32,32,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Topix Geo,"{'hashtags': [{'start': 91, 'end': 103, 'tag': 'Bloomington'}, {'start': 104, 'end': 112, 'tag': 'Indiana'}], 'urls': [{'start': 70, 'end': 90, 'url': 'http://t.co/xy9zBRyb', 'expanded_url': 'http://bit.ly/XW9QAS', 'display_url': 'bit.ly/XW9QAS'}], 'annotations': [{'start': 46, 'end': 52, 'probability': 0.8767, 'type': 'Place', 'normalized_text': 'Indiana'}]}",Experts Comment on Flap Over 'Rape' Remark in Indiana Senate Debate - http://t.co/xy9zBRyb #Bloomington #Indiana,261265995635769345,89815281,"{'coordinates': {'type': 'Point', 'coordinates': [-86.526621, 39.1663815]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,10/25/2012,,261265995635769345,,everyone,False,,,IUB,0,0,0,0
33,33,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'mentions': [{'start': 0, 'end': 16, 'username': 'MonicaBoyer2303', 'id': '15700397'}], 'annotations': [{'start': 84, 'end': 86, 'probability': 0.7563, 'type': 'Other', 'normalized_text': 'god'}]}","@MonicaBoyer2303 Home run maybe, but he also insists that rape babes are gifts from god. You think anyone with half a brain buys that shit?",260888187046621185,20023894,"{'coordinates': {'type': 'Point', 'coordinates': [-86.53342783, 39.18077504]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,10/24/2012,15700397.0,260910059318550529,"[{'type': 'replied_to', 'id': '260888187046621185'}]",everyone,False,,,IUB,0,0,0,0
34,34,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone,"{'mentions': [{'start': 0, 'end': 11, 'username': 'JacobPerry', 'id': '897565745118359554'}]}","@jacobperry Yeah. Rape (as a gift of god, according to him) is SOOO great.",260902874656145408,20023894,"{'coordinates': {'type': 'Point', 'coordinates': [-86.53358909, 39.18075597]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,10/24/2012,16257649.0,260908369307635712,"[{'type': 'replied_to', 'id': '260902874656145408'}]",everyone,False,,,IUB,2,0,0,0
35,35,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,"{'mentions': [{'start': 40, 'end': 51, 'username': 'nick_reith', 'id': '727130375798050816'}]}","""It's not a rape joke if you laugh."" -- @Nick_Reith",259836539373252608,20023894,"{'coordinates': {'type': 'Point', 'coordinates': [-86.53387669, 39.18036059]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,10/21/2012,,259836539373252608,,everyone,False,,,IUB,1,0,0,0
36,36,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,,"""Sorry about the rape joke!""",256981360131055616,20023894,"{'coordinates': {'type': 'Point', 'coordinates': [-86.49284689, 39.15388543]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,10/13/2012,,256981360131055616,,everyone,False,,,IUB,0,0,0,0
37,37,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Windows Phone,"{'annotations': [{'start': 44, 'end': 54, 'probability': 0.9574, 'type': 'Place', 'normalized_text': 'Bloomington'}]}",It's too dangerous for me on the streets of Bloomington after dark. I fit the rape target demographic a little too well,250747299494522881,242407096,"{'coordinates': {'type': 'Point', 'coordinates': [-86.49363041, 39.17193985]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,09/26/2012,,250747299494522881,,everyone,False,,,IUB,0,0,1,0
38,38,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Windows Phone,,"When I first heard about legitimate rape, I actually thought it was a joke. I still can't believe someone would say that.",250223671040430080,292972895,"{'coordinates': {'type': 'Point', 'coordinates': [-86.53259, 39.16562]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,09/24/2012,,250223671040430080,,everyone,False,,,IUB,0,0,0,0
39,39,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,,And now here's the part where he carries her inside on his shoulder like a Viking on a rape quest.,249552104300089344,275724873,"{'coordinates': {'type': 'Point', 'coordinates': [-86.512299, 39.1646688]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,09/22/2012,,249552104300089344,,everyone,False,,,IUB,0,0,0,0
40,40,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,,Fucking cunt at cvs. Talk to me like that again and I'll chop your goddamn head off and rape your neck. 😊,242715145481097216,598877788,"{'coordinates': {'type': 'Point', 'coordinates': [-86.51666788, 39.16312767]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,09/03/2012,,242715145481097216,,everyone,False,,,IUB,0,0,0,0
41,41,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,,Rape city is scary enough. Please don't smash glass bottles there,242662691800506368,554379730,"{'coordinates': {'type': 'Point', 'coordinates': [-86.5072735, 39.17139664]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,09/03/2012,,242662691800506368,,everyone,False,,,IUB,0,1,0,0
42,42,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'hashtags': [{'start': 67, 'end': 80, 'tag': 'shitevansays'}]}","""I just kind of assumed we were on the same page on statuary rape"" #shitevansays",240985062366121985,359161029,"{'coordinates': {'type': 'Point', 'coordinates': [-86.51665927, 39.16547159]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,08/30/2012,,240985062366121985,,everyone,False,,,IUB,0,0,1,0
43,43,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'annotations': [{'start': 1, 'end': 4, 'probability': 0.9317, 'type': 'Person', 'normalized_text': 'nick'}]}","""nick is like that cute girl that hangs out with like seven 4's, hes the one the girls try 2 rape at the party instead"" hunter tlkin bout me",236665149816197121,47816464,"{'coordinates': {'type': 'Point', 'coordinates': [-86.52834579, 39.17853368]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,08/18/2012,,236665149816197121,,everyone,False,,,IUB,0,0,0,0
44,44,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'mentions': [{'start': 15, 'end': 23, 'username': 'Chels23', 'id': '19966041'}]}","So I walk into @Chels23 's apartment &amp; she has this horrible look on her face?! Im like wtf? She says ""im Googling dolphin rape"" haha",234834138119680000,145935720,"{'coordinates': {'type': 'Point', 'coordinates': [-86.56142324, 39.15026479]}, 'place_id': '1010ecfa7d3a40f8'}",en,08/13/2012,,234834138119680000,,everyone,False,,,IUB,0,1,0,0
45,45,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android,"{'mentions': [{'start': 0, 'end': 16, 'username': 'SimpleeAdvanced', 'id': '23677423'}, {'start': 17, 'end': 28, 'username': 'Rhymestyle', 'id': '17292498'}, {'start': 29, 'end': 36, 'username': 'javeeG', 'id': '38388730'}]}","@SimpleeAdvanced @Rhymestyle @javeeG remember boys, if youre going to rape zombies make sure ur dick doesnt get bitten off ;)",214867855781531648,395592371,"{'coordinates': {'type': 'Point', 'coordinates': [-86.4971651, 39.1616251]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,06/19/2012,23677423.0,214895428188119041,"[{'type': 'replied_to', 'id': '214867855781531648'}]",everyone,False,,,IUB,0,0,1,0
46,46,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,,"If you order delivery, don't move locations. Or I'll rape your first born",209091962593218560,38388730,"{'coordinates': {'type': 'Point', 'coordinates': [-86.52592323, 39.16928396]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,06/03/2012,,209091962593218560,,everyone,False,,,IUB,0,0,1,0
47,47,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'hashtags': [{'start': 42, 'end': 58, 'tag': 'sandpapercondom'}, {'start': 59, 'end': 66, 'tag': 'nolube'}, {'start': 67, 'end': 76, 'tag': 'intheass'}]}",this final is literally about to rape me. #sandpapercondom #nolube #intheass,198016458171744257,366319766,"{'coordinates': {'type': 'Point', 'coordinates': [-86.522899, 39.16679662]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,05/03/2012,,198016458171744257,,everyone,False,,,IUB,0,1,0,0
48,48,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'hashtags': [{'start': 31, 'end': 46, 'tag': 'begentleplease'}]}",this test is about to rape me. #begentleplease,195159860189478913,366319766,"{'coordinates': {'type': 'Point', 'coordinates': [-86.51784361, 39.17517364]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,04/25/2012,,195159860189478913,,everyone,False,,,IUB,0,0,0,0
49,49,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Topix Geo,"{'hashtags': [{'start': 55, 'end': 66, 'tag': 'Bloomfield'}, {'start': 67, 'end': 75, 'tag': 'Indiana'}], 'urls': [{'start': 34, 'end': 54, 'url': 'http://t.co/ZxvspswI', 'expanded_url': 'http://bit.ly/GFZSM3', 'display_url': 'bit.ly/GFZSM3'}], 'annotations': [{'start': 0, 'end': 10, 'probability': 0.6383, 'type': 'Place', 'normalized_text': 'Bloomington'}]}",Bloomington Man Accused Of Rape - http://t.co/ZxvspswI #Bloomfield #Indiana,182886552786055168,89815281,"{'coordinates': {'type': 'Point', 'coordinates': [-86.5392772, 39.1613682]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,03/22/2012,,182886552786055168,,everyone,False,,,IUB,0,0,0,0
50,50,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,,Rape a pregnant bitch and tell my boys I had a 3 some,182125304079335424,137391416,"{'coordinates': {'type': 'Point', 'coordinates': [-86.54189749, 39.14095901]}, 'place_id': '1010ecfa7d3a40f8'}",en,03/20/2012,,182125304079335424,,everyone,False,,,IUB,0,0,0,0
51,51,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'hashtags': [{'start': 56, 'end': 66, 'tag': 'StayWhite'}]}","@schmickeryit hey, you should joke about rape like that #StayWhite",177070893552508929,174473996,"{'coordinates': {'type': 'Point', 'coordinates': [-86.5148818, 39.16610687]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,03/06/2012,419206351.0,177123889166561281,"[{'type': 'replied_to', 'id': '177070893552508929'}]",everyone,False,,,IUB,0,0,0,0
52,52,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android,"{'mentions': [{'start': 0, 'end': 11, 'username': 'AMKautzman', 'id': '268950426'}]}","@AMKautzman Hahaha ""i just wanna play rape 24/7""",175859106614214656,98280842,"{'coordinates': {'type': 'Point', 'coordinates': [-86.52847588, 39.16623831]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,03/03/2012,268950426.0,175860192355942400,"[{'type': 'replied_to', 'id': '175859106614214656'}]",everyone,False,,,IUB,0,0,1,0
53,53,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,"{'mentions': [{'start': 63, 'end': 74, 'username': 'dirrtyjack', 'id': '2243785192'}]}",That awkward moment when you realize gay guys can't rape girls @dirrtyjack,173636956343894016,34469851,"{'coordinates': {'type': 'Point', 'coordinates': [-86.53051143, 39.17987671]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,02/26/2012,,173636956343894016,,everyone,False,,,IUB,1,0,0,0
