,location,date,tweet_count,article_count
5374,UMD,08/05/2021,0,0
5375,UMD,08/04/2021,0,0
5376,UMD,07/23/2021,0,0
5377,UMD,07/09/2021,0,0
5378,UMD,05/10/2021,0,0
5379,UMD,04/19/2021,0,0
5380,UMD,04/14/2021,0,0
5381,UMD,03/29/2021,0,0
5382,UMD,03/13/2021,0,0
5383,UMD,03/12/2021,0,0
5384,UMD,03/04/2021,0,0
5385,UMD,03/02/2021,0,0
5386,UMD,03/01/2021,0,0
5387,UMD,02/14/2021,0,0
5388,UMD,02/06/2021,0,0
5389,UMD,01/20/2021,0,0
5390,UMD,12/14/2020,0,0
5391,UMD,10/15/2020,0,1
5392,UMD,10/13/2020,0,0
5393,UMD,10/01/2020,0,0
5394,UMD,09/22/2020,0,0
5395,UMD,09/18/2020,0,0
5396,UMD,08/05/2020,0,0
5397,UMD,07/30/2020,0,0
5398,UMD,07/06/2020,0,0
5399,UMD,07/03/2020,0,0
5400,UMD,06/30/2020,0,0
5401,UMD,06/28/2020,0,0
5402,UMD,06/26/2020,0,0
5403,UMD,06/21/2020,0,0
5404,UMD,06/10/2020,0,0
5405,UMD,05/10/2020,0,0
5406,UMD,04/12/2020,0,0
5407,UMD,04/10/2020,0,0
5408,UMD,03/29/2020,0,0
5409,UMD,03/03/2020,0,0
5410,UMD,02/24/2020,0,0
5411,UMD,02/23/2020,0,0
5412,UMD,02/22/2020,0,0
5413,UMD,02/17/2020,0,0
5414,UMD,02/13/2020,0,0
5415,UMD,02/09/2020,0,0
5416,UMD,01/26/2020,0,0
5417,UMD,01/10/2020,0,0
5418,UMD,01/07/2020,0,0
5419,UMD,01/02/2020,0,0
5420,UMD,12/12/2019,0,0
5421,UMD,11/26/2019,0,0
5422,UMD,11/23/2019,0,0
5423,UMD,11/20/2019,0,0
5424,UMD,11/04/2019,0,0
5425,UMD,11/02/2019,0,0
5426,UMD,10/21/2019,0,0
5427,UMD,10/20/2019,0,1
5428,UMD,10/15/2019,0,0
5429,UMD,10/14/2019,0,0
5430,UMD,09/16/2019,0,0
5431,UMD,08/28/2019,0,0
5432,UMD,08/18/2019,0,0
5433,UMD,07/31/2019,0,0
5434,UMD,07/30/2019,0,0
5435,UMD,07/23/2019,0,0
5436,UMD,07/13/2019,0,0
5437,UMD,07/10/2019,0,0
5438,UMD,11/21/2021,0,0
5439,UMD,10/31/2021,0,0
5440,UMD,09/28/2021,0,0
5441,UMD,08/09/2021,0,0
5442,UMD,05/01/2021,0,0
5443,UMD,02/11/2021,0,0
5444,UMD,12/19/2020,0,0
5445,UMD,11/08/2020,0,0
5446,UMD,11/04/2020,0,0
5447,UMD,10/25/2020,0,0
5448,UMD,09/29/2020,0,0
5449,UMD,08/15/2020,0,0
5450,UMD,08/02/2020,0,0
5451,UMD,05/08/2020,0,0
5452,UMD,04/27/2020,0,0
5453,UMD,04/26/2020,0,0
5454,UMD,04/25/2020,0,0
5455,UMD,03/02/2020,0,0
5456,UMD,02/26/2020,0,0
5457,UMD,02/12/2020,0,0
5458,UMD,12/06/2019,0,0
5459,UMD,11/13/2019,0,0
5460,UMD,10/24/2019,0,2
5461,UMD,07/09/2019,0,0
5462,UMD,06/29/2019,0,0
5463,UMD,06/21/2019,0,0
5464,UMD,06/13/2019,0,0
5465,UMD,05/10/2019,0,0
5466,UMD,04/23/2019,0,0
5467,UMD,04/08/2019,0,0
5468,UMD,03/22/2019,0,0
5469,UMD,03/14/2019,0,0
5470,UMD,02/18/2019,0,0
5471,UMD,02/08/2019,0,0
5472,UMD,02/06/2019,0,0
5473,UMD,01/24/2019,0,0
5474,UMD,01/18/2019,0,0
5475,UMD,01/08/2019,0,0
5476,UMD,01/03/2019,0,0
5477,UMD,11/27/2018,0,0
5478,UMD,11/16/2018,0,0
5479,UMD,11/14/2018,0,1
5480,UMD,10/18/2018,0,0
5481,UMD,10/15/2018,0,1
5482,UMD,10/10/2018,0,0
5483,UMD,10/08/2018,0,0
5484,UMD,10/06/2018,0,0
5485,UMD,10/03/2018,0,0
5486,UMD,10/01/2018,0,0
5487,UMD,09/30/2018,0,0
5488,UMD,09/25/2018,0,0
5489,UMD,09/22/2018,0,0
5490,UMD,09/03/2018,0,0
5491,UMD,09/01/2018,0,0
5492,UMD,08/20/2018,0,0
5493,UMD,07/18/2018,0,0
5494,UMD,07/13/2018,0,0
5495,UMD,11/26/2021,0,0
5496,UMD,10/23/2021,0,1
5497,UMD,10/21/2021,0,1
5498,UMD,10/04/2021,0,0
5499,UMD,09/22/2021,0,0
5500,UMD,09/18/2021,0,0
5501,UMD,01/16/2021,0,0
5502,UMD,11/15/2020,0,0
5503,UMD,08/29/2021,0,0
5504,UMD,05/31/2021,0,0
5505,UMD,04/30/2021,0,0
5506,UMD,04/26/2021,0,0
5507,UMD,02/23/2021,0,0
5508,UMD,12/13/2020,0,0
5509,UMD,09/27/2020,0,0
5510,UMD,09/21/2020,0,0
5511,UMD,06/17/2020,0,0
5512,UMD,05/29/2020,0,0
5513,UMD,03/11/2020,0,0
5514,UMD,01/30/2020,0,0
5515,UMD,12/29/2019,0,0
5516,UMD,12/07/2019,0,0
5517,UMD,11/27/2019,0,0
5518,UMD,11/21/2019,0,0
5519,UMD,10/03/2019,0,0
5520,UMD,07/29/2019,0,0
5521,UMD,07/12/2019,0,0
5522,UMD,05/24/2019,0,0
5523,UMD,03/03/2019,0,0
5524,UMD,02/21/2019,0,0
5525,UMD,01/15/2019,0,0
5526,UMD,11/30/2018,0,0
5527,UMD,11/02/2018,0,0
5528,UMD,10/31/2018,0,1
5529,UMD,10/25/2018,0,4
5530,UMD,10/12/2018,0,1
5531,UMD,08/16/2018,0,0
5532,UMD,07/31/2018,0,0
5533,UMD,07/25/2018,0,0
5534,UMD,07/12/2018,0,0
5535,UMD,06/01/2018,0,0
5536,UMD,04/28/2018,0,0
5537,UMD,04/20/2018,0,0
5538,UMD,04/06/2018,0,0
5539,UMD,04/01/2018,0,0
5540,UMD,03/28/2018,0,0
5541,UMD,03/14/2018,0,0
5542,UMD,02/28/2018,0,0
5543,UMD,01/23/2018,0,0
5544,UMD,01/03/2018,0,0
5545,UMD,12/14/2017,0,0
5546,UMD,12/07/2017,0,0
5547,UMD,12/03/2017,0,0
5548,UMD,11/22/2017,0,0
5549,UMD,11/13/2017,0,1
5550,UMD,11/04/2017,0,0
5551,UMD,10/29/2017,0,1
5552,UMD,10/25/2017,0,2
5553,UMD,10/24/2017,0,1
5554,UMD,10/11/2017,0,0
5555,UMD,10/10/2017,0,2
5556,UMD,10/09/2017,0,0
5557,UMD,09/28/2017,0,0
5558,UMD,09/27/2017,0,0
5559,UMD,09/14/2017,0,0
5560,UMD,08/25/2017,0,0
5561,UMD,08/23/2017,0,0
5562,UMD,07/04/2017,0,0
5563,UMD,07/03/2017,0,0
5564,UMD,07/02/2017,0,0
5565,UMD,07/01/2017,0,0
5566,UMD,06/22/2017,0,0
5567,UMD,06/09/2017,0,0
5568,UMD,06/06/2017,0,0
5569,UMD,05/23/2017,0,0
5570,UMD,05/13/2017,0,0
5571,UMD,05/10/2017,0,0
5572,UMD,04/20/2017,0,0
5573,UMD,04/19/2017,0,0
5574,UMD,04/13/2017,0,0
5575,UMD,11/30/2021,0,0
5576,UMD,04/15/2021,0,0
5577,UMD,01/29/2021,0,0
5578,UMD,11/03/2020,0,0
5579,UMD,09/17/2020,0,0
5580,UMD,08/24/2020,0,0
5581,UMD,07/18/2020,0,0
5582,UMD,06/23/2020,0,0
5583,UMD,02/05/2020,0,0
5584,UMD,10/08/2019,0,0
5585,UMD,08/07/2019,0,0
5586,UMD,06/23/2019,0,0
5587,UMD,04/06/2019,0,0
5588,UMD,03/31/2019,0,0
5589,UMD,12/18/2018,0,0
5590,UMD,10/30/2018,0,2
5591,UMD,10/11/2018,0,2
5592,UMD,09/16/2018,0,0
5593,UMD,09/11/2018,0,0
5594,UMD,04/16/2018,0,0
5595,UMD,03/23/2018,0,0
5596,UMD,02/21/2018,0,0
5597,UMD,11/15/2017,0,1
5598,UMD,11/14/2017,0,0
5599,UMD,09/08/2017,0,0
5600,UMD,06/27/2017,0,0
5601,UMD,05/27/2017,0,0
5602,UMD,04/26/2017,0,0
5603,UMD,04/05/2017,0,0
5604,UMD,03/26/2017,0,0
5605,UMD,11/10/2016,0,1
5606,UMD,11/03/2016,0,0
5607,UMD,10/19/2016,0,0
5608,UMD,10/13/2016,0,1
5609,UMD,10/10/2016,0,0
5610,UMD,02/29/2016,0,0
5611,UMD,02/16/2016,0,0
5612,UMD,12/19/2015,0,0
5613,UMD,12/05/2015,0,0
5614,UMD,12/02/2015,0,0
5615,UMD,11/07/2015,0,0
5616,UMD,10/09/2015,0,0
5617,UMD,09/21/2015,0,0
5618,UMD,07/15/2015,0,0
5619,UMD,06/05/2015,0,0
5620,UMD,05/22/2015,0,0
5621,UMD,04/22/2015,0,0
5622,UMD,03/11/2015,0,0
5623,UMD,02/04/2015,0,0
5624,UMD,10/10/2014,0,1
5625,UMD,09/26/2014,0,0
5626,UMD,06/19/2014,0,0
5627,UMD,06/09/2014,0,0
5628,UMD,06/08/2014,0,0
5629,UMD,04/09/2014,0,0
5630,UMD,04/01/2014,0,0
5631,UMD,03/28/2014,0,0
5632,UMD,03/12/2014,0,0
5633,UMD,02/28/2014,0,0
5634,UMD,02/05/2014,0,0
5635,UMD,01/22/2014,0,0
5636,UMD,01/16/2014,0,0
5637,UMD,01/15/2014,0,0
5638,UMD,01/09/2014,0,0
5639,UMD,12/21/2013,0,0
5640,UMD,12/18/2013,0,0
5641,UMD,12/13/2013,0,0
5642,UMD,12/12/2013,0,0
5643,UMD,12/05/2013,0,0
5644,UMD,10/22/2013,0,0
5645,UMD,10/15/2013,0,0
5646,UMD,10/12/2013,0,0
5647,UMD,09/22/2013,0,0
5648,UMD,07/01/2013,0,0
5649,UMD,05/07/2013,0,0
5650,UMD,03/21/2013,0,0
5651,UMD,03/06/2013,0,0
5652,UMD,02/26/2013,0,0
5653,UMD,02/02/2013,0,0
5654,UMD,01/24/2013,0,0
5655,UMD,01/10/2013,0,0
5656,UMD,12/30/2012,0,0
5657,UMD,10/16/2012,0,1
5658,UMD,10/10/2012,0,1
5659,UMD,05/12/2012,0,0
5660,UMD,04/28/2012,0,0
5661,UMD,04/19/2012,0,0
5662,UMD,04/17/2012,0,0
5663,UMD,04/09/2012,0,0
5664,UMD,04/04/2012,0,0
5665,UMD,03/27/2012,0,0
5666,UMD,03/25/2012,0,0
5667,UMD,03/24/2012,0,0
5668,UMD,03/17/2012,0,0
5669,UMD,03/15/2012,0,0
5670,UMD,03/14/2012,0,0
5671,UMD,03/09/2012,0,0
5672,UMD,03/08/2012,0,0
5673,UMD,03/02/2012,0,0
5674,UMD,03/01/2012,0,0
5675,UMD,02/29/2012,0,0
5676,UMD,02/24/2012,0,0
5677,UMD,02/22/2012,0,0
5678,UMD,02/16/2012,0,0
5679,UMD,01/26/2012,0,0
5680,UMD,01/12/2012,0,0
5681,UMD,12/09/2011,0,0
5682,UMD,11/12/2011,0,1
5683,UMD,10/21/2011,0,0
5684,UMD,10/01/2011,0,0
5685,UMD,09/27/2011,0,0
5686,UMD,09/23/2011,0,0
5687,UMD,09/20/2011,0,0
5688,UMD,09/08/2011,0,0
5689,UMD,08/17/2011,0,0
5690,UMD,07/23/2011,0,0
5691,UMD,04/14/2011,0,0
5692,UMD,03/28/2011,0,0
5693,UMD,03/22/2011,0,0
5694,UMD,01/25/2011,0,0
5695,UMD,01/19/2011,0,0
5696,UMD,01/17/2011,0,0
5697,UMD,01/14/2011,0,0
5698,UMD,08/22/2020,0,0
5699,UMD,08/19/2020,0,0
5700,UMD,07/23/2020,0,0
5701,UMD,12/30/2019,0,1
5702,UMD,12/14/2019,0,0
5703,UMD,12/03/2019,0,0
5704,UMD,09/20/2019,0,0
5705,UMD,04/10/2019,0,0
5706,UMD,03/07/2019,0,0
5707,UMD,02/04/2019,0,0
5708,UMD,01/01/2019,0,0
5709,UMD,12/28/2018,0,0
5710,UMD,12/11/2018,0,0
5711,UMD,10/09/2018,0,0
5712,UMD,09/20/2018,0,0
5713,UMD,09/13/2018,0,0
5714,UMD,09/10/2018,0,0
5715,UMD,07/21/2018,0,0
5716,UMD,06/13/2018,0,0
5717,UMD,05/01/2018,0,0
5718,UMD,02/03/2018,0,0
5719,UMD,11/08/2017,0,0
5720,UMD,10/30/2017,0,0
5721,UMD,10/27/2017,0,0
5722,UMD,09/17/2017,0,0
5723,UMD,09/11/2017,0,0
5724,UMD,09/07/2017,0,0
5725,UMD,06/23/2017,0,0
5726,UMD,04/28/2017,0,0
5727,UMD,04/03/2017,0,0
5728,UMD,03/29/2017,0,0
5729,UMD,02/23/2017,0,0
5730,UMD,12/02/2016,0,0
5731,UMD,11/12/2016,0,0
5732,UMD,10/14/2016,0,0
5733,UMD,10/09/2016,0,0
5734,UMD,09/22/2016,0,0
5735,UMD,09/20/2016,0,0
5736,UMD,09/19/2016,0,0
5737,UMD,04/09/2016,0,0
5738,UMD,01/09/2016,0,0
5739,UMD,12/12/2015,0,1
5740,UMD,09/19/2015,0,0
5741,UMD,08/31/2015,0,0
5742,UMD,08/29/2015,0,0
5743,UMD,08/13/2015,0,0
5744,UMD,07/18/2015,0,0
5745,UMD,05/20/2015,0,0
5746,UMD,04/27/2015,0,0
5747,UMD,04/17/2015,0,0
5748,UMD,04/13/2015,0,0
5749,UMD,03/08/2015,0,0
5750,UMD,02/19/2015,0,0
5751,UMD,02/16/2015,0,0
5752,UMD,02/10/2015,0,0
5753,UMD,02/09/2015,0,0
5754,UMD,02/03/2015,0,0
5755,UMD,01/20/2015,0,0
5756,UMD,01/03/2015,0,0
5757,UMD,01/01/2015,0,0
5758,UMD,12/26/2014,0,0
5759,UMD,12/18/2014,0,0
5760,UMD,12/12/2014,0,0
5761,UMD,12/11/2014,0,0
5762,UMD,11/26/2014,0,0
5763,UMD,11/24/2014,0,0
5764,UMD,11/03/2014,0,0
5765,UMD,10/04/2014,0,0
5766,UMD,09/29/2014,0,0
5767,UMD,09/28/2014,0,0
5768,UMD,09/17/2014,0,0
5769,UMD,09/04/2014,0,0
5770,UMD,08/23/2014,0,0
5771,UMD,08/21/2014,0,0
5772,UMD,08/15/2014,0,0
5773,UMD,08/12/2014,0,0
5774,UMD,07/20/2014,0,0
5775,UMD,07/08/2014,0,0
5776,UMD,07/01/2014,0,0
5777,UMD,06/30/2014,0,0
5778,UMD,06/23/2014,0,0
5779,UMD,06/22/2014,0,0
5780,UMD,06/17/2014,0,0
5781,UMD,06/16/2014,0,0
5782,UMD,06/10/2014,0,0
5783,UMD,06/04/2014,0,0
5784,UMD,06/03/2014,0,0
5785,UMD,05/30/2014,0,0
5786,UMD,05/27/2014,0,0
5787,UMD,05/26/2014,0,0
5788,UMD,05/24/2014,0,0
5789,UMD,05/23/2014,0,0
5790,UMD,05/15/2014,0,0
5791,UMD,05/12/2014,0,0
5792,UMD,05/09/2014,0,0
5793,UMD,05/04/2014,0,0
5794,UMD,05/03/2014,0,0
5795,UMD,04/26/2014,0,0
5796,UMD,04/18/2014,0,0
5797,UMD,04/14/2014,0,0
5798,UMD,04/13/2014,0,0
5799,UMD,04/11/2014,0,0
5800,UMD,03/25/2014,0,0
5801,UMD,03/23/2014,0,0
5802,UMD,03/15/2014,0,0
5803,UMD,03/08/2014,0,0
5804,UMD,03/07/2014,0,0
5805,UMD,02/20/2014,0,0
5806,UMD,02/07/2014,0,0
5807,UMD,01/29/2014,0,0
5808,UMD,01/27/2014,0,0
5809,UMD,01/23/2014,0,0
5810,UMD,01/04/2014,0,0
5811,UMD,12/30/2013,0,0
5812,UMD,12/22/2013,0,0
5813,UMD,12/19/2013,0,0
5814,UMD,12/08/2013,0,0
5815,UMD,12/06/2013,0,0
5816,UMD,12/04/2013,0,0
5817,UMD,12/03/2013,0,0
5818,UMD,11/07/2013,0,0
5819,UMD,11/05/2013,0,0
5820,UMD,10/31/2013,0,1
5821,UMD,10/29/2013,0,1
5822,UMD,10/23/2013,0,2
5823,UMD,10/21/2013,0,0
5824,UMD,10/18/2013,0,1
5825,UMD,10/13/2013,0,0
5826,UMD,10/09/2013,0,0
5827,UMD,09/28/2013,0,0
5828,UMD,09/27/2013,0,0
5829,UMD,09/21/2013,0,0
5830,UMD,09/19/2013,0,0
5831,UMD,09/10/2013,0,0
5832,UMD,09/06/2013,0,0
5833,UMD,09/05/2013,0,0
5834,UMD,08/13/2013,0,0
5835,UMD,08/10/2013,0,0
5836,UMD,08/03/2013,0,0
5837,UMD,07/11/2013,0,0
5838,UMD,07/09/2013,0,0
5839,UMD,06/25/2013,0,0
5840,UMD,06/19/2013,0,0
5841,UMD,06/18/2013,0,0
5842,UMD,05/25/2013,0,0
5843,UMD,05/17/2013,0,0
5844,UMD,05/15/2013,0,0
5845,UMD,04/26/2013,0,0
5846,UMD,04/12/2013,0,0
5847,UMD,04/09/2013,0,0
5848,UMD,04/03/2013,0,0
5849,UMD,03/29/2013,0,0
5850,UMD,03/25/2013,0,0
5851,UMD,03/22/2013,0,0
5852,UMD,03/20/2013,0,0
5853,UMD,03/17/2013,0,0
5854,UMD,03/14/2013,0,0
5855,UMD,02/25/2013,0,0
5856,UMD,02/20/2013,0,0
5857,UMD,02/17/2013,0,0
5858,UMD,02/07/2013,0,0
5859,UMD,02/06/2013,0,0
5860,UMD,02/05/2013,0,0
5861,UMD,01/31/2013,0,0
5862,UMD,01/23/2013,0,0
5863,UMD,01/17/2013,0,0
5864,UMD,12/12/2012,0,1
5865,UMD,12/11/2012,0,0
5866,UMD,11/29/2012,0,2
5867,UMD,11/20/2012,0,0
5868,UMD,11/14/2012,0,0
5869,UMD,11/13/2012,0,0
5870,UMD,11/12/2012,0,3
5871,UMD,10/28/2012,0,0
5872,UMD,10/20/2012,0,0
5873,UMD,10/11/2012,0,0
5874,UMD,10/08/2012,0,0
5875,UMD,10/01/2012,0,0
5876,UMD,09/29/2012,0,0
5877,UMD,09/28/2012,0,0
5878,UMD,09/27/2012,0,0
5879,UMD,09/21/2012,0,0
5880,UMD,09/07/2012,0,0
5881,UMD,08/27/2012,0,0
5882,UMD,08/22/2012,0,0
5883,UMD,08/21/2012,0,0
5884,UMD,08/20/2012,0,0
5885,UMD,08/16/2012,0,0
5886,UMD,07/23/2012,0,0
5887,UMD,07/18/2012,0,0
5888,UMD,07/15/2012,0,0
5889,UMD,07/14/2012,0,0
5890,UMD,06/07/2012,0,0
5891,UMD,05/19/2012,0,0
5892,UMD,05/04/2012,0,0
5893,UMD,04/26/2012,0,0
5894,UMD,04/23/2012,0,0
5895,UMD,03/23/2012,0,0
5896,UMD,03/12/2012,0,0
5897,UMD,02/02/2012,0,0
5898,UMD,01/29/2012,0,0
5899,UMD,01/28/2012,0,0
5900,UMD,12/30/2011,0,0
5901,UMD,12/29/2011,0,0
5902,UMD,12/02/2011,0,0
5903,UMD,11/29/2011,0,0
5904,UMD,11/22/2011,0,0
5905,UMD,11/15/2011,0,0
5906,UMD,11/11/2011,0,0
5907,UMD,11/09/2011,0,0
5908,UMD,11/02/2011,0,0
5909,UMD,10/23/2011,0,0
5910,UMD,10/19/2011,0,1
5911,UMD,10/17/2011,0,0
5912,UMD,10/11/2011,0,0
5913,UMD,08/29/2011,0,0
5914,UMD,08/27/2011,0,0
5915,UMD,08/22/2011,0,0
5916,UMD,08/21/2011,0,0
5917,UMD,08/11/2011,0,0
5918,UMD,08/06/2011,0,0
5919,UMD,08/03/2011,0,0
5920,UMD,07/27/2011,0,0
5921,UMD,07/10/2011,0,0
5922,UMD,05/13/2011,0,0
5923,UMD,04/26/2011,0,0
5924,UMD,03/18/2011,0,0
5925,UMD,03/10/2011,0,0
5926,UMD,03/02/2011,0,0
5927,UMD,02/25/2011,0,0
5928,UMD,02/02/2011,0,0
5929,UMD,01/23/2011,0,0
5930,UMD,01/03/2011,0,0
5931,UMD,01/02/2011,0,0
5932,UMD,04/05/2021,0,0
5933,UMD,04/02/2021,0,0
5934,UMD,11/29/2020,0,0
5935,UMD,08/14/2020,0,0
5936,UMD,08/06/2019,0,0
5937,UMD,01/14/2019,0,0
5938,UMD,11/24/2018,0,1
5939,UMD,03/21/2018,0,0
5940,UMD,02/10/2018,0,0
5941,UMD,02/03/2017,0,0
5942,UMD,07/13/2016,0,0
5943,UMD,03/20/2015,0,0
5944,UMD,01/26/2015,0,0
5945,UMD,08/20/2014,0,0
5946,UMD,04/17/2014,0,0
5947,UMD,03/29/2014,0,0
5948,UMD,03/04/2014,0,0
5949,UMD,05/24/2013,0,0
5950,UMD,11/21/2012,0,0
5951,UMD,11/06/2012,0,0
5952,UMD,02/14/2012,0,0
5953,UMD,11/13/2011,0,0
5954,UMD,05/19/2011,0,0
5955,UMD,12/11/2011,0,0
5956,UMD,12/1/2011,0,0
5957,UMD,11/7/2011,0,0
5958,UMD,,0,0
5959,UMD,11/2/2011,0,0
5960,UMD,11/1/2011,0,0
5961,UMD,10/27/2011,0,0
5962,UMD,10/13/2011,0,0
5963,UMD,10/5/2011,0,0
5964,UMD,9/5/2011,0,0
5965,UMD,7/24/2011,0,0
5966,UMD,7/20/2011,0,0
5967,UMD,6/29/2011,0,0
5968,UMD,6/1/2011,0,0
5969,UMD,4/28/2011,0,0
5970,UMD,4/21/2011,0,0
5971,UMD,4/13/2011,0,1
5972,UMD,4/11/2011,0,0
5973,UMD,4/6/2011,0,0
5974,UMD,2/24/2011,0,0
5975,UMD,2/21/2011,0,1
5976,UMD,2/2/2011,0,0
5977,UMD,1/24/2011,0,1
5978,UMD,1/11/2011,0,0
5979,UMD,12/4/2012,0,0
5980,UMD,11/15/2012,0,1
5981,UMD,11/7/2012,0,1
5982,UMD,11/1/2012,0,0
5983,UMD,10/31/2012,0,0
5984,UMD,10/27/2012,0,0
5985,UMD,10/15/2012,0,1
5986,UMD,10/5/2012,0,0
5987,UMD,10/4/2012,0,0
5988,UMD,9/28/2012,0,0
5989,UMD,9/27/2012,0,0
5990,UMD,9/25/2012,0,0
5991,UMD,9/11/2012,0,0
5992,UMD,9/7/2012,0,0
5993,UMD,9/3/2012,0,0
5994,UMD,8/27/2012,0,0
5995,UMD,8/21/2012,0,0
5996,UMD,8/20/2012,0,0
5997,UMD,8/15/2012,0,0
5998,UMD,6/27/2012,0,0
5999,UMD,6/7/2012,0,0
6000,UMD,4/30/2012,0,0
6001,UMD,4/19/2012,0,0
6002,UMD,4/17/2012,0,1
6003,UMD,4/12/2012,0,0
6004,UMD,4/10/2012,0,0
6005,UMD,4/5/2012,0,0
6006,UMD,4/4/2012,0,2
6007,UMD,4/1/2012,0,0
6008,UMD,3/28/2012,0,1
6009,UMD,3/7/2012,0,0
6010,UMD,3/1/2012,0,0
6011,UMD,2/22/2012,0,1
6012,UMD,2/21/2012,0,0
6013,UMD,1/24/2012,0,0
6014,UMD,1/16/2012,0,0
6015,UMD,12/2/2013,0,0
6016,UMD,11/20/2013,0,0
6017,UMD,11/13/2013,0,0
6018,UMD,11/11/2013,0,1
6019,UMD,11/7/2013,0,0
6020,UMD,11/6/2013,0,0
6021,UMD,10/25/2013,0,0
6022,UMD,10/10/2013,0,0
6023,UMD,10/9/2013,0,0
6024,UMD,10/1/2013,0,0
6025,UMD,9/26/2013,0,2
6026,UMD,9/18/2013,0,1
6027,UMD,9/17/2013,0,0
6028,UMD,9/13/2013,0,0
6029,UMD,9/11/2013,0,1
6030,UMD,9/10/2013,0,0
6031,UMD,8/27/2013,0,0
6032,UMD,8/23/2013,0,0
6033,UMD,8/22/2013,0,0
6034,UMD,8/19/2013,0,0
6035,UMD,6/13/2013,0,0
6036,UMD,6/7/2013,0,0
6037,UMD,5/15/2013,0,0
6038,UMD,4/29/2013,0,1
6039,UMD,4/25/2013,0,0
6040,UMD,4/24/2013,0,1
6041,UMD,4/22/2013,0,2
6042,UMD,4/15/2013,0,0
6043,UMD,4/11/2013,0,0
6044,UMD,4/4/2013,0,1
6045,UMD,4/2/2013,0,2
6046,UMD,4/1/2013,0,0
6047,UMD,3/29/2013,0,0
6048,UMD,3/28/2013,0,0
6049,UMD,3/27/2013,0,0
6050,UMD,3/26/2013,0,1
6051,UMD,3/25/2013,0,1
6052,UMD,3/24/2013,0,0
6053,UMD,3/21/2013,0,0
6054,UMD,3/18/2013,0,0
6055,UMD,3/12/2013,0,0
6056,UMD,3/7/2013,0,0
6057,UMD,3/6/2013,0,0
6058,UMD,3/5/2013,0,2
6059,UMD,2/28/2013,0,0
6060,UMD,2/27/2013,0,1
6061,UMD,2/20/2013,0,0
6062,UMD,2/19/2013,0,0
6063,UMD,2/14/2013,0,1
6064,UMD,2/13/2013,0,0
6065,UMD,2/6/2013,0,0
6066,UMD,2/5/2013,0,0
6067,UMD,2/1/2013,0,0
6068,UMD,1/29/2013,0,0
6069,UMD,1/25/2013,0,0
6070,UMD,1/23/2013,0,0
6071,UMD,1/16/2013,0,0
6072,UMD,1/9/2013,0,0
6073,UMD,1/8/2013,0,0
6074,UMD,1/7/2013,0,0
6075,UMD,12/9/2014,0,0
6076,UMD,12/8/2014,0,0
6077,UMD,12/7/2014,0,3
6078,UMD,12/4/2014,0,0
6079,UMD,12/3/2014,0,2
6080,UMD,11/30/2014,0,0
6081,UMD,11/20/2014,0,5
6082,UMD,11/17/2014,0,0
6083,UMD,11/16/2014,0,0
6084,UMD,11/13/2014,0,1
6085,UMD,11/9/2014,0,1
6086,UMD,11/5/2014,0,2
6087,UMD,11/3/2014,0,0
6088,UMD,11/2/2014,0,0
6089,UMD,10/29/2014,0,0
6090,UMD,10/28/2014,0,1
6091,UMD,10/27/2014,0,0
6092,UMD,10/19/2014,0,0
6093,UMD,10/16/2014,0,0
6094,UMD,10/14/2014,0,4
6095,UMD,10/13/2014,0,0
6096,UMD,10/7/2014,0,0
6097,UMD,10/6/2014,0,0
6098,UMD,10/2/2014,0,1
6099,UMD,10/1/2014,0,0
6100,UMD,9/29/2014,0,1
6101,UMD,9/28/2014,0,0
6102,UMD,9/25/2014,0,1
6103,UMD,9/23/2014,0,0
6104,UMD,9/21/2014,0,1
6105,UMD,9/17/2014,0,0
6106,UMD,9/15/2014,0,0
6107,UMD,9/10/2014,0,0
6108,UMD,9/8/2014,0,0
6109,UMD,9/4/2014,0,0
6110,UMD,9/2/2014,0,0
6111,UMD,8/26/2014,0,0
6112,UMD,8/21/2014,0,0
6113,UMD,8/20/2014,0,0
6114,UMD,8/19/2014,0,0
6115,UMD,8/18/2014,0,0
6116,UMD,7/17/2014,0,0
6117,UMD,6/29/2014,0,0
6118,UMD,6/10/2014,0,0
6119,UMD,5/30/2014,0,0
6120,UMD,5/21/2014,0,0
6121,UMD,5/18/2014,0,0
6122,UMD,5/15/2014,0,0
6123,UMD,5/14/2014,0,1
6124,UMD,5/5/2014,0,2
6125,UMD,5/2/2014,0,0
6126,UMD,5/1/2014,0,1
6127,UMD,4/30/2014,0,3
6128,UMD,4/28/2014,0,2
6129,UMD,4/27/2014,0,1
6130,UMD,4/25/2014,0,0
6131,UMD,4/24/2014,0,0
6132,UMD,4/21/2014,0,2
6133,UMD,4/17/2014,0,2
6134,UMD,4/16/2014,0,0
6135,UMD,4/11/2014,0,0
6136,UMD,4/10/2014,0,0
6137,UMD,4/9/2014,0,1
6138,UMD,4/8/2014,0,0
6139,UMD,4/6/2014,0,0
6140,UMD,4/4/2014,0,0
6141,UMD,4/1/2014,0,0
6142,UMD,3/31/2014,0,2
6143,UMD,3/27/2014,0,1
6144,UMD,3/23/2014,0,1
6145,UMD,3/11/2014,0,2
6146,UMD,3/10/2014,0,2
6147,UMD,3/6/2014,0,0
6148,UMD,3/5/2014,0,0
6149,UMD,3/4/2014,0,0
6150,UMD,3/3/2014,0,0
